ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise;aktuelles_LtV;darlehenbetrag;aktueller_immobilienwert;wohnflaeche
2745;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4770050000000000,0;1151480000000000,0;;very low;C;7545,0;0,4639;210026,75;452700,0;60,0
2746;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4,77756e+16;1,15751e+16;;very low;G;7545,0;0,3039;251645,63;827927,33;109,73
2747;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4781370000000000,0;1,15909e+16;;very low;H;7545,0;0,4163;188449,44;452700,0;60,0
2748;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4767050000000000,0;1,14883e+16;;very low;D;7545,0;0,5276;238859,49;452700,0;60,0
2749;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4779720000000000,0;1158550000000,0;;very low;E;7545,0;0,3185;199904,92;627705,6;83,19
2750;Bad Heilbrunn;Landkreis Bad Tölz-Wolfratshausen;4777600000000000,0;1,14841e+16;;very low;E;7545,0;0,4254;192557,73;452700,0;60,0
2751;Dietramszell;Landkreis Bad Tölz-Wolfratshausen;4,78383e+16;1,1566e+16;;very low;D;7545,0;0,5772;261281,25;452700,0;60,0
2752;Bichl;Landkreis Bad Tölz-Wolfratshausen;4770840000000000,0;1,14781e+16;;very low;H;7545,0;0,1599;184690,45;1155005,97;153,08
2753;Gaißach;Landkreis Bad Tölz-Wolfratshausen;4770450000000000,0;1,16223e+16;;very low;E;7545,0;0,1293;104427,55;807586,04;107,04
2754;Nürnberg;;4940220000000000,0;1112920000000000,0;;very low;E;4798,0;0,1901;138470,41;728446,84;151,82
2755;Nürnberg;;4,94086e+16;1,11453e+16;;very low;H;4798,0;0,4583;131925,61;287880,0;60,0
2756;Nürnberg;;4940290000000000,0;1,11347e+16;;very low;F;4798,0;0,5888;169503,29;287880,0;60,0
2757;Nürnberg;;4939710000000000,0;1,11293e+16;;very low;H;4798,0;0,3182;91603,18;287880,0;60,0
2758;Nürnberg;;4940490000000000,0;1,11345e+16;;very low;B;4798,0;0,3021;86975,98;287880,0;60,0
2759;Weiler-Simmerberg;Landkreis Lindau;4,75837e+16;9936130000000000,0;;very low;A;5279,0;0,0874;60203,45;689146,27;130,54
2760;Weiler-Simmerberg;Landkreis Lindau;4,75522e+16;991926000000000,0;;very low;H;5279,0;0,2612;82745,06;316740,0;60,0
2761;Hergatz;Landkreis Lindau;4765460000000000,0;9869330000000000,0;;very low;E;5279,0;0,1676;127662,27;761646,91;144,28
2762;Opfenbach;Landkreis Lindau;4766650000000000,0;9882500000000000,0;;very low;E;5279,0;0,5086;186014,85;365714,94;69,28
2763;Heimenkirch;Landkreis Lindau;4762500000000000,0;9883440000000000,0;;very low;E;5279,0;0,4748;150402,57;316740,0;60,0
2764;Hergensweiler;Landkreis Lindau;4761080000000000,0;978924000000000,0;;very low;F;5279,0;0,6806;215559,07;316740,0;60,0
2765;Hergensweiler;Landkreis Lindau;4761150000000000,0;980975000000000,0;;very low;E;5279,0;0,6755;213964,18;316740,0;60,0
2766;Sigmarszell;Landkreis Lindau;4760640000000000,0;9809250000000000,0;;very low;H;5279,0;0,4044;128098,49;316740,0;60,0
2767;Sigmarszell;Landkreis Lindau;4756770000000000,0;9745570000000000,0;;very low;G;5279,0;0,5839;231631,09;396680,19;75,14
2768;Weißensberg;Landkreis Lindau;4,76326e+16;9788460000000000,0;;very low;E;5279,0;0,4278;135513,21;316740,0;60,0
2769;Weißensberg;Landkreis Lindau;4,75842e+16;9732480000000000,0;;very low;D;5279,0;0,5182;164139,76;316740,0;60,0
2770;Gestratz;Landkreis Lindau;4766730000000000,0;1,00126e+16;;very low;A;5279,0;0,564;178636,31;316740,0;60,0
2771;Gestratz;Landkreis Lindau;475816000000000,0;1004640000000000,0;;very low;C;5279,0;0,6591;441066,88;669160,91;126,76
2772;Grünenbach;Landkreis Lindau;4758780000000000,0;1,0005e+16;;very low;C;5279,0;0,2818;122947,99;436287,7;82,65
2773;Grünenbach;Landkreis Lindau;4758440000000000,0;1,00181e+16;;very low;D;5279,0;0,1783;152368,84;854475,62;161,86
2774;Maierhöfen;Landkreis Lindau;4,76293e+16;9950750000000000,0;;very low;D;5279,0;0,3635;171211,37;471033,51;89,23
2775;Maierhöfen;Landkreis Lindau;4761700000000000,0;1002920000000000,0;;very low;F;5279,0;0,4313;136602,06;316740,0;60,0
2776;Röthenbach (Allgäu);Landkreis Lindau;4757500000000000,0;999002000000000,0;;very low;E;5279,0;0,5203;164785,43;316740,0;60,0
2777;Röthenbach (Allgäu);Landkreis Lindau;4762550000000000,0;1005730000000000,0;;very low;G;5279,0;0,2468;142518,72;577488,69;109,39
2778;Stiefenhofen;Landkreis Lindau;4,76366e+16;998919000000000,0;;very low;E;5279,0;0,2749;87065,78;316740,0;60,0
2779;Stiefenhofen;Landkreis Lindau;4765340000000000,0;9986380000000000,0;;very low;H;5279,0;0,2266;129436,38;571308,06;108,22
2780;Wasserburg (Bodensee);Landkreis Lindau;475782000000000,0;9624990000000000,0;;very low;D;5279,0;0,1304;164028,85;1258066,35;238,32
2781;München;;481431000000000,0;1161830000000000,0;;very low;B;10186,0;0,6036;368915,34;611160,0;60,0
2782;München;;4814010000000000,0;1,16615e+16;;very low;D;10186,0;0,5712;349081,55;611160,0;60,0
2783;München;;4813640000000000,0;1,16517e+16;;very low;E;10186,0;0,6672;407783,94;611160,0;60,0
2784;München;;4,81435e+16;1,16231e+16;;very low;C;10186,0;0,616;376488,31;611160,0;60,0
2785;Aschaffenburg;;4997850000000000,0;9191910000000000,0;;very low;H;3619,0;0,4928;106998,49;217140,0;60,0
2786;Aschaffenburg;;4998360000000000,0;9160260000000000,0;;very low;F;3619,0;0,4983;139484,64;279939,72;77,35
2787;Aschaffenburg;;4996930000000000,0;9181770000000000,0;;very low;H;3619,0;0,631;137006,51;217140,0;60,0
2788;Aschaffenburg;;4998070000000000,0;9148690000000000,0;;very low;E;3619,0;0,518;157377,62;303829,76;83,95
2789;Aschaffenburg;;4,99728e+16;9176790000000000,0;;very low;G;3619,0;0,4651;122908,75;264245,04;73,02
2790;Aschaffenburg;;4993490000000000,0;921544000000000,0;;very low;F;3619,0;0,391;85245,21;218029,14;60,25
2791;Aschaffenburg;;4993700000000000,0;9229020000000000,0;;very low;A;3619,0;0,3228;161351,08;499837,02;138,11
2792;Aschaffenburg;;4994610000000000,0;9180000000000000,0;;very low;D;3619,0;0,1209;82228,51;679892,75;187,87
2793;Aschaffenburg;;4995230000000000,0;912974000000000,0;;very low;H;3619,0;0,6254;135799,97;217140,0;60,0
2794;Aschaffenburg;;4993830000000000,0;9146810000000000,0;;very low;F;3619,0;0,4791;142080,1;296552,19;81,94
2795;Aschaffenburg;;4993330000000000,0;9143460000000000,0;;very low;D;3619,0;0,6141;133349,37;217140,0;60,0
2796;Laufach;Landkreis Aschaffenburg;499946000000000,0;9358720000000000,0;;very low;A+;3619,0;0,3717;89812,21;241595,66;66,76
2797;Blankenbach;Landkreis Aschaffenburg;5,0112e+16;922086000000000,0;;very low;G;3619,0;0,4244;199442,14;469950,11;129,86
2798;Blankenbach;Landkreis Aschaffenburg;5007170000000000,0;9258510000000000,0;;very low;F;3619,0;0,4806;104354,97;217140,0;60,0
2799;Schöllkrippen;Landkreis Aschaffenburg;5010970000000000,0;9246140000000000,0;;very low;E;3619,0;0,5163;112110,91;217140,0;60,0
2800;Schöllkrippen;Landkreis Aschaffenburg;5011750000000000,0;9249980000000000,0;;very low;H;3619,0;0,4999;111474,0;222996,26;61,62
2801;Sommerkahl;Landkreis Aschaffenburg;5007410000000000,0;922635000000000,0;;very low;E;3619,0;0,4416;140809,2;318829,98;88,1
2802;Sommerkahl;Landkreis Aschaffenburg;5008670000000000,0;9305950000000000,0;;very low;A+;3619,0;0,1655;72544,4;438225,98;121,09
2803;Westerngrund;Landkreis Aschaffenburg;5012610000000000,0;9256030000000000,0;;very low;G;3619,0;0,5818;134602,09;231345,46;63,93
2804;Westerngrund;Landkreis Aschaffenburg;5010480000000000,0;9297990000000000,0;;very low;G;3619,0;0,1766;152395,24;863171,59;238,51
2805;Elsenfeld;Landkreis Miltenberg;4,9844e+16;9177370000000000,0;;very low;A+;2785,0;0,4624;219279,16;474196,9;170,27
2806;Elsenfeld;Landkreis Miltenberg;4983980000000000,0;9190080000000000,0;;very low;C;2785,0;0,4161;217726,57;523225,37;187,87
2807;Kleinheubach;Landkreis Miltenberg;4972560000000000,0;9215910000000000,0;;very low;C;2785,0;0,4153;118227,65;284683,67;102,22
2808;Rüdenau;Landkreis Miltenberg;4,97234e+16;9156200000000000,0;;very low;D;2785,0;0,148;303007,9;2046878,61;734,97
2809;Nürnberg;;4942270000000000,0;1,11438e+16;;very low;F;4798,0;0,6257;180128,79;287880,0;60,0
2810;Nürnberg;;4940560000000000,0;1,11181e+16;;very low;F;4798,0;0,4678;141517,72;302549,8;63,06
2811;Nürnberg;;4942210000000000,0;1,11065e+16;;very low;E;4798,0;0,3249;134984,53;415433,24;86,58
2812;Nürnberg;;4941830000000000,0;1111770000000000,0;;very low;G;4798,0;0,6574;189256,26;287880,0;60,0
2813;Nürnberg;;4941720000000000,0;1114410000000000,0;;very low;B;4798,0;0,4284;123315,31;287880,0;60,0
2814;Nürnberg;;4,94464e+16;1,10919e+16;;very low;E;4798,0;0,2957;85136,9;287880,0;60,0
2815;Nürnberg;;4944360000000000,0;1,10885e+16;;very low;A+;4798,0;0,2705;77876,19;287880,0;60,0
2816;Nürnberg;;494451000000000,0;1,10882e+16;;very low;D;4798,0;0,1664;87297,7;524770,43;109,37
2817;Nürnberg;;4943690000000000,0;1,11149e+16;;very low;F;4798,0;0,1931;260449,34;1348578,82;281,07
2818;Nürnberg;;4942790000000000,0;1,11057e+16;;very low;E;4798,0;0,4408;126884,94;287880,0;60,0
2819;München;;4812670000000000,0;1,16013e+16;;very low;B;10186,0;0,3781;231075,0;611160,0;60,0
2820;München;;4,8134e+16;1,15929e+16;;very low;H;10186,0;0,0864;63875,2;739363,45;72,59
2821;München;;4813310000000000,0;1,15982e+16;;very low;G;10186,0;0,1282;84678,5;660546,82;64,85
2822;München;;4813540000000000,0;1159080000000000,0;HQ 100;low;G;10186,0;0,7062;431586,93;611160,0;60,0
2823;München;;4,81324e+16;1,16048e+16;;very low;E;10186,0;0,49;299444,9;611160,0;60,0
2824;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4789800000000000,0;1,1447e+16;;very low;E;7545,0;0,7281;329603,9;452700,0;60,0
2825;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4790860000000000,0;1,14426e+16;;very low;F;7545,0;0,6619;299641,94;452700,0;60,0
2826;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4792160000000000,0;1,14276e+16;;very low;E;7545,0;0,5833;264065,72;452700,0;60,0
2827;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4,79147e+16;1,14361e+16;;very low;G;7545,0;0,3838;173749,5;452700,0;60,0
2828;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4792020000000000,0;1,14347e+16;;very low;A+;7545,0;0,3744;169477,06;452700,0;60,0
2829;Grünwald;Landkreis München;4803830000000000,0;1,15316e+16;;very low;A+;10155,0;0,4653;283520,85;609300,0;60,0
2830;Grünwald;Landkreis München;480632000000000,0;1155390000000000,0;;very low;G;10155,0;0,1697;103369,1;609300,0;60,0
2831;Grünwald;Landkreis München;4803940000000000,0;1,15155e+16;HQ 50;medium;E;10155,0;0,597;363773,13;609300,0;60,0
2832;Oberhaching;Landkreis München;4803850000000000,0;1,15815e+16;;very low;F;10155,0;0,5711;347984,04;609300,0;60,0
2833;Oberhaching;Landkreis München;4,8004e+16;1158390000000000,0;;very low;G;10155,0;0,2813;171377,61;609300,0;60,0
2834;Oberhaching;Landkreis München;479918000000000,0;1,1566e+16;;very low;B;10155,0;0,4486;273330,46;609300,0;60,0
2835;Münsing;Landkreis Bad Tölz-Wolfratshausen;4789860000000000,0;1134740000000000,0;;very low;B;7545,0;0,2426;207696,36;856028,46;113,46
2836;Oberhaching;Landkreis München;4799270000000000,0;1,14904e+16;;very low;B;10155,0;0,482;293686,76;609300,0;60,0
2837;Straßlach-Dingharting;Landkreis München;4,80621e+16;1158660000000000,0;;very low;F;10155,0;0,6677;406829,28;609300,0;60,0
2838;Egling;Landkreis Bad Tölz-Wolfratshausen;4794050000000000,0;1,14804e+16;;very low;E;7545,0;0,094;147321,61;1567819,88;207,8
2839;Baierbrunn;Landkreis München;4799790000000000,0;1,14758e+16;;very low;H;10155,0;0,4162;253595,41;609300,0;60,0
2840;Schäftlarn;Landkreis München;4796060000000000,0;1,14549e+16;;very low;D;10155,0;0,6859;417947,14;609300,0;60,0
2841;Königsdorf;Landkreis Bad Tölz-Wolfratshausen;4778640000000000,0;1,14388e+16;;very low;D;7545,0;0,1137;67533,85;593734,85;78,69
2842;Unterhaching;Landkreis München;4806750000000000,0;116497000000000,0;;very low;B;10155,0;0,4661;283973,06;609300,0;60,0
2843;Unterhaching;Landkreis München;4805750000000000,0;1161850000000000,0;;very low;F;10155,0;0,4577;278871,45;609300,0;60,0
2844;Unterhaching;Landkreis München;4805930000000000,0;1,1609e+16;;very low;G;10155,0;0,4745;289137,89;609300,0;60,0
2845;Unterhaching;Landkreis München;4806020000000000,0;1162430000000000,0;;very low;A;10155,0;0,5291;322363,41;609300,0;60,0
2846;Unterhaching;Landkreis München;4808260000000000,0;1,16025e+16;;very low;F;10155,0;0,72;438687,85;609300,0;60,0
2847;Unterhaching;Landkreis München;4807520000000000,0;1,16128e+16;;very low;A;10155,0;0,3674;223851,83;609300,0;60,0
2848;Schäftlarn;Landkreis München;4800790000000000,0;1,14485e+16;;very low;B;10155,0;0,688;419199,74;609300,0;60,0
2849;Taufkirchen;Landkreis München;4804210000000000,0;1,16163e+16;;very low;D;10155,0;0,4718;287494,39;609300,0;60,0
2850;Taufkirchen;Landkreis München;4804130000000000,0;1,16273e+16;;very low;A;10155,0;0,721;439311,8;609300,0;60,0
2851;Taufkirchen;Landkreis München;4803630000000000,0;1165750000000000,0;;very low;E;10155,0;0,5399;328983,69;609300,0;60,0
2852;Taufkirchen;Landkreis München;4801100000000000,0;1,16655e+16;;very low;F;10155,0;0,2676;163060,94;609300,0;60,0
2853;Taufkirchen;Landkreis München;4804930000000000,0;1,16615e+16;;very low;G;10155,0;0,6486;395180,28;609300,0;60,0
2854;Icking;Landkreis Bad Tölz-Wolfratshausen;4794380000000000,0;1,14182e+16;;very low;G;7545,0;0,2538;119022,01;468995,54;62,16
2855;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4786330000000000,0;1,147e+16;;very low;A+;7545,0;0,2007;102725,61;511786,7;67,83
2856;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4786790000000000,0;1,14723e+16;;very low;E;7545,0;0,6677;302279,92;452700,0;60,0
2857;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4785770000000000,0;1,14884e+16;;very low;D;7545,0;0,3635;164560,41;452700,0;60,0
2858;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,78605e+16;1150880000000000,0;;very low;C;7545,0;0,4411;199703,29;452700,0;60,0
2859;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4788480000000000,0;114522000000000,0;;very low;E;7545,0;0,4113;186214,55;452700,0;60,0
2860;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4785730000000000,0;1,14416e+16;;very low;F;7545,0;0,0897;109803,56;1223897,45;162,21
2861;Neuried;Landkreis München;4806820000000000,0;1150040000000000,0;;very low;E;10155,0;0,4511;274865,13;609300,0;60,0
2862;Neuried;Landkreis München;4806460000000000,0;1,14752e+16;;very low;F;10155,0;0,1117;124470,12;1114527,34;109,75
2863;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4755090000000000,0;1,09332e+16;;very low;H;7326,0;0,6154;270523,16;439560,0;60,0
2864;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4744680000000000,0;1,1071e+16;;very low;E;7326,0;0,2716;119368,16;439560,0;60,0
2865;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4746700000000000,0;1113720000000000,0;;very low;A;7326,0;0,6078;267182,13;439560,0;60,0
2866;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4746400000000000,0;1,11419e+16;;very low;D;7326,0;0,1625;119598,74;736184,14;100,49
2867;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4752420000000000,0;1,1183e+16;;very low;F;7326,0;0,3026;156237,39;516365,16;70,48
2868;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4740460000000000,0;1,11177e+16;;very low;E;7326,0;0,7169;315101,36;439560,0;60,0
2869;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4746470000000000,0;11152400000000,0;;very low;A;7326,0;0,4015;176475,46;439560,0;60,0
2870;Krün;Landkreis Garmisch-Partenkirchen;4743610000000000,0;1108610000000000,0;;very low;A+;7326,0;0,4064;180155,04;443240,56;60,5
2871;Krün;Landkreis Garmisch-Partenkirchen;4748870000000000,0;1,08868e+16;;very low;G;7326,0;0,1748;113597,9;649928,38;88,72
2872;Krün;Landkreis Garmisch-Partenkirchen;4,75207e+16;1106570000000000,0;;very low;B;7326,0;0,6595;289905,24;439560,0;60,0
2873;Krün;Landkreis Garmisch-Partenkirchen;4751850000000000,0;1,11456e+16;;very low;B;7326,0;0,5527;242942,59;439560,0;60,0
2874;Krün;Landkreis Garmisch-Partenkirchen;4752470000000000,0;1093290000000000,0;;very low;D;7326,0;0,4886;214778,97;439560,0;60,0
2875;Krün;Landkreis Garmisch-Partenkirchen;4,74992e+16;111262000000000,0;;very low;B;7326,0;0,6979;306787,11;439560,0;60,0
2876;Krün;Landkreis Garmisch-Partenkirchen;4,75738e+16;1,09423e+16;;very low;F;7326,0;0,1394;89106,69;639243,34;87,26
2877;Uffing am Staffelsee;Landkreis Garmisch-Partenkirchen;4768940000000000,0;1,11148e+16;;very low;H;7326,0;0,2039;113926,26;558654,54;76,26
2878;Ohlstadt;Landkreis Garmisch-Partenkirchen;4766230000000000,0;1,12361e+16;;very low;B;7326,0;0,5081;223344,57;439560,0;60,0
2879;Oberammergau;Landkreis Garmisch-Partenkirchen;4760840000000000,0;1,10879e+16;;very low;D;7326,0;0,2912;128014,21;439560,0;60,0
2880;Oberau;Landkreis Garmisch-Partenkirchen;4755120000000000,0;1,11781e+16;;very low;E;7326,0;0,5901;259402,7;439560,0;60,0
2881;München;;4821110000000000,0;1,15609e+16;;very low;G;10186,0;0,0973;114020,74;1171559,55;115,02
2882;München;;482107000000000,0;1,15546e+16;;very low;B;10186,0;0,1806;117616,5;651386,68;63,95
2883;München;;4822420000000000,0;1,15603e+16;;very low;B;10186,0;0,4189;256011,13;611160,0;60,0
2884;München;;4,82163e+16;1,15547e+16;;very low;F;10186,0;0,5973;365063,86;611160,0;60,0
2885;München;;4821880000000000,0;1,15495e+16;;very low;B;10186,0;0,2671;163221,47;611160,0;60,0
2886;München;;4819440000000000,0;1,15744e+16;;very low;D;10186,0;0,437;267048,89;611160,0;60,0
2887;München;;4820460000000000,0;1,15853e+16;;very low;D;10186,0;0,1926;205717,85;1067963,46;104,85
2888;München;;482277000000000,0;1,15792e+16;;very low;G;10186,0;0,7038;430128,94;611160,0;60,0
2889;München;;4822380000000000,0;1,15662e+16;;very low;G;10186,0;0,4461;272662,86;611160,0;60,0
2890;München;;4820480000000000,0;1,15791e+16;;very low;F;10186,0;0,4076;249107,09;611160,0;60,0
2891;München;;4822620000000000,0;1,15826e+16;;very low;C;10186,0;0,3865;236227,47;611160,0;60,0
2892;Bernried am Starnberger See;Landkreis Weilheim-Schongau;478927000000000,0;1,13016e+16;;very low;F;5361,0;0,1424;129037,2;905852,28;168,97
2893;Nürnberg;;4,94858e+16;1,10403e+16;;very low;E;4798,0;0,3506;150926,76;430483,26;89,72
2894;Nürnberg;;4948460000000000,0;1,10431e+16;;very low;F;4798,0;0,6658;199974,25;300333,29;62,6
2895;Nürnberg;;4946740000000000,0;1105330000000000,0;;very low;F;4798,0;0,176;91097,03;517663,74;107,89
2896;Nürnberg;;4946900000000000,0;1105990000000000,0;;very low;B;4798,0;0,4778;137549,43;287880,0;60,0
2897;Nürnberg;;4,94989e+16;1,10526e+16;;very low;B;4798,0;0,7069;203509,3;287880,0;60,0
2898;Nürnberg;;4948870000000000,0;1,10697e+16;;very low;G;4798,0;0,6192;178246,47;287880,0;60,0
2899;Nürnberg;;4947880000000000,0;1,10313e+16;;very low;B;4798,0;0,4171;120078,96;287880,0;60,0
2900;Nürnberg;;494900000000000,0;1107740000000000,0;;very low;E;4798,0;0,0787;97489,33;1238161,96;258,06
2901;Nürnberg;;4945810000000000,0;1,10822e+16;;very low;H;4798,0;0,6668;191955,74;287880,0;60,0
2902;Nürnberg;;4,9456e+16;1,10848e+16;;very low;E;4798,0;0,2049;167940,79;819583,9;170,82
2903;Nürnberg;;4945470000000000,0;1,1079e+16;;very low;C;4798,0;0,3922;120700,36;307781,28;64,15
2904;Nürnberg;;4,94225e+16;1,10271e+16;;very low;D;4798,0;0,388;135501,73;349241,2;72,79
2905;Nürnberg;;4943070000000000,0;1101090000000000,0;;very low;E;4798,0;0,5289;152263,01;287880,0;60,0
2906;Nürnberg;;4942440000000000,0;1,10297e+16;;very low;C;4798,0;0,5024;151615,0;301795,46;62,9
2907;Nürnberg;;494412000000000,0;1,10004e+16;;very low;C;4798,0;0,5568;160286,92;287880,0;60,0
2908;Nürnberg;;4943690000000000,0;1,09994e+16;;very low;F;4798,0;0,6201;178505,1;287880,0;60,0
2909;Nürnberg;;4944040000000000,0;1,10197e+16;;very low;A;4798,0;0,1158;36858,32;318216,35;66,32
2910;Nürnberg;;4944830000000000,0;1,10442e+16;;very low;C;4798,0;0,2766;92157,26;333214,77;69,45
2911;Nürnberg;;4946330000000000,0;1,10144e+16;;very low;E;4798,0;0,6941;199827,7;287880,0;60,0
2912;Nürnberg;;4943960000000000,0;1,10276e+16;;very low;E;4798,0;0,5909;170095,75;287880,0;60,0
2913;Nürnberg;;494341000000000,0;1102040000000000,0;;very low;F;4798,0;0,4928;141856,67;287880,0;60,0
2914;Nürnberg;;4943040000000000,0;1,10519e+16;;very low;D;4798,0;0,5853;168489,43;287880,0;60,0
2915;Nürnberg;;4,94296e+16;1,10333e+16;;very low;C;4798,0;0,3865;114304,68;295764,24;61,64
2916;Nürnberg;;4942440000000000,0;1,10433e+16;;very low;F;4798,0;0,5376;154754,14;287880,0;60,0
2917;Nürnberg;;4941740000000000,0;1,1067e+16;;very low;H;4798,0;0,6482;186605,47;287880,0;60,0
2918;Nürnberg;;4942260000000000,0;1,10469e+16;;very low;H;4798,0;0,4354;125336,57;287880,0;60,0
2919;Nürnberg;;494386000000000,0;1105010000000000,0;;very low;D;4798,0;0,6977;209258,67;299940,62;62,51
2920;Nürnberg;;4943520000000000,0;1,10455e+16;;very low;F;4798,0;0,4247;122254,67;287880,0;60,0
2921;Nürnberg;;4944360000000000,0;1103730000000000,0;;very low;B;4798,0;0,5972;171917,98;287880,0;60,0
2922;Nürnberg;;4943740000000000,0;1,10493e+16;;very low;G;4798,0;0,071;109333,45;1540937,79;321,16
2923;Nürnberg;;4944510000000000,0;1,10361e+16;;very low;D;4798,0;0,2006;57741,26;287880,0;60,0
2924;Nürnberg;;4945650000000000,0;1,10496e+16;;very low;E;4798,0;0,4857;139817,73;287880,0;60,0
2925;Nürnberg;;4944980000000000,0;1105220000000000,0;;very low;G;4798,0;0,1373;59185,21;431021,44;89,83
2926;Nürnberg;;4946290000000000,0;1,10277e+16;;very low;A+;4798,0;0,5182;149171,67;287880,0;60,0
2927;Nürnberg;;4945920000000000,0;1,10385e+16;;very low;G;4798,0;0,7146;205731,12;287880,0;60,0
2928;Nürnberg;;4946650000000000,0;1103050000000000,0;;very low;E;4798,0;0,6005;172877,32;287880,0;60,0
2929;Nürnberg;;4945140000000000,0;1,10394e+16;;very low;B;4798,0;0,234;136009,6;581199,36;121,13
2930;Nürnberg;;4946310000000000,0;1,10458e+16;;very low;H;4798,0;0,2568;73936,71;287880,0;60,0
2931;Nürnberg;;4946210000000000,0;1,10712e+16;;very low;D;4798,0;0,591;180998,2;306238,49;63,83
2932;Nürnberg;;4946550000000000,0;1,10392e+16;;very low;C;4798,0;0,6276;180679,66;287880,0;60,0
2933;Nürnberg;;4946300000000000,0;1,10362e+16;;very low;G;4798,0;0,2649;76272,3;287880,0;60,0
2934;Nürnberg;;494617000000000,0;1,10701e+16;;very low;C;4798,0;0,4255;122505,38;287880,0;60,0
2935;Nürnberg;;4946130000000000,0;1,1064e+16;;very low;H;4798,0;0,1332;79265,23;595218,38;124,06
2936;Nürnberg;;4946730000000000,0;1,10727e+16;;very low;F;4798,0;0,1384;99425,9;718546,03;149,76
2937;Nürnberg;;4,94601e+16;1,10776e+16;;very low;G;4798,0;0,2613;118364,33;452944,37;94,4
2938;Nürnberg;;4946110000000000,0;1108040000000000,0;;very low;D;4798,0;0,5166;148729,09;287880,0;60,0
2939;Nürnberg;;4946000000000000,0;1,10765e+16;;very low;A+;4798,0;0,6679;192279,01;287880,0;60,0
2940;Emmering;Landkreis Fürstenfeldbruck;4819140000000000,0;1,13114e+16;;very low;G;7003,0;0,0767;121390,5;1583636,86;226,14
2941;Emmering;Landkreis Fürstenfeldbruck;4817670000000000,0;1130860000000000,0;;very low;D;7003,0;0,6714;282112,39;420180,0;60,0
2942;Alling;Landkreis Fürstenfeldbruck;4814710000000000,0;1127720000000000,0;;very low;F;7003,0;0,4308;181032,86;420180,0;60,0
2943;Türkenfeld;Landkreis Fürstenfeldbruck;4811120000000000,0;1,11199e+16;;very low;A;7003,0;0,6904;290084,43;420180,0;60,0
2944;Geltendorf;Landkreis Landsberg am Lech;4813980000000000,0;1,09943e+16;;very low;D;5089,0;0,5252;160376,38;305340,0;60,0
2945;Germering;Landkreis Fürstenfeldbruck;4811460000000000,0;1136480000000000,0;;very low;B;7003,0;0,6697;281397,04;420180,0;60,0
2946;Germering;Landkreis Fürstenfeldbruck;4813050000000000,0;1,1329e+16;;very low;E;7003,0;0,2834;119072,53;420180,0;60,0
2947;Germering;Landkreis Fürstenfeldbruck;481449000000000,0;1,13863e+16;;very low;H;7003,0;0,5866;246490,29;420180,0;60,0
2948;Germering;Landkreis Fürstenfeldbruck;4812480000000000,0;1,1402e+16;;very low;G;7003,0;0,7322;307655,85;420180,0;60,0
2949;Germering;Landkreis Fürstenfeldbruck;4,81423e+16;1,13581e+16;;very low;G;7003,0;0,447;187818,85;420180,0;60,0
2950;Germering;Landkreis Fürstenfeldbruck;481224000000000,0;1,13545e+16;;very low;H;7003,0;0,5887;247340,88;420180,0;60,0
2951;Germering;Landkreis Fürstenfeldbruck;4814370000000000,0;1136040000000000,0;;very low;E;7003,0;0,5293;222398,48;420180,0;60,0
2952;Germering;Landkreis Fürstenfeldbruck;4,81346e+16;1,13809e+16;;very low;F;7003,0;0,4851;203816,01;420180,0;60,0
2953;Germering;Landkreis Fürstenfeldbruck;4812000000000000,0;1,13888e+16;;very low;A;7003,0;0,4868;204540,24;420180,0;60,0
2954;Germering;Landkreis Fürstenfeldbruck;4813850000000000,0;1,13511e+16;;very low;C;7003,0;0,1917;80534,1;420180,0;60,0
2955;Puchheim;Landkreis Fürstenfeldbruck;4814100000000000,0;1,13305e+16;;very low;F;7003,0;0,5041;211812,46;420180,0;60,0
2956;Puchheim;Landkreis Fürstenfeldbruck;4815100000000000,0;1,13564e+16;;very low;E;7003,0;0,4961;208456,44;420180,0;60,0
