ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise
2934;Nürnberg;;4,94617E+14;1,10701E+16;;very low;C;4.798
2935;Nürnberg;;4,94613E+15;1,1064E+16;;very low;H;4.798
2936;Nürnberg;;4,94673E+15;1,10727E+16;;very low;F;4.798
2937;Nürnberg;;4,94601E+16;1,10776E+16;;very low;G;4.798
2938;Nürnberg;;4,94611E+15;1,10804E+15;;very low;D;4.798
2939;Nürnberg;;4,946E+15;1,10765E+16;;very low;A+;4.798
2940;Emmering;Landkreis Fürstenfeldbruck;4,81914E+15;1,13114E+16;;very low;G;7.003
2941;Emmering;Landkreis Fürstenfeldbruck;4,81767E+15;1,13086E+15;;very low;D;7.003
2942;Alling;Landkreis Fürstenfeldbruck;4,81471E+15;1,12772E+15;;very low;F;7.003
2943;Türkenfeld;Landkreis Fürstenfeldbruck;4,81112E+15;1,11199E+16;;very low;A;7.003
2944;Geltendorf;Landkreis Landsberg am Lech;4,81398E+15;1,09943E+16;;very low;D;5.089
2945;Germering;Landkreis Fürstenfeldbruck;4,81146E+15;1,13648E+15;;very low;B;7.003
2946;Germering;Landkreis Fürstenfeldbruck;4,81305E+15;1,1329E+16;;very low;E;7.003
2947;Germering;Landkreis Fürstenfeldbruck;4,81449E+14;1,13863E+16;;very low;H;7.003
2948;Germering;Landkreis Fürstenfeldbruck;4,81248E+15;1,1402E+16;;very low;G;7.003
2949;Germering;Landkreis Fürstenfeldbruck;4,81423E+16;1,13581E+16;;very low;G;7.003
2950;Germering;Landkreis Fürstenfeldbruck;4,81224E+14;1,13545E+16;;very low;H;7.003
2951;Germering;Landkreis Fürstenfeldbruck;4,81437E+15;1,13604E+15;;very low;E;7.003
2952;Germering;Landkreis Fürstenfeldbruck;4,81346E+16;1,13809E+16;;very low;F;7.003
2953;Germering;Landkreis Fürstenfeldbruck;4,812E+15;1,13888E+16;;very low;A;7.003
2954;Germering;Landkreis Fürstenfeldbruck;4,81385E+15;1,13511E+16;;very low;C;7.003
2955;Puchheim;Landkreis Fürstenfeldbruck;4,8141E+15;1,13305E+16;;very low;F;7.003
2956;Puchheim;Landkreis Fürstenfeldbruck;4,8151E+15;1,13564E+16;;very low;E;7.003
2957;Puchheim;Landkreis Fürstenfeldbruck;4,81876E+15;1,13544E+16;;very low;A+;7.003
2958;Puchheim;Landkreis Fürstenfeldbruck;4,81398E+15;1,13255E+16;;very low;D;7.003
2959;Puchheim;Landkreis Fürstenfeldbruck;4,81519E+16;1,13548E+14;;very low;H;7.003
2960;Mammendorf;Landkreis Fürstenfeldbruck;4,81976E+16;1,11533E+16;;very low;E;7.003
2961;Schöngeising;Landkreis Fürstenfeldbruck;4,81476E+14;1,12146E+16;HQ 100;low;A+;7.003
2962;Gräfelfing;Landkreis München;4,8125E+15;1,14343E+16;;very low;D;10.155
2963;Gräfelfing;Landkreis München;4,81273E+15;1,14288E+16;;very low;A+;10.155
2964;Gräfelfing;Landkreis München;4,81216E+15;1,14556E+16;;very low;C;10.155
2965;Egenhofen;Landkreis Fürstenfeldbruck;4,82705E+15;1,11973E+16;;very low;G;7.003
2966;Maisach;Landkreis Fürstenfeldbruck;4,82534E+15;1,12958E+16;;very low;F;7.003
2967;Maisach;Landkreis Fürstenfeldbruck;4,82089E+15;1,12392E+16;;very low;D;7.003
2968;Maisach;Landkreis Fürstenfeldbruck;4,82094E+15;1,12867E+16;;very low;A;7.003
2969;Grafrath;Landkreis Fürstenfeldbruck;4,81348E+14;1,11401E+16;;very low;C;7.003
2970;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81671E+14;1,12101E+16;;very low;F;7.003
2971;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81673E+15;1,12063E+15;;very low;F;7.003
2972;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81937E+16;1,12101E+16;;very low;F;7.003
2973;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81887E+15;1,12003E+16;;very low;G;7.003
2974;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81558E+15;1,12517E+16;;very low;E;7.003
2975;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81609E+16;1,12344E+16;HQ 100;low;E;7.003
2976;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81617E+15;1,12001E+16;;very low;E;7.003
2977;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81658E+15;1,12344E+16;;very low;A;7.003
2978;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81981E+16;1,12647E+16;;very low;D;7.003
2979;Moorenweis;Landkreis Fürstenfeldbruck;4,81295E+16;1,11023E+16;;very low;C;7.003
2980;Olching;Landkreis Fürstenfeldbruck;4,82296E+16;1,13692E+16;;very low;E;7.003
2981;Olching;Landkreis Fürstenfeldbruck;4,82322E+15;1,13718E+16;;very low;B;7.003
2982;Olching;Landkreis Fürstenfeldbruck;4,82064E+15;1,13024E+16;;very low;G;7.003
2983;Olching;Landkreis Fürstenfeldbruck;4,82131E+15;1,13187E+16;;very low;E;7.003
2984;Olching;Landkreis Fürstenfeldbruck;4,82217E+15;1,13538E+16;;very low;F;7.003
2985;Olching;Landkreis Fürstenfeldbruck;4,82213E+15;1,13885E+16;;very low;G;7.003
2986;Olching;Landkreis Fürstenfeldbruck;4,81958E+15;1,13171E+16;;very low;C;7.003
2987;Gröbenzell;Landkreis Fürstenfeldbruck;4,81827E+15;1,13756E+16;;very low;A+;7.003
2988;Gröbenzell;Landkreis Fürstenfeldbruck;4,81897E+15;1,13805E+14;;very low;C;7.003
2989;Gröbenzell;Landkreis Fürstenfeldbruck;4,81874E+15;1,13636E+16;;very low;A+;7.003
2990;Gröbenzell;Landkreis Fürstenfeldbruck;4,81954E+15;1,13877E+16;;very low;E;7.003
2991;Gröbenzell;Landkreis Fürstenfeldbruck;4,81954E+15;1,13824E+16;;very low;D;7.003
2992;Eichenau;Landkreis Fürstenfeldbruck;4,81798E+15;1,13247E+16;;very low;F;7.003
2993;Eichenau;Landkreis Fürstenfeldbruck;4,81663E+15;1,13255E+16;;very low;C;7.003
2994;Eichenau;Landkreis Fürstenfeldbruck;4,81553E+14;1,13044E+14;;very low;C;7.003
2995;Wörthsee;Landkreis Starnberg;4,80858E+15;1,11938E+15;;very low;D;9.367
2996;Feldafing;Landkreis Starnberg;4,79382E+16;1,12919E+16;;very low;C;9.367
2997;Krailling;Landkreis Starnberg;4,8082E+15;1,14224E+16;;very low;G;9.367
2998;Krailling;Landkreis Starnberg;4,81027E+15;1,13817E+15;;very low;F;9.367
2999;Krailling;Landkreis Starnberg;4,80846E+15;1,14167E+15;;very low;H;9.367
3000;Krailling;Landkreis Starnberg;4,81085E+15;1,13959E+16;;very low;C;9.367
3001;Krailling;Landkreis Starnberg;4,80937E+15;1,13349E+16;;very low;D;9.367
3002;Planegg;Landkreis München;4,81104E+15;1,14258E+16;;very low;H;10.155
3003;Planegg;Landkreis München;4,80996E+15;1,14376E+16;;very low;H;10.155
3004;Planegg;Landkreis München;4,8107E+15;1,13751E+16;;very low;F;10.155
3005;Planegg;Landkreis München;4,81046E+15;1,13763E+16;;very low;C;10.155
3006;Planegg;Landkreis München;4,81086E+15;1,14511E+16;;very low;E;10.155
3007;Starnberg;Landkreis Starnberg;4,8006E+15;1,13328E+16;;very low;G;9.367
3008;Starnberg;Landkreis Starnberg;4,80167E+15;1,1379E+16;;very low;D;9.367
3009;Starnberg;Landkreis Starnberg;4,80143E+15;1,12913E+16;;very low;G;9.367
3010;Starnberg;Landkreis Starnberg;4,80073E+15;1,13575E+16;;very low;G;9.367
3011;Starnberg;Landkreis Starnberg;4,80033E+15;1,13673E+15;;very low;F;9.367
3012;Starnberg;Landkreis Starnberg;4,80021E+15;1,13892E+15;;very low;C;9.367
3013;Andechs;Landkreis Starnberg;4,79428E+15;1,12081E+16;;very low;F;9.367
3014;Tutzing;Landkreis Starnberg;4,78985E+15;1,12419E+15;;very low;C;9.367
3015;Tutzing;Landkreis Starnberg;4,79306E+15;1,12454E+16;;very low;D;9.367
3016;Inning am Ammersee;Landkreis Starnberg;4,80429E+15;1,11569E+16;;very low;H;9.367
3017;Gauting;Landkreis Starnberg;4,80896E+15;1,13002E+15;;very low;D;9.367
3018;Gauting;Landkreis Starnberg;4,80471E+16;1,13546E+15;;very low;G;9.367
3019;Gauting;Landkreis Starnberg;4,80453E+15;1,13754E+16;;very low;G;9.367
3020;Gauting;Landkreis Starnberg;4,80504E+15;1,14037E+16;;very low;G;9.367
3021;Gauting;Landkreis Starnberg;4,80318E+16;1,13482E+16;;very low;C;9.367
3022;Neuried;Landkreis München;4,80422E+15;1,13024E+16;;very low;A+;10.155
3023;Neuried;Landkreis München;4,80646E+15;1,13929E+16;;very low;H;10.155
3024;Neuried;Landkreis München;4,80348E+15;1,12991E+15;;very low;D;10.155
3025;Neuried;Landkreis München;4,80359E+15;1,12847E+16;;very low;H;10.155
3026;Neuried;Landkreis München;4,80652E+15;1,14031E+16;;very low;A+;10.155
3027;Seefeld;Landkreis Starnberg;4,80283E+15;1,12369E+16;;very low;C;9.367
3028;Seefeld;Landkreis Starnberg;4,80479E+15;1,12195E+15;;very low;C;9.367
3029;Weßling;Landkreis Starnberg;4,80468E+15;1,12578E+16;;very low;E;9.367
3030;Herrsching am Ammersee;Landkreis Starnberg;4,79655E+15;1,11595E+15;;very low;H;9.367
3031;Herrsching am Ammersee;Landkreis Starnberg;4,79991E+15;1,11394E+16;;very low;C;9.367
3032;Herrsching am Ammersee;Landkreis Starnberg;4,79838E+15;1,11583E+15;;very low;E;9.367
3033;Berg;Landkreis Starnberg;4,79387E+15;1,1381E+16;;very low;G;9.367
3034;Berg;Landkreis Starnberg;4,79568E+15;1,13838E+15;;very low;E;9.367
3035;Gilching;Landkreis Starnberg;4,81103E+15;1,13059E+16;;very low;G;9.367
3036;Gilching;Landkreis Starnberg;4,80946E+16;1,1278E+16;;very low;F;9.367
3037;Gilching;Landkreis Starnberg;4,81021E+15;1,12857E+16;;very low;A+;9.367
3038;Gilching;Landkreis Starnberg;4,80964E+15;1,12744E+16;;very low;E;9.367
3039;Gilching;Landkreis Starnberg;4,81075E+15;1,12453E+16;;very low;A;9.367
3040;Pöcking;Landkreis Starnberg;4,79571E+15;1,12847E+16;;very low;G;9.367
3041;München;;4,8156E+15;1,15726E+15;;very low;H;10.186
3042;München;;4,8151E+15;1,1577E+16;;very low;C;10.186
3043;München;;4,81519E+15;1,15719E+16;;very low;D;10.186
3044;München;;4,81532E+15;1,15816E+16;;very low;G;10.186
3045;München;;4,81871E+15;1,15141E+15;;very low;A+;10.186
3046;München;;4,8185E+15;1,15209E+16;;very low;D;10.186
3047;München;;4,81858E+15;1,15243E+16;;very low;C;10.186
3048;München;;4,81903E+15;1,15112E+16;;very low;G;10.186
3049;München;;4,8141E+15;1,14115E+15;;very low;H;10.186
3050;München;;4,81719E+16;1,13839E+16;;very low;B;10.186
3051;München;;4,81537E+16;1,13748E+16;;very low;C;10.186
3052;München;;4,81293E+15;1,14102E+16;;very low;F;10.186
3053;München;;4,81917E+15;1,14E+16;;very low;G;10.186
3054;München;;4,81475E+15;1,16362E+15;;very low;D;10.186
3055;München;;4,81604E+16;1,16322E+16;;very low;E;10.186
3056;München;;4,81715E+15;1,16421E+16;;very low;H;10.186
3057;München;;4,81462E+15;1,16295E+16;;very low;F;10.186
3058;München;;4,8167E+15;1,16446E+16;;very low;H;10.186
3059;München;;4,81557E+15;1,16427E+16;;very low;A;10.186
3060;München;;4,81106E+15;1,14898E+16;;very low;H;10.186
3061;München;;4,80969E+15;1,14849E+16;;very low;B;10.186
3062;München;;4,81079E+14;1,14969E+16;;very low;A+;10.186
3063;München;;4,8099E+15;1,14835E+16;;very low;B;10.186
3064;München;;4,81185E+15;1,15115E+16;;very low;A+;10.186
3065;München;;4,81091E+15;1,14893E+16;;very low;D;10.186
3066;München;;4,81133E+15;1,15159E+16;;very low;G;10.186
3067;München;;4,81201E+16;1,16062E+15;;very low;A;10.186
3068;München;;4,81166E+15;1,16085E+16;;very low;B;10.186
3069;München;;4,81139E+15;1,16164E+16;;very low;E;10.186
3070;München;;4,81271E+15;1,15953E+15;;very low;B;10.186
3071;München;;4,81259E+15;1,15982E+16;;very low;G;10.186
3072;München;;4,80857E+15;1,16628E+16;;very low;G;10.186
3073;München;;4,80854E+15;1,1639E+15;;very low;F;10.186
3074;München;;4,80935E+15;1,16722E+13;;very low;A+;10.186
3075;München;;4,80826E+15;1,16795E+15;;very low;E;10.186
3076;München;;4,8088E+16;1,1661E+16;;very low;E;10.186
3077;München;;4,80859E+15;1,16391E+16;;very low;G;10.186
3078;München;;4,80912E+15;1,16143E+16;;very low;A+;10.186
3079;München;;4,80907E+14;1,15989E+15;;very low;H;10.186
3080;München;;4,81102E+15;1,16149E+16;;very low;H;10.186
3081;München;;4,80978E+15;1,15998E+16;;very low;C;10.186
3082;München;;4,80955E+15;1,15898E+16;;very low;C;10.186
3083;München;;4,80976E+15;1,16094E+16;;very low;G;10.186
3084;München;;4,81033E+15;1,16058E+16;;very low;F;10.186
3085;München;;4,8165E+15;1,14534E+15;;very low;H;10.186
3086;München;;4,81665E+15;1,1438E+16;;very low;H;10.186
3087;München;;4,8157E+15;1,1407E+16;;very low;F;10.186
3088;München;;4,8149E+15;1,14713E+14;;very low;D;10.186
3089;München;;4,81733E+15;1,14437E+16;;very low;D;10.186
3090;München;;4,8171E+15;1,14256E+15;;very low;G;10.186
3091;München;;4,81734E+15;1,14363E+16;;very low;E;10.186
3092;München;;4,81383E+15;1,15987E+15;;very low;H;10.186
3093;München;;4,81361E+15;1,15933E+15;;very low;E;10.186
3094;München;;4,81348E+15;1,16009E+16;;very low;H;10.186
3095;München;;4,81235E+15;1,15208E+15;;very low;E;10.186
3096;München;;4,81167E+15;1,15243E+16;;very low;F;10.186
3097;München;;4,81248E+15;1,15318E+16;;very low;G;10.186
3098;München;;4,81271E+15;1,15327E+16;;very low;E;10.186
3099;München;;4,81256E+15;1,1531E+16;;very low;G;10.186
3100;München;;4,81182E+15;1,15291E+16;;very low;G;10.186
3101;München;;4,81269E+15;1,15388E+16;;very low;D;10.186
3102;München;;4,81126E+15;1,16258E+16;;very low;D;10.186
3103;München;;4,81067E+15;1,16531E+16;;very low;A+;10.186
3104;München;;4,81117E+15;1,16286E+16;;very low;B;10.186
3105;München;;4,81069E+15;1,1656E+16;;very low;H;10.186
3106;München;;4,81181E+16;1,16308E+16;;very low;E;10.186
3107;München;;4,81144E+15;1,16439E+16;;very low;E;10.186
3108;München;;4,81032E+15;1,15148E+16;;very low;B;10.186
3109;München;;4,80903E+15;1,15432E+16;;very low;A+;10.186
3110;München;;4,80898E+15;1,15446E+15;;very low;B;10.186
3111;München;;4,81021E+15;1,15272E+16;;very low;D;10.186
3112;München;;4,81034E+15;1,151E+16;;very low;G;10.186
3113;München;;4,80976E+15;1,15493E+16;HQ 50;medium;E;10.186
3114;München;;4,81461E+16;1,16993E+16;;very low;C;10.186
3115;München;;4,81412E+15;1,16923E+16;;very low;G;10.186
3116;München;;4,81243E+15;1,17054E+16;;very low;D;10.186
3117;München;;4,81259E+15;1,17044E+16;;very low;B;10.186
3118;München;;4,81327E+15;1,17117E+16;;very low;G;10.186
3119;München;;4,81394E+15;1,16672E+16;;very low;C;10.186
3120;München;;4,81058E+15;1,15887E+16;;very low;C;10.186
3121;München;;4,81137E+15;1,15992E+16;;very low;F;10.186
3122;München;;4,8112E+15;1,15871E+16;;very low;E;10.186
3123;München;;4,81082E+15;1,15907E+16;;very low;C;10.186
3124;München;;4,81101E+15;1,15832E+16;;very low;F;10.186
3125;München;;4,81054E+15;1,15863E+16;;very low;B;10.186
3126;München;;4,81124E+15;1,15881E+15;;very low;A+;10.186
3127;München;;4,81076E+15;1,15337E+16;;very low;F;10.186
3128;München;;4,81048E+15;1,15275E+16;;very low;C;10.186
3129;München;;4,81033E+15;1,15376E+15;;very low;H;10.186
3130;München;;4,81078E+15;1,15247E+16;;very low;A;10.186
3131;München;;4,81075E+15;1,15391E+16;;very low;G;10.186
3132;München;;4,81123E+15;1,15344E+16;;very low;H;10.186
3133;München;;4,81726E+15;1,16483E+16;;very low;E;10.186
3134;München;;4,81554E+15;1,16466E+16;;very low;F;10.186
3135;München;;4,81586E+14;1,16617E+16;;very low;G;10.186
3136;München;;4,81577E+15;1,16577E+16;;very low;G;10.186
3137;München;;4,80923E+16;1,15601E+16;;very low;D;10.186
3138;München;;4,80887E+15;1,15484E+15;HQ 50;medium;G;10.186
3139;München;;4,80857E+16;1,15501E+16;;very low;E;10.186
3140;München;;4,81201E+15;1,16147E+15;;very low;G;10.186
3141;München;;4,81227E+15;1,16176E+16;;very low;F;10.186
3142;München;;4,81284E+15;1,1609E+16;;very low;E;10.186
3143;München;;4,81196E+15;1,16399E+16;;very low;E;10.186
3144;München;;4,8122E+15;1,16129E+16;;very low;F;10.186
3145;München;;4,80914E+15;1,15146E+16;;very low;A;10.186
3146;München;;4,80844E+15;1,15028E+16;;very low;F;10.186
3147;München;;4,80882E+15;1,15094E+16;;very low;C;10.186
3148;München;;4,80736E+15;1,14951E+16;;very low;D;10.186
3149;München;;4,81459E+15;1,1458E+16;;very low;E;10.186
3150;München;;4,8134E+15;1,14754E+15;;very low;C;10.186
3151;München;;4,81465E+15;1,1465E+16;;very low;D;10.186
3152;München;;4,81467E+15;1,14687E+16;;very low;C;10.186
3153;München;;4,81326E+15;1,14667E+16;;very low;A;10.186
3154;München;;4,81448E+15;1,14647E+16;;very low;F;10.186
3155;München;;4,81231E+14;1,16503E+16;;very low;B;10.186
3156;München;;4,81219E+16;1,16631E+16;;very low;C;10.186
3157;München;;4,81208E+15;1,16473E+16;;very low;A;10.186
3158;München;;4,81176E+15;1,16562E+16;;very low;C;10.186
3159;München;;4,81286E+15;1,1653E+16;;very low;G;10.186
3160;München;;4,81184E+15;1,16581E+16;;very low;H;10.186
3161;München;;4,81193E+15;1,16687E+16;;very low;A+;10.186
3162;München;;4,81634E+15;1,14782E+16;;very low;D;10.186
3163;München;;4,81677E+15;1,14572E+16;;very low;A+;10.186
3164;München;;4,81658E+15;1,14544E+16;;very low;A;10.186
3165;München;;4,81773E+15;1,14407E+16;;very low;F;10.186
3166;München;;4,81471E+15;1,16265E+16;;very low;F;10.186
3167;München;;4,81505E+16;1,16203E+16;;very low;E;10.186
3168;München;;4,81631E+15;1,16178E+15;;very low;E;10.186
3169;München;;4,81622E+15;1,16107E+15;HQ 100;low;A+;10.186
3170;München;;4,81161E+15;1,14943E+16;;very low;H;10.186
3171;München;;4,81216E+15;1,14821E+16;;very low;G;10.186
3172;München;;4,8117E+15;1,1499E+16;;very low;A;10.186
3173;München;;4,81213E+15;1,14818E+16;;very low;E;10.186
3174;München;;4,81181E+15;1,14712E+16;;very low;D;10.186
3175;München;;4,81171E+16;1,14682E+16;;very low;C;10.186
3176;München;;4,81051E+15;1,16238E+16;;very low;G;10.186
3177;München;;4,81014E+14;1,16467E+16;;very low;H;10.186
3178;München;;4,81066E+15;1,16204E+16;;very low;B;10.186
3179;München;;4,80958E+15;1,16339E+16;;very low;F;10.186
3180;München;;4,8096E+15;1,16306E+16;;very low;E;10.186
3181;München;;4,81027E+15;1,16523E+16;;very low;G;10.186
3182;München;;4,81016E+15;1,16276E+15;;very low;C;10.186
3183;München;;4,80971E+15;1,16589E+16;;very low;H;10.186
3184;München;;4,81583E+15;1,15692E+16;;very low;G;10.186
3185;München;;4,81585E+15;1,15677E+16;;very low;E;10.186
3186;München;;4,81527E+15;1,1562E+15;;very low;E;10.186
3187;München;;4,80847E+16;1,14807E+15;;very low;H;10.186
3188;München;;4,80843E+16;1,14869E+16;;very low;F;10.186
3189;München;;4,80799E+15;1,1481E+16;;very low;E;10.186
3190;München;;4,80843E+15;1,14777E+16;;very low;B;10.186
3191;München;;4,81967E+15;1,15424E+16;;very low;F;10.186
3192;München;;4,8204E+15;1,15517E+16;;very low;B;10.186
3193;München;;4,8198E+15;1,15646E+15;;very low;D;10.186
3194;München;;4,81194E+15;1,15987E+15;;very low;C;10.186
3195;München;;4,81232E+16;1,15895E+16;;very low;E;10.186
3196;München;;4,8121E+15;1,15881E+16;;very low;E;10.186
3197;München;;4,81261E+15;1,15824E+16;;very low;F;10.186
3198;München;;4,81235E+15;1,15829E+15;;very low;H;10.186
3199;München;;4,81182E+15;1,16026E+15;;very low;G;10.186
3200;München;;4,81219E+15;1,15907E+16;;very low;C;10.186
3201;Karlskron;Landkreis Neuburg-Schrobenhausen;4,86797E+15;1,13837E+16;;very low;F;3.578
3202;München;;4,80933E+15;1,15845E+15;;very low;E;10.186
3203;München;;4,81018E+15;1,15785E+16;;very low;D;10.186
3204;München;;4,81035E+15;1,15764E+15;;very low;D;10.186
3205;München;;4,81007E+15;1,15667E+16;;very low;E;10.186
3206;München;;4,81059E+15;1,158E+16;;very low;E;10.186
3207;Hohenlinden;Landkreis Ebersberg;4,81316E+15;1,19792E+16;;very low;D;7.491
3208;München;;4,81252E+15;1,16253E+15;;very low;C;10.186
3209;München;;4,81281E+15;1,16455E+15;;very low;E;10.186
3210;München;;4,81269E+15;1,1621E+16;;very low;E;10.186
3211;München;;4,81307E+16;1,16298E+16;;very low;H;10.186
3212;München;;4,81307E+15;1,16345E+16;;very low;G;10.186
3213;München;;4,8131E+15;1,16269E+15;;very low;G;10.186
3214;München;;4,81174E+15;1,15558E+16;;very low;E;10.186
3215;München;;4,81055E+15;1,15497E+16;;very low;H;10.186
3216;München;;4,8104E+15;1,1548E+16;;very low;G;10.186
3217;München;;4,81058E+15;1,15448E+15;;very low;D;10.186
3218;München;;4,8113E+15;1,15537E+16;;very low;G;10.186
3219;München;;4,81115E+14;1,15458E+16;;very low;F;10.186
3220;München;;4,81466E+15;1,16057E+16;;very low;H;10.186
3221;München;;4,81499E+14;1,16153E+16;;very low;D;10.186
3222;Ebersberg;Landkreis Ebersberg;4,80991E+15;1,19891E+15;;very low;G;7.491
3223;Ebersberg;Landkreis Ebersberg;4,80771E+15;1,20018E+16;;very low;F;7.491
3224;Ebersberg;Landkreis Ebersberg;4,8139E+15;1,19388E+16;;very low;F;7.491
3225;Pliening;Landkreis Ebersberg;4,81876E+15;1,17712E+16;;very low;G;7.491
3226;München;;4,81516E+15;1,14372E+16;;very low;D;10.186
3227;München;;4,81481E+15;1,14436E+16;;very low;H;10.186
3228;München;;4,81382E+15;1,14495E+15;;very low;F;10.186
3229;München;;4,81473E+15;1,14271E+15;;very low;A+;10.186
3230;München;;4,81451E+16;1,14231E+15;;very low;A;10.186
3231;Bruck;Landkreis Ebersberg;4,80502E+15;1,19528E+16;;very low;B;7.491
3232;Bruck;Landkreis Ebersberg;4,80329E+14;1,19546E+16;;very low;D;7.491
3233;Bruck;Landkreis Ebersberg;4,80287E+15;1,18895E+16;;very low;A;7.491
3234;Bruck;Landkreis Ebersberg;4,80127E+15;1,19666E+16;;very low;E;7.491
3235;Grafing bei München;Landkreis Ebersberg;4,80322E+15;1,20144E+15;;very low;G;7.491
3236;Grafing bei München;Landkreis Ebersberg;4,80218E+15;1,1996E+16;;very low;D;7.491
3237;Grafing bei München;Landkreis Ebersberg;4,80334E+14;1,20066E+16;;very low;D;7.491
3238;Grafing bei München;Landkreis Ebersberg;4,80206E+15;1,19987E+16;;very low;F;7.491
3239;Zorneding;Landkreis Ebersberg;4,80884E+15;1,18289E+15;;very low;H;7.491
3240;Zorneding;Landkreis Ebersberg;4,81151E+15;1,1827E+16;;very low;F;7.491
3241;Oberpframmern;Landkreis Ebersberg;4,80123E+16;1,18159E+16;;very low;D;7.491
3242;Baiern;Landkreis Ebersberg;4,80045E+15;1,18725E+16;;very low;B;7.491
3243;Baiern;Landkreis Ebersberg;4,79607E+15;1,19244E+16;;very low;D;7.491
3244;Glonn;Landkreis Ebersberg;4,79989E+15;1,18341E+16;;very low;C;7.491
3245;Glonn;Landkreis Ebersberg;4,79783E+15;1,18659E+16;;very low;D;7.491
3246;München;;4,81097E+15;1,17104E+16;;very low;A+;10.186
3247;München;;4,80973E+15;1,16846E+16;;very low;H;10.186
3248;München;;4,8113E+15;1,16979E+16;;very low;D;10.186
3249;München;;4,81034E+15;1,16902E+16;;very low;F;10.186
3250;München;;4,81121E+15;1,16995E+16;;very low;H;10.186
3251;München;;4,81018E+15;1,1679E+16;;very low;D;10.186
3252;Erding;Landkreis Erding;4,83175E+15;1,18957E+16;;very low;G;5.049
3253;Erding;Landkreis Erding;4,82709E+15;1,18914E+15;;very low;C;5.049
3254;Erding;Landkreis Erding;4,83139E+15;1,19029E+14;;very low;B;5.049
3255;Erding;Landkreis Erding;4,83158E+15;1,19256E+16;;very low;E;5.049
3256;Erding;Landkreis Erding;4,83002E+16;1,19159E+15;;very low;E;5.049
3257;Erding;Landkreis Erding;4,82995E+15;1,19364E+16;;very low;C;5.049
3258;Erding;Landkreis Erding;4,83515E+15;1,19002E+15;;very low;A+;5.049
3259;Erding;Landkreis Erding;4,82695E+15;1,18695E+16;;very low;C;5.049
3260;Erding;Landkreis Erding;4,83567E+15;1,19222E+15;;very low;A+;5.049
3261;Wörth;Landkreis Erding;4,82438E+15;1,19114E+16;;very low;A+;5.049
3262;Pastetten;Landkreis Erding;4,82061E+16;1,19715E+16;;very low;H;5.049
3263;Berglern;Landkreis Erding;4,83896E+15;1,19054E+16;;very low;G;5.049
3264;München;;4,80639E+15;1,15087E+16;;very low;C;10.186
3265;München;;4,80693E+15;1,15148E+16;;very low;B;10.186
3266;München;;4,80758E+15;1,15282E+16;;very low;G;10.186
3267;München;;4,80901E+16;1,15295E+16;;very low;B;10.186
3268;Neuching;Landkreis Erding;4,82474E+15;1,18465E+16;;very low;G;5.049
3269;Walpertskirchen;Landkreis Erding;4,82772E+15;1,19472E+15;;very low;D;5.049
3270;Moosinning;Landkreis Erding;4,8271E+15;1,18433E+16;;very low;D;5.049
3271;Wartenberg;Landkreis Erding;4,84038E+16;1,20107E+15;;very low;H;5.049
3272;Finsing;Landkreis Erding;4,82266E+15;1,17895E+16;;very low;D;5.049
3273;Hebertshausen;Landkreis Dachau;4,82544E+15;1,15854E+16;;very low;B;6.456
3274;Hebertshausen;Landkreis Dachau;4,82318E+15;1,15391E+16;;very low;B;6.456
3275;Hebertshausen;Landkreis Dachau;4,82544E+15;1,15148E+16;;very low;C;6.456
3276;Oberschleißheim;Landkreis München;4,82388E+15;1,15822E+15;;very low;A;10.155
3277;Oberschleißheim;Landkreis München;4,8251E+16;1,15586E+15;;very low;A+;10.155
3278;Oberschleißheim;Landkreis München;4,82491E+15;1,15066E+16;;very low;D;10.155
3279;Buxheim;Landkreis Eichstätt;4,88368E+15;1,12686E+16;;very low;G;3.904
3280;Apfeltrach;Landkreis Unterallgäu;4,79877E+15;1,04601E+16;;very low;C;3.518
3281;Dirlewang;Landkreis Unterallgäu;4,79665E+15;1,045E+16;;very low;C;3.518
3282;Kaltental;Landkreis Ostallgäu;4,79218E+15;1,07741E+16;;very low;C;3.907
3283;Osterzell;Landkreis Ostallgäu;4,78706E+15;1,07348E+16;;very low;A;3.907
3284;Rettenbach a.Auerberg;Landkreis Ostallgäu;4,77462E+15;1,07282E+16;;very low;A;3.907
3285;Stötten a.Auerberg;Landkreis Ostallgäu;4,77724E+15;1,07535E+15;;very low;B;3.907
3286;Aitrang;Landkreis Ostallgäu;4,78276E+14;1,04851E+16;;very low;D;3.907
3287;Kraftisried;Landkreis Ostallgäu;4,77484E+15;1,0513E+16;;very low;G;3.907
3288;Unterthingau;Landkreis Ostallgäu;4,77596E+15;1,05038E+16;;very low;A;3.907
