ort,landkreis,latitude,longitude,geometry,GEB_HQ,flood_risk
Königsdorf,Landkreis Bad Tölz-Wolfratshausen,2748601.794042521,4430815.848861547,POINT (4430815.848861547 2748601.794042521),,very low
Unterhaching,Landkreis München,2774057.0945619754,4442895.644317967,POINT (4442895.644317967 2774057.0945619754),,very low
Unterhaching,Landkreis München,2773670.7652290408,4440799.629756013,POINT (4440799.629756013 2773670.7652290408),,very low
Unterhaching,Landkreis München,2773754.1591648716,4443216.704270325,POINT (4443216.704270325 2773754.1591648716),,very low
Unterhaching,Landkreis München,2772669.631173672,4442938.192985701,POINT (4442938.192985701 2772669.631173672),,very low
Unterhaching,Landkreis München,2773218.9511095164,4441788.130531911,POINT (4441788.130531911 2773218.9511095164),,very low
Unterhaching,Landkreis München,2773666.5736276614,4440341.135689089,POINT (4440341.135689089 2773666.5736276614),,very low
Schäftlarn,Landkreis München,2764307.729361734,4428581.198324799,POINT (4428581.198324799 2764307.729361734),,very low
Taufkirchen,Landkreis München,2771564.0649108803,4442257.997348961,POINT (4442257.997348961 2771564.0649108803),,very low
Taufkirchen,Landkreis München,2769513.0862903236,4442046.4161826195,POINT (4442046.4161826195 2769513.0862903236),,very low
Taufkirchen,Landkreis München,2770234.1035469207,4442932.128531192,POINT (4442932.128531192 2770234.1035469207),,very low
Taufkirchen,Landkreis München,2768471.6104795993,4443457.938821612,POINT (4443457.938821612 2768471.6104795993),,very low
Taufkirchen,Landkreis München,2769198.204582526,4444276.534229832,POINT (4444276.534229832 2769198.204582526),,very low
Icking,Landkreis Bad Tölz-Wolfratshausen,2758473.954827152,4426737.486597069,POINT (4426737.486597069 2758473.954827152),,very low
Geretsried,Landkreis Bad Tölz-Wolfratshausen,2749599.123746355,4433019.458203231,POINT (4433019.458203231 2749599.123746355),,very low
Geretsried,Landkreis Bad Tölz-Wolfratshausen,2751248.7132908218,4433089.96778572,POINT (4433089.96778572 2751248.7132908218),,very low
Geretsried,Landkreis Bad Tölz-Wolfratshausen,2749850.5124475686,4429710.216677732,POINT (4429710.216677732 2749850.5124475686),,very low
Geretsried,Landkreis Bad Tölz-Wolfratshausen,2748846.8343548067,4434413.324287885,POINT (4434413.324287885 2748846.8343548067),,very low
Geretsried,Landkreis Bad Tölz-Wolfratshausen,2753281.000658426,4429842.531502788,POINT (4429842.531502788 2753281.000658426),,very low
Geretsried,Landkreis Bad Tölz-Wolfratshausen,2753302.7482400793,4427164.937143405,POINT (4427164.937143405 2753302.7482400793),,very low
Neuried,Landkreis München,2774593.666889686,4429864.637678622,POINT (4429864.637678622 2774593.666889686),,very low
Neuried,Landkreis München,2773009.447267651,4431707.518855015,POINT (4431707.518855015 2773009.447267651),,very low
Garmisch-Partenkirchen,Landkreis Garmisch-Partenkirchen,2717224.847834978,4403210.527063937,POINT (4403210.527063937 2717224.847834978),,very low
Garmisch-Partenkirchen,Landkreis Garmisch-Partenkirchen,2715463.473007747,4402199.7145901015,POINT (4402199.7145901015 2715463.473007747),,very low
Garmisch-Partenkirchen,Landkreis Garmisch-Partenkirchen,2704502.8584369863,4407140.69957165,POINT (4407140.69957165 2704502.8584369863),,very low
Garmisch-Partenkirchen,Landkreis Garmisch-Partenkirchen,2709315.337222486,4392363.592083631,POINT (4392363.592083631 2709315.337222486),,very low
Garmisch-Partenkirchen,Landkreis Garmisch-Partenkirchen,2713512.114990024,4397144.154375655,POINT (4397144.154375655 2713512.114990024),,very low
Garmisch-Partenkirchen,Landkreis Garmisch-Partenkirchen,2713295.8636468686,4393828.595775184,POINT (4393828.595775184 2713295.8636468686),,very low
Garmisch-Partenkirchen,Landkreis Garmisch-Partenkirchen,2707960.5702078273,4407977.228972499,POINT (4407977.228972499 2707960.5702078273),,very low
Krün,Landkreis Garmisch-Partenkirchen,2711039.174064244,4402851.004116673,POINT (4402851.004116673 2711039.174064244),,very low
Krün,Landkreis Garmisch-Partenkirchen,2717128.697958328,4393491.570263356,POINT (4393491.570263356 2717128.697958328),,very low
Krün,Landkreis Garmisch-Partenkirchen,2704251.8475669823,4408370.723965824,POINT (4408370.723965824 2704251.8475669823),,very low
Krün,Landkreis Garmisch-Partenkirchen,2702015.918538816,4405849.694523489,POINT (4405849.694523489 2702015.918538816),,very low
Krün,Landkreis Garmisch-Partenkirchen,2711040.47959673,4409417.464261216,POINT (4409417.464261216 2711040.47959673),,very low
Krün,Landkreis Garmisch-Partenkirchen,2704274.781734434,4401271.527819534,POINT (4401271.527819534 2704274.781734434),,very low
Krün,Landkreis Garmisch-Partenkirchen,2711633.798557492,4405880.350340807,POINT (4405880.350340807 2711633.798557492),,very low
Uffing am Staffelsee,Landkreis Garmisch-Partenkirchen,2733946.7413883237,4406364.512778772,POINT (4406364.512778772 2733946.7413883237),,very low
Ohlstadt,Landkreis Garmisch-Partenkirchen,2723947.8154304675,4416303.547869626,POINT (4416303.547869626 2723947.8154304675),,very low
Oberammergau,Landkreis Garmisch-Partenkirchen,2720993.8976256778,4399457.461914753,POINT (4399457.461914753 2720993.8976256778),,very low
Oberau,Landkreis Garmisch-Partenkirchen,2715759.0013493877,4409951.135924522,POINT (4409951.135924522 2715759.0013493877),,very low
München,,2789825.26805248,4437033.215360247,POINT (4437033.215360247 2789825.26805248),,very low
München,,2790723.2958225925,4436362.097727173,POINT (4436362.097727173 2790723.2958225925),,very low
München,,2790117.2014722433,4436883.006356422,POINT (4436883.006356422 2790117.2014722433),,very low
München,,2791006.930594942,4436557.135760394,POINT (4436557.135760394 2791006.930594942),,very low
München,,2790258.154173892,4436726.007311315,POINT (4436726.007311315 2790258.154173892),,very low
München,,2791172.3815271407,4438602.131196266,POINT (4438602.131196266 2791172.3815271407),,very low
München,,2789700.7091435455,4437320.631447484,POINT (4437320.631447484 2789700.7091435455),,very low
München,,2790279.576541527,4438454.491008845,POINT (4438454.491008845 2790279.576541527),,very low
München,,2788962.921337983,4438041.686433702,POINT (4438041.686433702 2788962.921337983),,very low
München,,2791231.5218747407,4437299.421619702,POINT (4437299.421619702 2791231.5218747407),,very low
München,,2791215.859197102,4437792.367208887,POINT (4437792.367208887 2791215.859197102),,very low
Bernried am Starnberger See,Landkreis Weilheim-Schongau,2748898.525998483,4415952.922440435,POINT (4415952.922440435 2748898.525998483),,very low
Nürnberg,,2929091.709043263,4397156.7434476195,POINT (4397156.7434476195 2929091.709043263),,very low
Nürnberg,,2930264.4427606086,4397622.232654484,POINT (4397622.232654484 2930264.4427606086),,very low
Nürnberg,,2929348.4541645525,4397782.676374466,POINT (4397782.676374466 2929348.4541645525),,very low
Nürnberg,,2928782.9825467276,4397543.561374038,POINT (4397543.561374038 2928782.9825467276),,very low
Nürnberg,,2931813.981670806,4396424.967681102,POINT (4396424.967681102 2931813.981670806),,very low
Nürnberg,,2934353.771565044,4394793.697986066,POINT (4394793.697986066 2934353.771565044),,very low
Nürnberg,,2931506.8977373247,4395949.813976144,POINT (4395949.813976144 2931506.8977373247),,very low
Nürnberg,,2930999.8712856336,4396662.0113979895,POINT (4396662.0113979895 2930999.8712856336),,very low
Nürnberg,,2927287.5374880508,4399417.575869826,POINT (4399417.575869826 2927287.5374880508),,very low
Nürnberg,,2927719.683512133,4399216.379425786,POINT (4399216.379425786 2927719.683512133),,very low
Nürnberg,,2927273.117528905,4398923.725906418,POINT (4398923.725906418 2927273.117528905),,very low
Nürnberg,,2924520.5138714286,4394539.968920728,POINT (4394539.968920728 2924520.5138714286),,very low
Nürnberg,,2925348.2725889017,4393358.599898689,POINT (4393358.599898689 2925348.2725889017),,very low
Nürnberg,,2924992.25618051,4393064.775035632,POINT (4393064.775035632 2924992.25618051),,very low
Nürnberg,,2923119.087823183,4395481.3436972145,POINT (4395481.3436972145 2923119.087823183),,very low
Nürnberg,,2923177.3015501094,4395329.827126106,POINT (4395329.827126106 2923177.3015501094),,very low
Nürnberg,,2928170.535946447,4394577.111808721,POINT (4394577.111808721 2928170.535946447),,very low
Nürnberg,,2927391.885731365,4394443.789082853,POINT (4394443.789082853 2927391.885731365),,very low
Nürnberg,,2926536.1637675758,4395543.38278314,POINT (4395543.38278314 2926536.1637675758),,very low
Nürnberg,,2927968.863343527,4394366.980951826,POINT (4394366.980951826 2927968.863343527),,very low
Nürnberg,,2928173.413811311,4394598.969186636,POINT (4394598.969186636 2928173.413811311),,very low
Nürnberg,,2924928.174619766,4397928.540954544,POINT (4397928.540954544 2924928.174619766),,very low
Nürnberg,,2924049.882640262,4396807.686452905,POINT (4396807.686452905 2924049.882640262),,very low
Nürnberg,,2924232.4410558557,4395815.290933136,POINT (4395815.290933136 2924232.4410558557),,very low
Nürnberg,,2923468.9595684977,4399133.441776675,POINT (4399133.441776675 2923468.9595684977),,very low
Nürnberg,,2924316.840078958,4397100.992834304,POINT (4397100.992834304 2924316.840078958),,very low
Nürnberg,,2926030.8707168484,4397551.694551323,POINT (4397551.694551323 2926030.8707168484),,very low
Nürnberg,,2926478.8432376627,4397262.258360993,POINT (4397262.258360993 2926478.8432376627),,very low
Nürnberg,,2925588.1285998267,4396338.013415497,POINT (4396338.013415497 2925588.1285998267),,very low
Nürnberg,,2925710.5829110574,4396491.877816594,POINT (4396491.877816594 2925710.5829110574),,very low
Nürnberg,,2925004.914654732,4396414.084130288,POINT (4396414.084130288 2925004.914654732),,very low
Nürnberg,,2927669.0947940056,4397019.419630675,POINT (4397019.419630675 2927669.0947940056),,very low
Nürnberg,,2927285.244111735,4397867.462698869,POINT (4397867.462698869 2927285.244111735),,very low
Nürnberg,,2926837.7579524713,4397726.135094137,POINT (4397726.135094137 2926837.7579524713),,very low
Nürnberg,,2926944.3492245274,4398255.484371175,POINT (4398255.484371175 2926944.3492245274),,very low
Nürnberg,,2928511.4884603666,4394867.152644667,POINT (4394867.152644667 2928511.4884603666),,very low
Nürnberg,,2926844.819327087,4398065.877736686,POINT (4398065.877736686 2926844.819327087),,very low
Nürnberg,,2928451.921832899,4397042.602151833,POINT (4397042.602151833 2928451.921832899),,very low
Nürnberg,,2928386.982273406,4397278.472533768,POINT (4397278.472533768 2928386.982273406),,very low
Nürnberg,,2928220.3490609424,4398240.558060877,POINT (4398240.558060877 2928220.3490609424),,very low
Nürnberg,,2927655.097334802,4398202.200341406,POINT (4398202.200341406 2927655.097334802),,very low
Nürnberg,,2927777.472570949,4398477.041516505,POINT (4398477.041516505 2927777.472570949),,very low
Nürnberg,,2928468.0516487905,4398534.266216359,POINT (4398534.266216359 2928468.0516487905),,very low
Nürnberg,,2928363.2231791485,4399398.460919829,POINT (4399398.460919829 2928363.2231791485),,very low
Nürnberg,,2928335.1730527133,4399282.086440773,POINT (4399282.086440773 2928335.1730527133),,very low
Nürnberg,,2928510.0990172992,4399236.76766626,POINT (4399236.76766626 2928510.0990172992),,very low
Nürnberg,,2928923.103179391,4398632.689561097,POINT (4398632.689561097 2928923.103179391),,very low
Emmering,Landkreis Fürstenfeldbruck,2786780.4748918912,4417816.193657473,POINT (4417816.193657473 2786780.4748918912),,very low
Emmering,Landkreis Fürstenfeldbruck,2784919.9301061765,4417473.32603271,POINT (4417473.32603271 2784919.9301061765),,very low
Alling,Landkreis Fürstenfeldbruck,2781081.036920353,4415583.675525241,POINT (4415583.675525241 2781081.036920353),,very low
Türkenfeld,Landkreis Fürstenfeldbruck,2777841.397976377,4403551.111785612,POINT (4403551.111785612 2777841.397976377),,very low
Geltendorf,Landkreis Landsberg am Lech,2779174.8335553478,4398324.649715238,POINT (4398324.649715238 2779174.8335553478),,very low
Germering,Landkreis Fürstenfeldbruck,2781095.632354825,4423713.892194819,POINT (4423713.892194819 2781095.632354825),,very low
Germering,Landkreis Fürstenfeldbruck,2780405.1664982038,4421292.234616277,POINT (4421292.234616277 2780405.1664982038),,very low
Germering,Landkreis Fürstenfeldbruck,2779959.953723455,4422161.794788885,POINT (4422161.794788885 2779959.953723455),,very low
Germering,Landkreis Fürstenfeldbruck,2780345.8718861514,4419301.129055293,POINT (4419301.129055293 2780345.8718861514),,very low
Germering,Landkreis Fürstenfeldbruck,2781857.0618090075,4421716.647249427,POINT (4421716.647249427 2781857.0618090075),,very low
Germering,Landkreis Fürstenfeldbruck,2779604.394149627,4419774.37222754,POINT (4419774.37222754 2779604.394149627),,very low
Germering,Landkreis Fürstenfeldbruck,2780364.4123015185,4421863.609863452,POINT (4421863.609863452 2780364.4123015185),,very low
Germering,Landkreis Fürstenfeldbruck,2779847.2076992323,4423304.342673299,POINT (4423304.342673299 2779847.2076992323),,very low
Germering,Landkreis Fürstenfeldbruck,2782932.6899295235,4422920.105208853,POINT (4422920.105208853 2782932.6899295235),,very low
Germering,Landkreis Fürstenfeldbruck,2778935.2377061537,4421400.775265735,POINT (4421400.775265735 2778935.2377061537),,very low
Puchheim,Landkreis Fürstenfeldbruck,2782959.315350134,4420095.911852819,POINT (4420095.911852819 2782959.315350134),,very low
Puchheim,Landkreis Fürstenfeldbruck,2783578.831661324,4419671.059496918,POINT (4419671.059496918 2783578.831661324),,very low
Puchheim,Landkreis Fürstenfeldbruck,2783118.020746903,4420310.627743708,POINT (4420310.627743708 2783118.020746903),,very low
Puchheim,Landkreis Fürstenfeldbruck,2782494.7773439963,4419929.197734214,POINT (4419929.197734214 2782494.7773439963),,very low
Puchheim,Landkreis Fürstenfeldbruck,2785265.89219431,4421391.708169827,POINT (4421391.708169827 2785265.89219431),,very low
Mammendorf,Landkreis Fürstenfeldbruck,2786603.6685718554,4408294.329675703,POINT (4408294.329675703 2786603.6685718554),,very low
Schöngeising,Landkreis Fürstenfeldbruck,2779627.875841889,4409574.865535332,POINT (4409574.865535332 2779627.875841889),,very low
Gräfelfing,Landkreis München,2781008.570161669,4427292.207854448,POINT (4427292.207854448 2781008.570161669),,very low
Gräfelfing,Landkreis München,2779606.2250548364,4426132.433935374,POINT (4426132.433935374 2779606.2250548364),,very low
Gräfelfing,Landkreis München,2779557.5306636547,4425730.774171004,POINT (4425730.774171004 2779557.5306636547),,very low
Egenhofen,Landkreis Fürstenfeldbruck,2797894.9600604204,4408754.621539761,POINT (4408754.621539761 2797894.9600604204),,very low
Maisach,Landkreis Fürstenfeldbruck,2790254.224420373,4417089.853933554,POINT (4417089.853933554 2790254.224420373),,very low
Maisach,Landkreis Fürstenfeldbruck,2793686.9264986077,4413863.43494647,POINT (4413863.43494647 2793686.9264986077),,very low
Maisach,Landkreis Fürstenfeldbruck,2790360.8412255663,4416644.199138318,POINT (4416644.199138318 2790360.8412255663),,very low
Grafrath,Landkreis Fürstenfeldbruck,2782126.336848362,4406144.44460962,POINT (4406144.44460962 2782126.336848362),,very low
Fürstenfeldbruck,Landkreis Fürstenfeldbruck,2787092.9763470674,4413583.638636348,POINT (4413583.638636348 2787092.9763470674),,very low
Fürstenfeldbruck,Landkreis Fürstenfeldbruck,2786458.8525505736,4413591.619750125,POINT (4413591.619750125 2786458.8525505736),,very low
Fürstenfeldbruck,Landkreis Fürstenfeldbruck,2785468.867919196,4411154.517633277,POINT (4411154.517633277 2785468.867919196),,very low
Fürstenfeldbruck,Landkreis Fürstenfeldbruck,2782737.003723072,4413303.738275574,POINT (4413303.738275574 2782737.003723072),,very low
Fürstenfeldbruck,Landkreis Fürstenfeldbruck,2784121.82793976,4410590.265369036,POINT (4410590.265369036 2784121.82793976),,very low
Fürstenfeldbruck,Landkreis Fürstenfeldbruck,2783041.4481462413,4413231.768780179,POINT (4413231.768780179 2783041.4481462413),,very low
Fürstenfeldbruck,Landkreis Fürstenfeldbruck,2785239.493720875,4414031.328545191,POINT (4414031.328545191 2785239.493720875),,very low
Fürstenfeldbruck,Landkreis Fürstenfeldbruck,2784913.2675091242,4414535.372747404,POINT (4414535.372747404 2784913.2675091242),,very low
Fürstenfeldbruck,Landkreis Fürstenfeldbruck,2785662.9708298757,4409276.486107049,POINT (4409276.486107049 2785662.9708298757),,very low
Moorenweis,Landkreis Fürstenfeldbruck,2779376.0908383164,4400022.846205276,POINT (4400022.846205276 2779376.0908383164),,very low
Olching,Landkreis Fürstenfeldbruck,2791844.705587436,4422270.626754738,POINT (4422270.626754738 2791844.705587436),,very low
Olching,Landkreis Fürstenfeldbruck,2790565.674905817,4423814.735619782,POINT (4423814.735619782 2790565.674905817),,very low
Olching,Landkreis Fürstenfeldbruck,2789002.2055371683,4424409.317847239,POINT (4424409.317847239 2789002.2055371683),,very low
Olching,Landkreis Fürstenfeldbruck,2787908.827046159,4417762.846997159,POINT (4417762.846997159 2787908.827046159),,very low
Olching,Landkreis Fürstenfeldbruck,2787807.437581595,4420858.664630439,POINT (4420858.664630439 2787807.437581595),,very low
Olching,Landkreis Fürstenfeldbruck,2790201.344335394,4419102.5521260835,POINT (4419102.5521260835 2790201.344335394),,very low
Olching,Landkreis Fürstenfeldbruck,2788372.8140828004,4418365.342649935,POINT (4418365.342649935 2788372.8140828004),,very low
Gröbenzell,Landkreis Fürstenfeldbruck,2787548.640211963,4423360.816948517,POINT (4423360.816948517 2787548.640211963),,very low
Gröbenzell,Landkreis Fürstenfeldbruck,2786681.687360341,4423360.550405938,POINT (4423360.550405938 2786681.687360341),,very low
Gröbenzell,Landkreis Fürstenfeldbruck,2788884.7606491265,4422873.487117112,POINT (4422873.487117112 2788884.7606491265),,very low
Gröbenzell,Landkreis Fürstenfeldbruck,2786936.5006442526,4422580.021937887,POINT (4422580.021937887 2786936.5006442526),,very low
Gröbenzell,Landkreis Fürstenfeldbruck,2788745.1350590964,4423668.177057894,POINT (4423668.177057894 2788745.1350590964),,very low
Eichenau,Landkreis Fürstenfeldbruck,2785189.0923601342,4419648.750904638,POINT (4419648.750904638 2785189.0923601342),,very low
Eichenau,Landkreis Fürstenfeldbruck,2783994.325567129,4417866.1502103405,POINT (4417866.1502103405 2783994.325567129),,very low
Eichenau,Landkreis Fürstenfeldbruck,2783803.709649112,4418197.578189714,POINT (4418197.578189714 2783803.709649112),,very low
Wörthsee,Landkreis Starnberg,2773384.951257337,4409584.199451567,POINT (4409584.199451567 2773384.951257337),,very low
Feldafing,Landkreis Starnberg,2762114.0147416866,4416126.235206757,POINT (4416126.235206757 2762114.0147416866),,very low
Krailling,Landkreis Starnberg,2776110.8992435886,4422014.43317619,POINT (4422014.43317619 2776110.8992435886),,very low
Krailling,Landkreis Starnberg,2778288.237404135,4424933.958237043,POINT (4424933.958237043 2778288.237404135),,very low
Krailling,Landkreis Starnberg,2776371.3486872185,4422570.513078162,POINT (4422570.513078162 2776371.3486872185),,very low
Krailling,Landkreis Starnberg,2777912.6532057673,4425728.812457027,POINT (4425728.812457027 2777912.6532057673),,very low
Krailling,Landkreis Starnberg,2778067.4837716264,4428299.483542355,POINT (4428299.483542355 2778067.4837716264),,very low
Planegg,Landkreis München,2776650.642817846,4428073.328195035,POINT (4428073.328195035 2776650.642817846),,very low
Planegg,Landkreis München,2778935.8599610184,4429066.842474732,POINT (4429066.842474732 2778935.8599610184),,very low
Planegg,Landkreis München,2778901.0658774204,4425046.072831768,POINT (4425046.072831768 2778901.0658774204),,very low
Planegg,Landkreis München,2777556.190734796,4426434.133829246,POINT (4426434.133829246 2777556.190734796),,very low
Planegg,Landkreis München,2776734.7641165857,4422711.391763428,POINT (4422711.391763428 2776734.7641165857),,very low
Starnberg,Landkreis Starnberg,2766895.369867647,4415967.123289738,POINT (4415967.123289738 2766895.369867647),,very low
Starnberg,Landkreis Starnberg,2764935.689441619,4416394.042110367,POINT (4416394.042110367 2764935.689441619),,very low
Starnberg,Landkreis Starnberg,2767539.9671705174,4426617.067466638,POINT (4426617.067466638 2767539.9671705174),,very low
Starnberg,Landkreis Starnberg,2767902.9641566905,4422399.854343926,POINT (4422399.854343926 2767902.9641566905),,very low
Starnberg,Landkreis Starnberg,2768157.6716627413,4422558.356034742,POINT (4422558.356034742 2768157.6716627413),,very low
Starnberg,Landkreis Starnberg,2765794.51425792,4418439.891125211,POINT (4418439.891125211 2765794.51425792),,very low
Andechs,Landkreis Starnberg,2762927.2194687854,4408589.715501034,POINT (4408589.715501034 2762927.2194687854),,very low
Tutzing,Landkreis Starnberg,2755679.8260928052,4414215.16581461,POINT (4414215.16581461 2755679.8260928052),,very low
Tutzing,Landkreis Starnberg,2758460.371151794,4414876.1323798,POINT (4414876.1323798 2758460.371151794),,very low
Inning am Ammersee,Landkreis Starnberg,2777382.820411172,4406248.987620672,POINT (4406248.987620672 2777382.820411172),,very low
Gauting,Landkreis Starnberg,2774844.7997670956,4424469.249188415,POINT (4424469.249188415 2774844.7997670956),,very low
Gauting,Landkreis Starnberg,2771259.542517606,4418524.452953006,POINT (4418524.452953006 2771259.542517606),,very low
Gauting,Landkreis Starnberg,2774313.9293057267,4425021.481408535,POINT (4425021.481408535 2774313.9293057267),,very low
Gauting,Landkreis Starnberg,2772834.598658154,4422368.366067081,POINT (4422368.366067081 2772834.598658154),,very low
Gauting,Landkreis Starnberg,2774194.995194445,4417789.112465549,POINT (4417789.112465549 2774194.995194445),,very low
Neuried,Landkreis München,2772730.513537966,4418100.580034048,POINT (4418100.580034048 2772730.513537966),,very low
Neuried,Landkreis München,2773443.643421699,4425586.52308043,POINT (4425586.52308043 2773443.643421699),,very low
Neuried,Landkreis München,2775038.405251582,4423992.796121273,POINT (4423992.796121273 2775038.405251582),,very low
Neuried,Landkreis München,2771817.6756389714,4423876.257559215,POINT (4423876.257559215 2771817.6756389714),,very low
Neuried,Landkreis München,2770842.536159884,4426459.349319812,POINT (4426459.349319812 2770842.536159884),,very low
Seefeld,Landkreis Starnberg,2767870.476523439,4409215.158196545,POINT (4409215.158196545 2767870.476523439),,very low
Seefeld,Landkreis Starnberg,2769672.5562159815,4412800.929007513,POINT (4412800.929007513 2769672.5562159815),,very low
Weßling,Landkreis Starnberg,2772031.80123666,4415069.256890613,POINT (4415069.256890613 2772031.80123666),,very low
Herrsching am Ammersee,Landkreis Starnberg,2765049.627057056,4405927.709225045,POINT (4405927.709225045 2765049.627057056),,very low
Herrsching am Ammersee,Landkreis Starnberg,2766791.4838066124,4406048.504099509,POINT (4406048.504099509 2766791.4838066124),,very low
Herrsching am Ammersee,Landkreis Starnberg,2766276.836894859,4407044.705590124,POINT (4407044.705590124 2766276.836894859),,very low
Berg,Landkreis Starnberg,2760450.8517396348,4420208.051084524,POINT (4420208.051084524 2760450.8517396348),,very low
Berg,Landkreis Starnberg,2763231.88476724,4423235.184611477,POINT (4423235.184611477 2763231.88476724),,very low
Gilching,Landkreis Starnberg,2778905.42189075,4415978.308291713,POINT (4415978.308291713 2778905.42189075),,very low
Gilching,Landkreis Starnberg,2780536.8635776574,4413550.643559852,POINT (4413550.643559852 2780536.8635776574),,very low
Gilching,Landkreis Starnberg,2777444.6386713474,4419502.937383838,POINT (4419502.937383838 2777444.6386713474),,very low
Gilching,Landkreis Starnberg,2777647.8054724867,4413765.8232916845,POINT (4413765.8232916845 2777647.8054724867),,very low
Gilching,Landkreis Starnberg,2777118.854291496,4413463.169740414,POINT (4413463.169740414 2777118.854291496),,very low
Pöcking,Landkreis Starnberg,2764005.5382104833,4419505.643839712,POINT (4419505.643839712 2764005.5382104833),,very low
München,,2783775.1749490523,4438005.643321894,POINT (4438005.643321894 2783775.1749490523),,very low
München,,2783505.9522342896,4438007.119912346,POINT (4438007.119912346 2783505.9522342896),,very low
München,,2783317.4784681736,4438424.616311886,POINT (4438424.616311886 2783317.4784681736),,very low
München,,2783076.34967094,4438410.953063703,POINT (4438410.953063703 2783076.34967094),,very low
München,,2786850.969052313,4435511.329623535,POINT (4435511.329623535 2786850.969052313),,very low
München,,2787220.548158471,4432864.182919296,POINT (4432864.182919296 2787220.548158471),,very low
München,,2786778.9751194264,4434020.020538364,POINT (4434020.020538364 2786778.9751194264),,very low
München,,2786927.192843343,4433873.384201342,POINT (4433873.384201342 2786927.192843343),,very low
München,,2783528.8678550203,4424382.491900362,POINT (4424382.491900362 2783528.8678550203),,very low
München,,2785723.319938233,4425334.8251856435,POINT (4425334.8251856435 2785723.319938233),,very low
München,,2787879.971327977,4427084.951204866,POINT (4427084.951204866 2787879.971327977),,very low
München,,2785137.756195035,4424085.132780335,POINT (4424085.132780335 2785137.756195035),,very low
München,,2788298.4422906903,4425595.837999357,POINT (4425595.837999357 2788298.4422906903),,very low
München,,2783300.4397277283,4443127.956192263,POINT (4443127.956192263 2783300.4397277283),,very low
München,,2784474.1752311164,4442860.833038457,POINT (4442860.833038457 2784474.1752311164),,very low
München,,2783116.8648603247,4443103.346637706,POINT (4443103.346637706 2783116.8648603247),,very low
München,,2784773.8097987394,4442664.329738417,POINT (4442664.329738417 2784773.8097987394),,very low
München,,2784320.426087404,4442953.492609836,POINT (4442953.492609836 2784320.426087404),,very low
München,,2783734.3703888096,4442753.102106661,POINT (4442753.102106661 2783734.3703888096),,very low
München,,2778057.4673052495,4432499.298943011,POINT (4432499.298943011 2778057.4673052495),,very low
München,,2778503.088045583,4431621.528623133,POINT (4431621.528623133 2778503.088045583),,very low
München,,2777477.218112639,4431327.022597032,POINT (4431327.022597032 2777477.218112639),,very low
München,,2778745.7188912225,4430173.936059934,POINT (4430173.936059934 2778745.7188912225),,very low
München,,2779405.4958079644,4433767.683716716,POINT (4433767.683716716 2779405.4958079644),,very low
München,,2778873.2608966823,4430568.666290636,POINT (4430568.666290636 2778873.2608966823),,very low
München,,2777605.0044657732,4432144.925036097,POINT (4432144.925036097 2777605.0044657732),,very low
München,,2778913.351154472,4441007.940341643,POINT (4441007.940341643 2778913.351154472),,very low
München,,2779317.707312638,4440790.107296487,POINT (4440790.107296487 2779317.707312638),,very low
München,,2780995.4044120945,4439236.701557824,POINT (4439236.701557824 2780995.4044120945),,very low
München,,2780571.879416787,4439208.208540019,POINT (4439208.208540019 2780571.879416787),,very low
München,,2779191.1212991346,4441460.353046515,POINT (4441460.353046515 2779191.1212991346),,very low
München,,2776277.894150139,4443886.203520877,POINT (4443886.203520877 2776277.894150139),,very low
München,,2775706.7179702977,4444029.907895083,POINT (4444029.907895083 2775706.7179702977),,very low
München,,2776104.74572831,4446067.951877748,POINT (4446067.951877748 2776104.74572831),,very low
München,,2777228.624474457,4445661.663371465,POINT (4445661.663371465 2777228.624474457),,very low
München,,2776392.9184900583,4444452.969192008,POINT (4444452.969192008 2776392.9184900583),,very low
München,,2777337.759157215,4444908.572879957,POINT (4444908.572879957 2777337.759157215),,very low
München,,2777554.7461623126,4440006.159510638,POINT (4440006.159510638 2777554.7461623126),,very low
München,,2777577.765051161,4439909.268019297,POINT (4439909.268019297 2777577.765051161),,very low
München,,2777306.5504180444,4441110.735869836,POINT (4441110.735869836 2777306.5504180444),,very low
München,,2778864.9410314434,4441088.169035829,POINT (4441088.169035829 2778864.9410314434),,very low
München,,2777090.870362799,4440972.619854469,POINT (4440972.619854469 2777090.870362799),,very low
München,,2777187.6181127047,4440788.056190193,POINT (4440788.056190193 2777187.6181127047),,very low
München,,2776627.0441118185,4440214.156568415,POINT (4440214.156568415 2776627.0441118185),,very low
München,,2782892.2639662195,4430592.503206617,POINT (4430592.503206617 2782892.2639662195),,very low
München,,2783718.640602614,4427052.000376914,POINT (4427052.000376914 2783718.640602614),,very low
München,,2785077.51569579,4427094.281399618,POINT (4427094.281399618 2785077.51569579),,very low
München,,2784314.843691974,4426272.325412789,POINT (4426272.325412789 2784314.843691974),,very low
München,,2784384.223136164,4427822.408036541,POINT (4427822.408036541 2784384.223136164),,very low
München,,2784401.724984898,4428936.344844389,POINT (4428936.344844389 2784401.724984898),,very low
München,,2784934.318163384,4426995.292438401,POINT (4426995.292438401 2784934.318163384),,very low
München,,2781679.5476129237,4440191.797656175,POINT (4440191.797656175 2781679.5476129237),,very low
München,,2781379.572814673,4440226.132978721,POINT (4440226.132978721 2781379.572814673),,very low
München,,2782829.460269004,4440403.282491182,POINT (4440403.282491182 2782829.460269004),,very low
