ort,landkreis,latitude,longitude
München,,2778430.051758333,4430517.457370277
München,,2779289.9270675224,4433447.698176941
München,,2778810.145003639,4430953.783961336
München,,2779738.05933562,4433340.518853448
München,,2778608.2842242117,4433264.265227457
München,,2779085.711631018,4441119.737951597
München,,2778951.2139762673,4441036.557134276
München,,2780361.3437807937,4439769.2359539615
München,,2780585.3056544634,4439556.54442657
München,,2780370.993676356,4439392.682903043
München,,2776139.5112651545,4445791.499944383
München,,2776728.4169200677,4443815.1696143085
München,,2776797.8169593443,4445249.861032188
München,,2777097.3926300234,4445928.239740013
München,,2777094.885061225,4445082.50883135
München,,2776758.0207122997,4445973.613344016
München,,2776262.5325087276,4439875.059869756
München,,2777035.646331134,4439780.641613064
München,,2776147.5715312185,4440978.40716509
München,,2776958.0455040126,4440488.624499609
München,,2776874.233412337,4439370.274487924
München,,2778383.8925484614,4440885.541463439
München,,2777656.2626968385,4439880.586374501
München,,2783594.002117099,4426266.10578712
München,,2784910.7341403915,4428143.422329847
München,,2784484.884929238,4426873.137320603
München,,2783605.187046522,4429743.016471285
München,,2783376.5978777898,4428268.112581526
München,,2783435.239813112,4431209.06158586
München,,2784037.107260655,4426917.730182211
München,,2781470.3022190365,4440110.351750116
München,,2781536.166470503,4439753.092971193
München,,2781974.157428684,4440321.49619667
München,,2780255.2407633997,4434751.486899372
München,,2780235.138283602,4434639.086209008
München,,2780065.1048345757,4434438.041536049
München,,2779673.878410891,4435246.087170291
München,,2780847.1592453844,4435187.710377359
München,,2780250.2248586626,4435869.300471767
München,,2780340.5006881636,4435864.630284054
München,,2778632.2013933584,4443626.382756071
München,,2779076.8116450002,4442823.2253720015
München,,2779339.676756988,4443256.30210688
München,,2778956.0364909316,4443331.095958636
München,,2778109.6205306514,4444305.975395141
München,,2779195.2480378523,4442300.349171313
München,,2778198.7562551904,4434416.937709888
München,,2776944.0051119486,4433691.301814377
München,,2777344.0962243467,4434696.392402524
München,,2776391.7965599424,4436001.241610937
München,,2777064.4769951547,4435691.254433191
München,,2777527.63250261,4433557.121886631
München,,2781455.0773592154,4445311.559187203
München,,2782462.7950148913,4447011.926143725
München,,2781046.201096203,4445103.046458563
München,,2780806.2117567766,4448545.895319806
München,,2781720.558500357,4448769.771728343
München,,2780496.0215839082,4446301.993306315
München,,2778568.218103832,4439492.063837671
München,,2778853.5928308954,4440435.503981629
München,,2778879.9702581824,4440290.755759072
München,,2778910.605110174,4438377.592247471
München,,2778618.720937997,4439408.077876441
München,,2778936.1103094346,4440110.406155075
München,,2778346.992748472,4439086.488863509
München,,2778644.7618500604,4434433.281245997
München,,2778762.3845143314,4434613.203610503
München,,2778604.7770882514,4435480.5966887
München,,2778834.2572815283,4434998.472540784
München,,2777897.9138104063,4434959.365226628
München,,2778446.5219631754,4435119.86774013
München,,2786700.4688129094,4445437.329213192
München,,2785354.2779371897,4443898.287323725
München,,2785363.7395115243,4443535.276885988
München,,2786593.1055907174,4444795.477020902
München,,2776352.9496640256,4437699.357294348
München,,2774137.339081684,4436248.439026351
München,,2776208.9511290397,4438061.160961468
München,,2780316.669369774,4440350.254893799
München,,2780049.7076211246,4442481.988525878
München,,2779728.758189032,4442926.042121759
München,,2779553.6966278153,4441592.951587549
München,,2780142.981100479,4442492.216737972
München,,2776374.6066492153,4433187.020973141
München,,2775659.173215332,4433345.19417665
München,,2776019.5190086653,4433613.866795759
München,,2775821.5987644605,4433346.628833384
München,,2782153.0689837313,4429975.786154319
München,,2782224.208759135,4431171.983326366
München,,2781389.3343465547,4430865.964624749
München,,2782157.371018921,4429976.926054692
München,,2782572.6086318614,4431176.643967208
München,,2782983.8390323934,4428840.679867993
München,,2780738.7968454356,4444215.895485643
München,,2779696.8676399323,4443809.434461895
München,,2779840.400462789,4444424.413717565
München,,2780335.721080558,4445324.1894053845
München,,2780083.1639169953,4446424.956884039
München,,2779383.060031277,4443566.240275439
München,,2779097.781470201,4444234.956062266
München,,2785765.464575928,4430624.686925391
München,,2784643.6273531043,4429282.50593265
München,,2784315.409810786,4430696.815786942
München,,2784810.595799181,4430084.150353228
München,,2783248.8803776545,4441761.555944528
München,,2784248.485230424,4441267.893402899
München,,2783847.245717256,4441564.267501022
München,,2784172.688839895,4441785.55590521
München,,2779569.3921116814,4430634.303132654
München,,2779100.505002316,4431181.563731631
München,,2779430.9675488933,4430427.102715897
München,,2779878.859495142,4431132.595671472
München,,2779559.7211301024,4431206.710883976
München,,2779550.5234905016,4430462.411365234
München,,2777401.178543203,4442774.732859639
München,,2776742.1253713765,4442370.716159382
München,,2777567.9837864493,4442359.843521016
München,,2777925.8683123095,4444318.895582714
München,,2777745.1977276043,4443869.392615882
München,,2776762.6015282506,4442792.127279518
München,,2777991.4302286105,4441951.035905216
München,,2776486.3522128714,4442733.098573039
München,,2783614.4146737745,4437825.6570233125
München,,2783992.9184424067,4437529.389586923
München,,2783415.0253321156,4437736.4339447105
München,,2774814.8526850175,4431843.586846099
München,,2775685.1578472974,4430739.064043319
München,,2774932.1814310593,4431627.9368392965
München,,2775791.088145454,4431813.45624331
München,,2788539.7266021147,4436879.702438596
München,,2788745.170171697,4435957.028873672
München,,2787918.7586559276,4437261.801588613
München,,2779736.024209401,4439937.406080393
München,,2779770.0399945825,4438504.471753715
München,,2779984.0461867545,4439370.712040867
München,,2779705.121361553,4438701.918974222
München,,2779248.0967579805,4439739.356655047
München,,2779845.7156335823,4440068.892121596
München,,2780218.7392363995,4438696.782530873
Karlskron,Landkreis Neuburg-Schrobenhausen,2843564.1160240346,4427533.879708447
München,,2777248.654470645,4438795.692282066
München,,2777359.2929987586,4438312.244179808
München,,2777691.9247376868,4438877.656369238
München,,2777381.632810551,4438472.742274385
München,,2776578.485451092,4438580.814692901
Hohenlinden,Landkreis Ebersberg,2781914.2761975992,4469764.134395777
München,,2780362.827268787,4442484.136186159
München,,2780605.8201803374,4443391.396316084
München,,2780327.21360327,4442627.991506316
München,,2781172.0303634256,4442866.9048798485
München,,2780313.289887994,4442863.037465476
München,,2780577.17191692,4442904.482516728
München,,2778068.7552923257,4435906.534106169
München,,2778323.2447040295,4436259.989792492
München,,2778962.000138185,4436303.187915247
München,,2778940.8499687077,4436414.297661618
München,,2778258.86394776,4436462.12277149
München,,2779477.037977351,4436845.144835054
München,,2782699.46546315,4441044.691562968
München,,2782581.0848517944,4440917.489541614
Ebersberg,Landkreis Ebersberg,2779487.5388588794,4467874.08811661
Ebersberg,Landkreis Ebersberg,2777138.316092561,4465498.523489124
Ebersberg,Landkreis Ebersberg,2779751.660803403,4469388.254351524
Pliening,Landkreis Ebersberg,2791135.976706805,4453986.80741093
München,,2781290.149763709,4428648.392420495
München,,2782870.156321464,4428384.40476764
München,,2783282.6132394928,4427444.767026682
München,,2782783.4961916315,4428404.085767755
München,,2783094.6852163947,4426846.478309602
Bruck,Landkreis Ebersberg,2769147.8979106443,4462482.5826017205
Bruck,Landkreis Ebersberg,2768538.648694611,4467886.250786646
Bruck,Landkreis Ebersberg,2772004.127713193,4466062.098357292
Bruck,Landkreis Ebersberg,2771564.5112018837,4467930.777079724
Grafing bei München,Landkreis Ebersberg,2773379.80236955,4467478.941282299
Grafing bei München,Landkreis Ebersberg,2770296.430210487,4464312.620601167
Grafing bei München,Landkreis Ebersberg,2771947.5962191964,4465076.206810889
Grafing bei München,Landkreis Ebersberg,2773057.916083535,4467849.050055769
Zorneding,Landkreis Ebersberg,2772788.23792068,4457489.964270466
Zorneding,Landkreis Ebersberg,2775764.878847637,4457093.822931134
Oberpframmern,Landkreis Ebersberg,2770754.373091991,4454395.48550481
Baiern,Landkreis Ebersberg,2761508.559963668,4462816.520233564
Baiern,Landkreis Ebersberg,2761104.6002378473,4463828.101849945
Glonn,Landkreis Ebersberg,2762744.872995472,4465007.74986417
Glonn,Landkreis Ebersberg,2768372.7797551258,4461200.8553948095
München,,2779498.106461548,4446581.768716679
München,,2778381.58046457,4445916.803211952
München,,2777751.4235083456,4446041.901908717
München,,2778513.0236478425,4447350.50766208
München,,2778635.346038029,4448284.407241094
München,,2778966.661837576,4447210.163656174
Erding,Landkreis Erding,2802213.7788555087,4461224.243670032
Erding,Landkreis Erding,2796043.0999023234,4464732.041409611
Erding,Landkreis Erding,2796983.9873223267,4464022.425365637
Erding,Landkreis Erding,2800837.3269443135,4464681.865770559
Erding,Landkreis Erding,2798409.9338940578,4460999.7649243185
Erding,Landkreis Erding,2796773.2099280083,4461216.856331177
Erding,Landkreis Erding,2807075.460317289,4462231.912126458
Erding,Landkreis Erding,2797023.457339489,4463036.074618825
Erding,Landkreis Erding,2797242.152063698,4465083.125792272
Wörth,Landkreis Erding,2794117.4110751,4460710.337408322
Pastetten,Landkreis Erding,2790603.684091824,4467399.514575684
Berglern,Landkreis Erding,2810749.581871679,4462618.581918408
München,,2773891.2119659926,4434356.548472563
München,,2776341.141483845,4435222.213094842
München,,2775628.503996863,4435365.708078029
München,,2774708.517813256,4434312.949905843
Neuching,Landkreis Erding,2795378.589215037,4457968.21542875
Walpertskirchen,Landkreis Erding,2795869.893875969,4466100.0801894665
Moosinning,Landkreis Erding,2797781.889975544,4455905.407472163
Wartenberg,Landkreis Erding,2811814.927378221,4469932.9582634475
Finsing,Landkreis Erding,2794774.93089455,4452878.747036541
Hebertshausen,Landkreis Dachau,2795117.64979692,4435592.101129539
Hebertshausen,Landkreis Dachau,2794180.7028524345,4436582.711569178
Hebertshausen,Landkreis Dachau,2794773.5673252535,4434294.826635276
Oberschleißheim,Landkreis München,2792973.63087632,4435037.438958917
Oberschleißheim,Landkreis München,2797354.1078055226,4439919.473904003
Oberschleißheim,Landkreis München,2792033.8326149993,4439623.973730816
Buxheim,Landkreis Eichstätt,2858172.9563954454,4413851.945304513
Apfeltrach,Landkreis Unterallgäu,2762955.7141947583,4357987.957500909
Dirlewang,Landkreis Unterallgäu,2768404.361410952,4358971.254653175
Kaltental,Landkreis Ostallgäu,2756238.528935933,4379179.118719551
Osterzell,Landkreis Ostallgäu,2753328.3958771937,4377811.244218339
Rettenbach a.Auerberg,Landkreis Ostallgäu,2739439.728579175,4373809.318250504
Stötten a.Auerberg,Landkreis Ostallgäu,2737028.6947110198,4373144.41117636
Aitrang,Landkreis Ostallgäu,2745975.051675763,4359157.492675928
Kraftisried,Landkreis Ostallgäu,2741562.3705249205,4360991.5802972065
Unterthingau,Landkreis Ostallgäu,2742547.2250671173,4355665.745709021
Günzach,Landkreis Ostallgäu,2743561.518085105,4354032.270310193
Günzach,Landkreis Ostallgäu,2752608.737260905,4356850.917231725
Obergünzburg,Landkreis Ostallgäu,2752773.3674196303,4355646.031410455
Obergünzburg,Landkreis Ostallgäu,2744492.7919457005,4356015.08190792
Eisenberg,Landkreis Ostallgäu,2724465.031614877,4364247.854151769
Seeg,Landkreis Ostallgäu,2727652.265168866,4368373.4780869745
Marktoberdorf,Landkreis Ostallgäu,2731558.015516755,4362145.503810341
Marktoberdorf,Landkreis Ostallgäu,2740855.1339158393,4367937.636039161
Marktoberdorf,Landkreis Ostallgäu,2739102.9972745255,4362449.079643831
Marktoberdorf,Landkreis Ostallgäu,2735232.634574522,4363370.591019578
Marktoberdorf,Landkreis Ostallgäu,2736096.5140191107,4362287.36861303
Wald,Landkreis Ostallgäu,2739475.1827020985,4362809.479539012
Wald,Landkreis Ostallgäu,2736137.701283521,4369552.088883595
Wald,Landkreis Ostallgäu,2731624.990971102,4369480.328961123
Wald,Landkreis Ostallgäu,2740200.8998507457,4369811.69261311
Wald,Landkreis Ostallgäu,2740636.0101924427,4370574.755010004
Bergkirchen,Landkreis Dachau,2791928.7522700676,4420707.822396332
Bergkirchen,Landkreis Dachau,2796446.6117262826,4419699.479215964
Nürnberg,,2927405.1558021693,4401028.219094597
Nürnberg,,2927245.314818159,4400899.7495809235
Altomünster,Landkreis Dachau,2812155.9777816273,4415452.096920984
Altomünster,Landkreis Dachau,2811491.467278445,4418283.025225603
Odelzhausen,Landkreis Dachau,2800624.5954296775,4404685.684975059
Odelzhausen,Landkreis Dachau,2799239.798745043,4405172.533236671
Pfaffenhofen an der Glonn,Landkreis Dachau,2801138.9175694357,4412803.374868646
Pfaffenhofen an der Glonn,Landkreis Dachau,2797731.2345549166,4411446.742540334
Haimhausen,Landkreis Dachau,2802692.237391945,4436176.082825477
Röhrmoos,Landkreis Dachau,2801518.018074901,4425877.231316232
Röhrmoos,Landkreis Dachau,2804320.17906063,4428666.981088809
Petershausen,Landkreis Dachau,2810026.8443154395,4431403.238427917
Petershausen,Landkreis Dachau,2808259.1535112443,4432110.779064536
Schwabhausen,Landkreis Dachau,2800050.801405433,4421257.935318374
Schwabhausen,Landkreis Dachau,2801151.654498164,4421310.911189973
Nürnberg,,2927092.2757410277,4400649.005729289
Nürnberg,,2927922.562496925,4400685.679913531
Nürnberg,,2928652.4243236543,4400606.97458507
Nürnberg,,2927371.593209123,4400222.285148064
Nürnberg,,2928171.5836883425,4400939.032106781
Nürnberg,,2927628.6752774897,4399985.495127167
Weichs,Landkreis Dachau,2806010.9996285997,4426033.717148707
Vierkirchen,Landkreis Dachau,2807385.710626205,4432172.701403596
Markt Indersdorf,Landkreis Dachau,2807524.0588586,4417409.812269726
Markt Indersdorf,Landkreis Dachau,2811593.246967868,4424103.298694361
Markt Indersdorf,Landkreis Dachau,2806245.3156127376,4419583.0576091185
Erdweg,Landkreis Dachau,2802740.9412101405,4419232.222780444
Nürnberg,,2929410.619166714,4400849.326645162
Nürnberg,,2929189.8855407448,4399605.142669004
Nürnberg,,2928603.7177321366,4400182.795770882
Nürnberg,,2929302.4252869044,4400825.522718542
Nürnberg,,2932556.206537567,4398243.247179281
Nürnberg,,2931655.7870567637,4400862.416738829
Nürnberg,,2933176.585472469,4401655.421515158
Nürnberg,,2931821.4720988334,4401280.855128073
Pörnbach,Landkreis Pfaffenhofen an der Ilm,2837435.3306565736,4429150.6738649495
Schweitenkirchen,Landkreis Pfaffenhofen an der Ilm,2820592.399268043,4437615.3110727435
Hettenshausen,Landkreis Pfaffenhofen an der Ilm,2827462.3770666085,4426272.583056015
Hettenshausen,Landkreis Pfaffenhofen an der Ilm,2824450.6584740328,4435179.485972177
Hettenshausen,Landkreis Pfaffenhofen an der Ilm,2827198.789635725,4436272.966427924
Hettenshausen,Landkreis Pfaffenhofen an der Ilm,2825997.1387605453,4433995.540633516
Hettenshausen,Landkreis Pfaffenhofen an der Ilm,2827908.599469527,4424463.764866538
Hettenshausen,Landkreis Pfaffenhofen an der Ilm,2827226.4421267323,4434348.268391748
Hettenshausen,Landkreis Pfaffenhofen an der Ilm,2825226.515917723,4431624.688133711
Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,2825224.2272065366,4432952.287598466
Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,2829039.483944735,4426251.652467865
Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,2829312.8931911783,4430980.540529551
Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,2830354.9384344476,4427874.955325659
Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,2827238.0476424396,4436502.736487619
Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,2824139.7767648227,4434722.934547311
Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,2825548.404847716,4437409.193697527
Vohburg an der Donau,Landkreis Pfaffenhofen an der Ilm,2856179.524819446,4441740.546925795
Vohburg an der Donau,Landkreis Pfaffenhofen an der Ilm,2850691.725732732,4438807.261008294
Geisenfeld,Landkreis Pfaffenhofen an der Ilm,2845989.4294843,4441383.510920304
Geisenfeld,Landkreis Pfaffenhofen an der Ilm,2841337.966809363,4439546.178490926
Geisenfeld,Landkreis Pfaffenhofen an der Ilm,2842731.278231191,4436190.2289025625
Manching,Landkreis Pfaffenhofen an der Ilm,2847553.9479763326,4431773.655868236
Manching,Landkreis Pfaffenhofen an der Ilm,2843894.308288756,4432020.841635462
Manching,Landkreis Pfaffenhofen an der Ilm,2845156.721030547,4429447.345259065
Freising,Landkreis Freising,2811226.0183483018,4445688.155191721
Freising,Landkreis Freising,2809948.2305157837,4447811.243424645
Freising,Landkreis Freising,2815424.1230273824,4450013.580997246
Freising,Landkreis Freising,2805232.2783441427,4447532.099597416
Freising,Landkreis Freising,2808417.4099894552,4443565.599620439
Freising,Landkreis Freising,2811556.819273164,4449446.611006605
Freising,Landkreis Freising,2810569.0734543805,4448339.702007569
Nandlstadt,Landkreis Freising,2824608.7802314097,4451773.397566755
Zolling,Landkreis Freising,2818502.161285914,4446841.889054538
Marzling,Landkreis Freising,2812700.6260061204,4455602.649129085
Haag an der Amper,Landkreis Freising,2817221.507988024,4456453.754365162
Nürnberg,,2930776.818678489,4403707.90225514
Nürnberg,,2928840.00781513,4402075.705472405
Nürnberg,,2929397.0746652964,4401965.870782934
Nürnberg,,2929565.356201663,4404836.92997017
Nürnberg,,2928500.554905582,4402527.661672063
Nürnberg,,2928778.911335977,4401202.855130032
Freising,Landkreis Freising,2814544.057710613,4451975.700117533
Freising,Landkreis Freising,2805909.016915227,4453371.097737987
Freising,Landkreis Freising,2811969.437574284,4451900.055765782
Freising,Landkreis Freising,2813199.984099021,4450439.099268483
Freising,Landkreis Freising,2807029.120969719,4450151.172041246
Langenbach,Landkreis Freising,2813143.2323100055,4459238.43403371
Hallbergmoos,Landkreis Freising,2798967.583132811,4448651.870319908
Hallbergmoos,Landkreis Freising,2805435.252616001,4449825.282247651
Hallbergmoos,Landkreis Freising,2800385.1891751867,4448035.352809753
Hohenkammer,Landkreis Freising,2811274.038349506,4433275.649997693
Kranzberg,Landkreis Freising,2813325.6022745697,4445960.122547216
Allershausen,Landkreis Freising,2815072.732382758,4440244.096693401
Nürnberg,,2927140.9342877655,4403478.20344392
Nürnberg,,2924852.386686335,4403445.074767596
Nürnberg,,2926743.1461016755,4404223.072878049
Nürnberg,,2927133.144623379,4402803.1547181485
Nürnberg,,2926754.770554937,4402295.293631523
Nürnberg,,2928954.4375239103,4406245.20286071
Nürnberg,,2928268.762369761,4403665.777904043
Nürnberg,,2928279.6681737513,4403819.757226116
Nürnberg,,2928574.3886434617,4404239.159370307
München,,2782004.956721991,4432847.737701106
München,,2781961.9063578695,4432404.7769566225
München,,2781861.6204339648,4433783.366368458
München,,2781898.0543092387,4433981.484822722
München,,2782164.4686472993,4433239.859220729
München,,2781452.7618739875,4433930.811080776
München,,2786293.694873744,4433309.844946886
München,,2784814.6632380253,4432066.405373306
München,,2785629.6444198973,4435325.094040949
München,,2785125.9823130034,4432774.526675555
München,,2785881.1855781274,4434592.587846453
München,,2785820.121719259,4435167.334664347
München,,2782690.3253860585,4435232.921930609
München,,2783103.4019887764,4434219.661993569
München,,2782790.6907867044,4435219.037366543
München,,2782736.563031504,4435030.038643537
München,,2782751.902224935,4434245.141554593
München,,2784884.998920888,4436255.435285422
München,,2783827.722883055,4436504.922359584
München,,2784878.044633239,4436590.983189448
München,,2784312.6777408803,4437261.710583056
München,,2783513.1564279357,4437116.330063404
Mering,Landkreis Aichach-Friedberg,2795728.712399811,4397222.371514607
Mering,Landkreis Aichach-Friedberg,2794861.243969608,4393759.178824903
Mering,Landkreis Aichach-Friedberg,2796976.498369371,4395475.844003171
Mering,Landkreis Aichach-Friedberg,2795098.22438565,4397866.040122558
München,,2787742.3055419303,4440511.404642426
München,,2789405.346455245,4443024.648144719
München,,2789143.800684929,4441599.375450726
München,,2789484.4460864943,4440133.541129916
München,,2788997.072572623,4439522.888623743
München,,2790391.6908809384,4442867.793676764
München,,2790092.02935377,4442292.141288638
München,,2783406.418033376,4432359.868412352
München,,2784791.159238723,4433101.1520558
München,,2785014.685166212,4434290.384343985
München,,2787199.0209183306,4441323.198489087
München,,2785939.3283084473,4441567.123815004
München,,2786545.088053897,4440235.799546263
München,,2786883.368294452,4441318.510915509
München,,2785355.0579479774,4439641.167206858
München,,2781671.2890078085,4438626.831269007
München,,2785144.4970958764,4434730.587609794
München,,2784755.356874956,4434972.791805347
München,,2785319.795767642,4435267.213676098
München,,2784374.620177065,4435174.599969678
München,,2785312.5166756418,4435110.394777884
München,,2785129.486561155,4435392.135727972
München,,2781947.646004507,4434962.145294798
München,,2781309.79440879,4435441.325362404
München,,2781635.273479219,4436297.37755108
München,,2780885.037917256,4435847.322682136
München,,2781195.634860777,4436203.900036833
München,,2781731.669566994,4434672.010724083
München,,2780648.6955797425,4435918.774899113
München,,2781757.8273236584,4433388.100979575
München,,2781485.344982416,4433053.80717922
München,,2780861.647565591,4434532.670699007
München,,2781361.144784176,4433546.181546478
München,,2781294.7587189665,4432977.142055798
München,,2787432.5397005356,4436236.540278576
München,,2786447.316108282,4436222.006016292
München,,2787057.138188413,4437152.601919944
München,,2786054.6362919984,4436513.873150849
München,,2786655.2022203314,4435751.275637186
München,,2786267.4980175886,4436250.115043948
München,,2782883.7948169615,4438690.934229164
München,,2784226.272165927,4438348.949934557
München,,2784023.33015042,4438217.2873717565
München,,2784335.8570680567,4438753.839282162
München,,2786167.0581589667,4430365.587904095
München,,2785935.4354763026,4429627.589847794
München,,2788687.3221576475,4427666.95991127
München,,2788889.9465073114,4429297.957578412
München,,2783869.9930167175,4440326.292440995
München,,2783187.5651576314,4439508.572657904
München,,2782801.608201239,4439642.646214414
München,,2785716.2760113715,4437607.152482736
München,,2786033.9725314872,4438918.174085404
München,,2785382.268029688,4438282.421951783
München,,2785403.3353585503,4438881.450486713
München,,2787158.2039737487,4430399.084967544
München,,2785560.6407520347,4432489.610907846
München,,2789476.693336221,4430935.546506129
München,,2789218.640960506,4429757.701321214
München,,2787569.346093432,4431898.1366252275
München,,2787587.8027367652,4431562.261019421
München,,2783583.7082879487,4435594.443335278
München,,2782331.6015843577,4435650.497833805
München,,2782313.5079571037,4435856.574660808
München,,2784024.4340719297,4436083.053736102
München,,2782783.220503568,4435502.604588879
München,,2782595.3271060167,4435632.352833784
München,,2784760.358947563,4438639.75326603
München,,2784808.720810484,4438680.118022031
München,,2784392.0141996434,4438470.310030133
München,,2781001.689444901,4437300.685849829
München,,2780606.0892918464,4436874.194384696
München,,2780066.5685725524,4436583.37974552
München,,2779846.837396015,4436888.212626456
München,,2784889.3019810887,4437755.789594351
München,,2784928.2305134623,4438028.337762474
München,,2784738.2097061947,4437666.177131215
München,,2784828.4085921156,4437613.438580836
München,,2786208.3696171287,4439101.379304731
München,,2786344.380553645,4437835.231812064
München,,2787370.2491734764,4440447.818115603
München,,2786744.6964676315,4439113.593062612
München,,2786983.831485428,4437902.667449299
München,,2786863.8283257727,4438098.129771847
München,,2787005.469916055,4440142.929643865
München,,2781127.1002802197,4436879.143405016
München,,2780328.8585419133,4436247.501880914
München,,2780630.841228488,4438358.765848331
München,,2780709.988461864,4438013.94182866
München,,2780961.2231048364,4438788.569383941
München,,2780200.4904482486,4437366.911542534
München,,2780386.708661162,4437697.6573170945
München,,2780173.9239947437,4437628.931339334
München,,2779728.194379338,4437261.275487444
München,,2791127.8131545694,4434059.377262533
München,,2789444.5058650007,4433833.863171574
München,,2792185.2759263013,4433526.722426492
München,,2790765.9803868406,4435768.790706271
München,,2789555.469443078,4434424.187332299
München,,2791684.9115712494,4434372.5529168155
München,,2789856.441517771,4432248.308325828
München,,2783413.62315951,4434871.682316044
München,,2783121.041957786,4433649.859661574
München,,2783755.879759866,4434881.468386906
München,,2782956.4608505894,4433342.121104478
München,,2782307.850775062,4434467.602997366
München,,2783380.5359980413,4438871.4311234765
München,,2783783.01458193,4439396.593053853
München,,2783776.6417531148,4438760.289539966
München,,2782605.588709657,4437483.05564907
München,,2781950.1660800753,4437757.756021402
München,,2782243.9489330356,4438074.231985878
Rehling,Landkreis Aichach-Friedberg,2820765.091485756,4390325.760091529
Inchenhofen,Landkreis Aichach-Friedberg,2822098.738499837,4400373.749152289
Kühbach,Landkreis Aichach-Friedberg,2820554.319153697,4406924.90899051
Pöttmes,Landkreis Aichach-Friedberg,2828954.3104378427,4400260.104824128
Pöttmes,Landkreis Aichach-Friedberg,2832778.6940832846,4399839.221591795
Obergriesbach,Landkreis Aichach-Friedberg,2814229.678640341,4398800.716397784
Aichach,Landkreis Aichach-Friedberg,2818157.9353831015,4404149.784308355
Aichach,Landkreis Aichach-Friedberg,2813645.0443058223,4400200.049859739
Aichach,Landkreis Aichach-Friedberg,2811536.267252692,4404524.873160324
Aichach,Landkreis Aichach-Friedberg,2811768.6474785903,4403855.663774595
Aichach,Landkreis Aichach-Friedberg,2817333.6530266902,4403675.814795986
Aichach,Landkreis Aichach-Friedberg,2817622.090603187,4404211.116047004
München,,2781788.881976945,4431634.163117375
München,,2780888.419148771,4432383.307333443
München,,2780708.344916616,4431404.451656902
München,,2781090.5701999553,4430945.534459212
München,,2780212.1582906833,4430956.612350262
München,,2780081.0209745583,4430518.683603305
München,,2780611.6420101942,4431394.72045286
München,,2780349.085374357,4430319.186655842
München,,2782324.7189683365,4437094.414773145
München,,2783208.257491116,4436766.556577649
Vaterstetten,Landkreis Ebersberg,2779034.495539475,4452735.414343562
Vaterstetten,Landkreis Ebersberg,2779836.382656681,4453845.825371527
Aßling,Landkreis Ebersberg,2766777.3988391566,4469067.532293791
Steinhöring,Landkreis Ebersberg,2781320.3501845426,4472521.550247485
Vaterstetten,Landkreis Ebersberg,2778040.5069849924,4453961.131525121
Vaterstetten,Landkreis Ebersberg,2777787.989948503,4455580.442459786
Vaterstetten,Landkreis Ebersberg,2777633.236790975,4454145.405815416
Forstinning,Landkreis Ebersberg,2787230.7204878256,4461901.45728897
Anzing,Landkreis Ebersberg,2784523.918952632,4461481.001553338
Vaterstetten,Landkreis Ebersberg,2785281.4124127305,4458681.869627313
Poing,Landkreis Ebersberg,2786633.40129345,4455416.479422925
Poing,Landkreis Ebersberg,2785966.0809876155,4455784.370651763
Poing,Landkreis Ebersberg,2786999.197349909,4456875.440365377
Poing,Landkreis Ebersberg,2783648.9502033675,4454925.513911933
Kirchseeon,Landkreis Ebersberg,2775251.989891704,4459836.594904423
Kirchseeon,Landkreis Ebersberg,2777263.7231251183,4460246.923804945
Kirchseeon,Landkreis Ebersberg,2776068.2108029043,4459413.603823747
Egmating,Landkreis Ebersberg,2767324.0360376346,4455529.115980294
Markt Schwaben,Landkreis Ebersberg,2788151.614212554,4458710.717848493
Markt Schwaben,Landkreis Ebersberg,2788674.595815454,4460217.69977826
Markt Schwaben,Landkreis Ebersberg,2787563.70440621,4458917.093366256
Markt Schwaben,Landkreis Ebersberg,2787017.2181525375,4460260.958269316
Ottenhofen,Landkreis Erding,2787849.0879663224,4460098.096100626
Ottenhofen,Landkreis Erding,2789474.669152442,4459541.699831865
Ottenhofen,Landkreis Erding,2788237.0661498737,4458495.417614521
Ottenhofen,Landkreis Erding,2787161.7639787174,4461071.169684667
Oberding,Landkreis Erding,2802715.9720967766,4458603.0764205605
Langenpreising,Landkreis Erding,2812256.7275268706,4465643.197715885
Fraunberg,Landkreis Erding,2805403.696656407,4473277.325853913
Bockhorn,Landkreis Erding,2800647.1968202675,4468827.299062983
Eitting,Landkreis Erding,2809127.8756845733,4460079.31875071
Forstern,Landkreis Erding,2786954.2109432267,4465263.404548406
Garching bei München,Landkreis München,2793468.6133385915,4444852.412181643
Garching bei München,Landkreis München,2794884.5035991855,4441975.291024821
Garching bei München,Landkreis München,2794051.697120553,4443545.79651177
Garching bei München,Landkreis München,2795570.783502846,4445493.934993783
Aschheim,Landkreis München,2790360.3215781217,4449887.749994019
Aschheim,Landkreis München,2791955.894009467,4450898.784287265
Unterföhring,Landkreis München,2786983.8710618806,4443648.762141149
Unterföhring,Landkreis München,2787969.3320196057,4443335.650350377
Unterföhring,Landkreis München,2787007.8754755897,4446344.910629427
