ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise
2708;Augsburg;;4831290000000000,0;1081260000000000,0;;very low;C;4963,0
2709;Augsburg;;483375000000000,0;1,08309e+16;;very low;H;4963,0
2710;Augsburg;;4831360000000000,0;1,08201e+16;;very low;H;4963,0
2711;Augsburg;;4831900000000000,0;1090830000000000,0;;very low;B;4963,0
2712;Augsburg;;4829950000000000,0;1088570000000000,0;;very low;A;4963,0
2713;Augsburg;;4826240000000000,0;1091080000000000,0;;very low;C;4963,0
2714;Augsburg;;4,82958e+16;1,09113e+16;;very low;E;4963,0
2715;Augsburg;;4,82618e+16;1,09153e+16;;very low;H;4963,0
2716;Augsburg;;4830810000000000,0;109065000000000,0;;very low;F;4963,0
2717;Augsburg;;4,83042e+16;1095060000000000,0;;very low;C;4963,0
2718;Nürnberg;;4936400000000000,0;1104470000000000,0;;very low;H;4798,0
2719;Nürnberg;;4937990000000000,0;1,1006e+16;;very low;C;4798,0
2720;Nürnberg;;4937640000000000,0;1,10464e+16;;very low;C;4798,0
2721;Nürnberg;;4937010000000000,0;1,10465e+16;;very low;D;4798,0
2722;Nürnberg;;4,9414e+16;1,10639e+16;;very low;D;4798,0
2723;Nürnberg;;4,9407e+16;1,10389e+16;;very low;D;4798,0
2724;Nürnberg;;4938850000000000,0;1105760000000000,0;;very low;A+;4798,0
2725;Nürnberg;;4940010000000000,0;1106660000000000,0;;very low;F;4798,0
2726;Valley;Landkreis Miesbach;4,78616e+16;1175070000000000,0;;very low;A+;9258,0
2727;Rottach-Egern;Landkreis Miesbach;4,76642e+16;1,18327e+16;;very low;C;9258,0
2728;Rottach-Egern;Landkreis Miesbach;4,76303e+16;1,18828e+16;;very low;C;9258,0
2729;Schliersee;Landkreis Miesbach;4,76729e+16;1186040000000000,0;;very low;A;9258,0
2730;Schliersee;Landkreis Miesbach;4768930000000000,0;1,18646e+16;;very low;D;9258,0
2731;Otterfing;Landkreis Miesbach;4789170000000000,0;1166360000000000,0;;very low;G;9258,0
2732;Weyarn;Landkreis Miesbach;4783320000000000,0;1,18373e+16;;very low;F;9258,0
2733;Bad Wiessee;Landkreis Miesbach;4,76798e+16;1,16822e+16;;very low;B;9258,0
2734;Nürnberg;;4,94122e+16;1107820000000000,0;;very low;C;4798,0
2735;Nürnberg;;4941360000000000,0;1,10846e+16;;very low;F;4798,0
2736;Nürnberg;;4941180000000000,0;1,10781e+16;;very low;A+;4798,0
2737;Nürnberg;;4,94101e+16;1,10872e+16;;very low;F;4798,0
2738;Bad Tölz;Landkreis Bad Tölz-Wolfratshausen;477788000000000,0;1,15127e+16;;very low;B;7545,0
2739;Bad Tölz;Landkreis Bad Tölz-Wolfratshausen;4773280000000000,0;1,14919e+16;;very low;C;7545,0
2740;Bad Tölz;Landkreis Bad Tölz-Wolfratshausen;478147000000000,0;115098000000000,0;;very low;E;7545,0
2741;Bad Tölz;Landkreis Bad Tölz-Wolfratshausen;4779180000000000,0;1,15389e+16;;very low;E;7545,0
2742;Bad Tölz;Landkreis Bad Tölz-Wolfratshausen;4780830000000000,0;1,15677e+16;;very low;C;7545,0
2743;Bad Tölz;Landkreis Bad Tölz-Wolfratshausen;477750000000000,0;1,15728e+16;;very low;D;7545,0
2744;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4772010000000000,0;1153650000000000,0;;very low;D;7545,0
2745;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4770050000000000,0;1151480000000000,0;;very low;C;7545,0
2746;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4,77756e+16;1,15751e+16;;very low;G;7545,0
2747;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4781370000000000,0;1,15909e+16;;very low;H;7545,0
2748;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4767050000000000,0;1,14883e+16;;very low;D;7545,0
2749;Wackersberg;Landkreis Bad Tölz-Wolfratshausen;4779720000000000,0;1158550000000,0;;very low;E;7545,0
2750;Bad Heilbrunn;Landkreis Bad Tölz-Wolfratshausen;4777600000000000,0;1,14841e+16;;very low;E;7545,0
2751;Dietramszell;Landkreis Bad Tölz-Wolfratshausen;4,78383e+16;1,1566e+16;;very low;D;7545,0
2752;Bichl;Landkreis Bad Tölz-Wolfratshausen;4770840000000000,0;1,14781e+16;;very low;H;7545,0
2753;Gaißach;Landkreis Bad Tölz-Wolfratshausen;4770450000000000,0;1,16223e+16;;very low;E;7545,0
2754;Nürnberg;;4940220000000000,0;1112920000000000,0;;very low;E;4798,0
2755;Nürnberg;;4,94086e+16;1,11453e+16;;very low;H;4798,0
2756;Nürnberg;;4940290000000000,0;1,11347e+16;;very low;F;4798,0
2757;Nürnberg;;4939710000000000,0;1,11293e+16;;very low;H;4798,0
2758;Nürnberg;;4940490000000000,0;1,11345e+16;;very low;B;4798,0
2759;Weiler-Simmerberg;Landkreis Lindau;4,75837e+16;9936130000000000,0;;very low;A;5279,0
2760;Weiler-Simmerberg;Landkreis Lindau;4,75522e+16;991926000000000,0;;very low;H;5279,0
2761;Hergatz;Landkreis Lindau;4765460000000000,0;9869330000000000,0;;very low;E;5279,0
2762;Opfenbach;Landkreis Lindau;4766650000000000,0;9882500000000000,0;;very low;E;5279,0
2763;Heimenkirch;Landkreis Lindau;4762500000000000,0;9883440000000000,0;;very low;E;5279,0
2764;Hergensweiler;Landkreis Lindau;4761080000000000,0;978924000000000,0;;very low;F;5279,0
2765;Hergensweiler;Landkreis Lindau;4761150000000000,0;980975000000000,0;;very low;E;5279,0
2766;Sigmarszell;Landkreis Lindau;4760640000000000,0;9809250000000000,0;;very low;H;5279,0
2767;Sigmarszell;Landkreis Lindau;4756770000000000,0;9745570000000000,0;;very low;G;5279,0
2768;Weißensberg;Landkreis Lindau;4,76326e+16;9788460000000000,0;;very low;E;5279,0
2769;Weißensberg;Landkreis Lindau;4,75842e+16;9732480000000000,0;;very low;D;5279,0
2770;Gestratz;Landkreis Lindau;4766730000000000,0;1,00126e+16;;very low;A;5279,0
2771;Gestratz;Landkreis Lindau;475816000000000,0;1004640000000000,0;;very low;C;5279,0
2772;Grünenbach;Landkreis Lindau;4758780000000000,0;1,0005e+16;;very low;C;5279,0
2773;Grünenbach;Landkreis Lindau;4758440000000000,0;1,00181e+16;;very low;D;5279,0
2774;Maierhöfen;Landkreis Lindau;4,76293e+16;9950750000000000,0;;very low;D;5279,0
2775;Maierhöfen;Landkreis Lindau;4761700000000000,0;1002920000000000,0;;very low;F;5279,0
2776;Röthenbach (Allgäu);Landkreis Lindau;4757500000000000,0;999002000000000,0;;very low;E;5279,0
2777;Röthenbach (Allgäu);Landkreis Lindau;4762550000000000,0;1005730000000000,0;;very low;G;5279,0
2778;Stiefenhofen;Landkreis Lindau;4,76366e+16;998919000000000,0;;very low;E;5279,0
2779;Stiefenhofen;Landkreis Lindau;4765340000000000,0;9986380000000000,0;;very low;H;5279,0
2780;Wasserburg (Bodensee);Landkreis Lindau;475782000000000,0;9624990000000000,0;;very low;D;5279,0
2781;München;;481431000000000,0;1161830000000000,0;;very low;B;10186,0
2782;München;;4814010000000000,0;1,16615e+16;;very low;D;10186,0
2783;München;;4813640000000000,0;1,16517e+16;;very low;E;10186,0
2784;München;;4,81435e+16;1,16231e+16;;very low;C;10186,0
2785;Aschaffenburg;;4997850000000000,0;9191910000000000,0;;very low;H;3619,0
2786;Aschaffenburg;;4998360000000000,0;9160260000000000,0;;very low;F;3619,0
2787;Aschaffenburg;;4996930000000000,0;9181770000000000,0;;very low;H;3619,0
2788;Aschaffenburg;;4998070000000000,0;9148690000000000,0;;very low;E;3619,0
2789;Aschaffenburg;;4,99728e+16;9176790000000000,0;;very low;G;3619,0
2790;Aschaffenburg;;4993490000000000,0;921544000000000,0;;very low;F;3619,0
2791;Aschaffenburg;;4993700000000000,0;9229020000000000,0;;very low;A;3619,0
2792;Aschaffenburg;;4994610000000000,0;9180000000000000,0;;very low;D;3619,0
2793;Aschaffenburg;;4995230000000000,0;912974000000000,0;;very low;H;3619,0
2794;Aschaffenburg;;4993830000000000,0;9146810000000000,0;;very low;F;3619,0
2795;Aschaffenburg;;4993330000000000,0;9143460000000000,0;;very low;D;3619,0
2796;Laufach;Landkreis Aschaffenburg;499946000000000,0;9358720000000000,0;;very low;A+;3619,0
2797;Blankenbach;Landkreis Aschaffenburg;5,0112e+16;922086000000000,0;;very low;G;3619,0
2798;Blankenbach;Landkreis Aschaffenburg;5007170000000000,0;9258510000000000,0;;very low;F;3619,0
2799;Schöllkrippen;Landkreis Aschaffenburg;5010970000000000,0;9246140000000000,0;;very low;E;3619,0
2800;Schöllkrippen;Landkreis Aschaffenburg;5011750000000000,0;9249980000000000,0;;very low;H;3619,0
2801;Sommerkahl;Landkreis Aschaffenburg;5007410000000000,0;922635000000000,0;;very low;E;3619,0
2802;Sommerkahl;Landkreis Aschaffenburg;5008670000000000,0;9305950000000000,0;;very low;A+;3619,0
2803;Westerngrund;Landkreis Aschaffenburg;5012610000000000,0;9256030000000000,0;;very low;G;3619,0
2804;Westerngrund;Landkreis Aschaffenburg;5010480000000000,0;9297990000000000,0;;very low;G;3619,0
2805;Elsenfeld;Landkreis Miltenberg;4,9844e+16;9177370000000000,0;;very low;A+;2785,0
2806;Elsenfeld;Landkreis Miltenberg;4983980000000000,0;9190080000000000,0;;very low;C;2785,0
2807;Kleinheubach;Landkreis Miltenberg;4972560000000000,0;9215910000000000,0;;very low;C;2785,0
2808;Rüdenau;Landkreis Miltenberg;4,97234e+16;9156200000000000,0;;very low;D;2785,0
2809;Nürnberg;;4942270000000000,0;1,11438e+16;;very low;F;4798,0
2810;Nürnberg;;4940560000000000,0;1,11181e+16;;very low;F;4798,0
2811;Nürnberg;;4942210000000000,0;1,11065e+16;;very low;E;4798,0
2812;Nürnberg;;4941830000000000,0;1111770000000000,0;;very low;G;4798,0
2813;Nürnberg;;4941720000000000,0;1114410000000000,0;;very low;B;4798,0
2814;Nürnberg;;4,94464e+16;1,10919e+16;;very low;E;4798,0
2815;Nürnberg;;4944360000000000,0;1,10885e+16;;very low;A+;4798,0
2816;Nürnberg;;494451000000000,0;1,10882e+16;;very low;D;4798,0
2817;Nürnberg;;4943690000000000,0;1,11149e+16;;very low;F;4798,0
2818;Nürnberg;;4942790000000000,0;1,11057e+16;;very low;E;4798,0
2819;München;;4812670000000000,0;1,16013e+16;;very low;B;10186,0
2820;München;;4,8134e+16;1,15929e+16;;very low;H;10186,0
2821;München;;4813310000000000,0;1,15982e+16;;very low;G;10186,0
2822;München;;4813540000000000,0;1159080000000000,0;HQ 100;low;G;10186,0
2823;München;;4,81324e+16;1,16048e+16;;very low;E;10186,0
2824;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4789800000000000,0;1,1447e+16;;very low;E;7545,0
2825;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4790860000000000,0;1,14426e+16;;very low;F;7545,0
2826;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4792160000000000,0;1,14276e+16;;very low;E;7545,0
2827;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4,79147e+16;1,14361e+16;;very low;G;7545,0
2828;Wolfratshausen;Landkreis Bad Tölz-Wolfratshausen;4792020000000000,0;1,14347e+16;;very low;A+;7545,0
2829;Grünwald;Landkreis München;4803830000000000,0;1,15316e+16;;very low;A+;10155,0
2830;Grünwald;Landkreis München;480632000000000,0;1155390000000000,0;;very low;G;10155,0
2831;Grünwald;Landkreis München;4803940000000000,0;1,15155e+16;HQ 50;medium;E;10155,0
2832;Oberhaching;Landkreis München;4803850000000000,0;1,15815e+16;;very low;F;10155,0
2833;Oberhaching;Landkreis München;4,8004e+16;1158390000000000,0;;very low;G;10155,0
2834;Oberhaching;Landkreis München;479918000000000,0;1,1566e+16;;very low;B;10155,0
2835;Münsing;Landkreis Bad Tölz-Wolfratshausen;4789860000000000,0;1134740000000000,0;;very low;B;7545,0
2836;Oberhaching;Landkreis München;4799270000000000,0;1,14904e+16;;very low;B;10155,0
2837;Straßlach-Dingharting;Landkreis München;4,80621e+16;1158660000000000,0;;very low;F;10155,0
2838;Egling;Landkreis Bad Tölz-Wolfratshausen;4794050000000000,0;1,14804e+16;;very low;E;7545,0
2839;Baierbrunn;Landkreis München;4799790000000000,0;1,14758e+16;;very low;H;10155,0
2840;Schäftlarn;Landkreis München;4796060000000000,0;1,14549e+16;;very low;D;10155,0
2841;Königsdorf;Landkreis Bad Tölz-Wolfratshausen;4778640000000000,0;1,14388e+16;;very low;D;7545,0
2842;Unterhaching;Landkreis München;4806750000000000,0;116497000000000,0;;very low;B;10155,0
2843;Unterhaching;Landkreis München;4805750000000000,0;1161850000000000,0;;very low;F;10155,0
2844;Unterhaching;Landkreis München;4805930000000000,0;1,1609e+16;;very low;G;10155,0
2845;Unterhaching;Landkreis München;4806020000000000,0;1162430000000000,0;;very low;A;10155,0
2846;Unterhaching;Landkreis München;4808260000000000,0;1,16025e+16;;very low;F;10155,0
2847;Unterhaching;Landkreis München;4807520000000000,0;1,16128e+16;;very low;A;10155,0
2848;Schäftlarn;Landkreis München;4800790000000000,0;1,14485e+16;;very low;B;10155,0
2849;Taufkirchen;Landkreis München;4804210000000000,0;1,16163e+16;;very low;D;10155,0
2850;Taufkirchen;Landkreis München;4804130000000000,0;1,16273e+16;;very low;A;10155,0
2851;Taufkirchen;Landkreis München;4803630000000000,0;1165750000000000,0;;very low;E;10155,0
2852;Taufkirchen;Landkreis München;4801100000000000,0;1,16655e+16;;very low;F;10155,0
2853;Taufkirchen;Landkreis München;4804930000000000,0;1,16615e+16;;very low;G;10155,0
2854;Icking;Landkreis Bad Tölz-Wolfratshausen;4794380000000000,0;1,14182e+16;;very low;G;7545,0
2855;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4786330000000000,0;1,147e+16;;very low;A+;7545,0
2856;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4786790000000000,0;1,14723e+16;;very low;E;7545,0
2857;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4785770000000000,0;1,14884e+16;;very low;D;7545,0
2858;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4,78605e+16;1150880000000000,0;;very low;C;7545,0
2859;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4788480000000000,0;114522000000000,0;;very low;E;7545,0
2860;Geretsried;Landkreis Bad Tölz-Wolfratshausen;4785730000000000,0;1,14416e+16;;very low;F;7545,0
2861;Neuried;Landkreis München;4806820000000000,0;1150040000000000,0;;very low;E;10155,0
2862;Neuried;Landkreis München;4806460000000000,0;1,14752e+16;;very low;F;10155,0
2863;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4755090000000000,0;1,09332e+16;;very low;H;7326,0
2864;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4744680000000000,0;1,1071e+16;;very low;E;7326,0
2865;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4746700000000000,0;1113720000000000,0;;very low;A;7326,0
2866;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4746400000000000,0;1,11419e+16;;very low;D;7326,0
2867;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4752420000000000,0;1,1183e+16;;very low;F;7326,0
2868;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4740460000000000,0;1,11177e+16;;very low;E;7326,0
2869;Garmisch-Partenkirchen;Landkreis Garmisch-Partenkirchen;4746470000000000,0;11152400000000,0;;very low;A;7326,0
2870;Krün;Landkreis Garmisch-Partenkirchen;4743610000000000,0;1108610000000000,0;;very low;A+;7326,0
2871;Krün;Landkreis Garmisch-Partenkirchen;4748870000000000,0;1,08868e+16;;very low;G;7326,0
2872;Krün;Landkreis Garmisch-Partenkirchen;4,75207e+16;1106570000000000,0;;very low;B;7326,0
2873;Krün;Landkreis Garmisch-Partenkirchen;4751850000000000,0;1,11456e+16;;very low;B;7326,0
2874;Krün;Landkreis Garmisch-Partenkirchen;4752470000000000,0;1093290000000000,0;;very low;D;7326,0
2875;Krün;Landkreis Garmisch-Partenkirchen;4,74992e+16;111262000000000,0;;very low;B;7326,0
2876;Krün;Landkreis Garmisch-Partenkirchen;4,75738e+16;1,09423e+16;;very low;F;7326,0
2877;Uffing am Staffelsee;Landkreis Garmisch-Partenkirchen;4768940000000000,0;1,11148e+16;;very low;H;7326,0
2878;Ohlstadt;Landkreis Garmisch-Partenkirchen;4766230000000000,0;1,12361e+16;;very low;B;7326,0
2879;Oberammergau;Landkreis Garmisch-Partenkirchen;4760840000000000,0;1,10879e+16;;very low;D;7326,0
2880;Oberau;Landkreis Garmisch-Partenkirchen;4755120000000000,0;1,11781e+16;;very low;E;7326,0
2881;München;;4821110000000000,0;1,15609e+16;;very low;G;10186,0
2882;München;;482107000000000,0;1,15546e+16;;very low;B;10186,0
2883;München;;4822420000000000,0;1,15603e+16;;very low;B;10186,0
2884;München;;4,82163e+16;1,15547e+16;;very low;F;10186,0
2885;München;;4821880000000000,0;1,15495e+16;;very low;B;10186,0
2886;München;;4819440000000000,0;1,15744e+16;;very low;D;10186,0
2887;München;;4820460000000000,0;1,15853e+16;;very low;D;10186,0
2888;München;;482277000000000,0;1,15792e+16;;very low;G;10186,0
2889;München;;4822380000000000,0;1,15662e+16;;very low;G;10186,0
2890;München;;4820480000000000,0;1,15791e+16;;very low;F;10186,0
2891;München;;4822620000000000,0;1,15826e+16;;very low;C;10186,0
2892;Bernried am Starnberger See;Landkreis Weilheim-Schongau;478927000000000,0;1,13016e+16;;very low;F;5361,0
2893;Nürnberg;;4,94858e+16;1,10403e+16;;very low;E;4798,0
2894;Nürnberg;;4948460000000000,0;1,10431e+16;;very low;F;4798,0
2895;Nürnberg;;4946740000000000,0;1105330000000000,0;;very low;F;4798,0
2896;Nürnberg;;4946900000000000,0;1105990000000000,0;;very low;B;4798,0
2897;Nürnberg;;4,94989e+16;1,10526e+16;;very low;B;4798,0
2898;Nürnberg;;4948870000000000,0;1,10697e+16;;very low;G;4798,0
2899;Nürnberg;;4947880000000000,0;1,10313e+16;;very low;B;4798,0
2900;Nürnberg;;494900000000000,0;1107740000000000,0;;very low;E;4798,0
2901;Nürnberg;;4945810000000000,0;1,10822e+16;;very low;H;4798,0
2902;Nürnberg;;4,9456e+16;1,10848e+16;;very low;E;4798,0
2903;Nürnberg;;4945470000000000,0;1,1079e+16;;very low;C;4798,0
2904;Nürnberg;;4,94225e+16;1,10271e+16;;very low;D;4798,0
2905;Nürnberg;;4943070000000000,0;1101090000000000,0;;very low;E;4798,0
2906;Nürnberg;;4942440000000000,0;1,10297e+16;;very low;C;4798,0
2907;Nürnberg;;494412000000000,0;1,10004e+16;;very low;C;4798,0
2908;Nürnberg;;4943690000000000,0;1,09994e+16;;very low;F;4798,0
2909;Nürnberg;;4944040000000000,0;1,10197e+16;;very low;A;4798,0
2910;Nürnberg;;4944830000000000,0;1,10442e+16;;very low;C;4798,0
2911;Nürnberg;;4946330000000000,0;1,10144e+16;;very low;E;4798,0
2912;Nürnberg;;4943960000000000,0;1,10276e+16;;very low;E;4798,0
2913;Nürnberg;;494341000000000,0;1102040000000000,0;;very low;F;4798,0
2914;Nürnberg;;4943040000000000,0;1,10519e+16;;very low;D;4798,0
2915;Nürnberg;;4,94296e+16;1,10333e+16;;very low;C;4798,0
2916;Nürnberg;;4942440000000000,0;1,10433e+16;;very low;F;4798,0
2917;Nürnberg;;4941740000000000,0;1,1067e+16;;very low;H;4798,0
2918;Nürnberg;;4942260000000000,0;1,10469e+16;;very low;H;4798,0
2919;Nürnberg;;494386000000000,0;1105010000000000,0;;very low;D;4798,0
2920;Nürnberg;;4943520000000000,0;1,10455e+16;;very low;F;4798,0
2921;Nürnberg;;4944360000000000,0;1103730000000000,0;;very low;B;4798,0
2922;Nürnberg;;4943740000000000,0;1,10493e+16;;very low;G;4798,0
2923;Nürnberg;;4944510000000000,0;1,10361e+16;;very low;D;4798,0
2924;Nürnberg;;4945650000000000,0;1,10496e+16;;very low;E;4798,0
2925;Nürnberg;;4944980000000000,0;1105220000000000,0;;very low;G;4798,0
2926;Nürnberg;;4946290000000000,0;1,10277e+16;;very low;A+;4798,0
2927;Nürnberg;;4945920000000000,0;1,10385e+16;;very low;G;4798,0
2928;Nürnberg;;4946650000000000,0;1103050000000000,0;;very low;E;4798,0
2929;Nürnberg;;4945140000000000,0;1,10394e+16;;very low;B;4798,0
2930;Nürnberg;;4946310000000000,0;1,10458e+16;;very low;H;4798,0
2931;Nürnberg;;4946210000000000,0;1,10712e+16;;very low;D;4798,0
2932;Nürnberg;;4946550000000000,0;1,10392e+16;;very low;C;4798,0
2933;Nürnberg;;4946300000000000,0;1,10362e+16;;very low;G;4798,0
2934;Nürnberg;;494617000000000,0;1,10701e+16;;very low;C;4798,0
2935;Nürnberg;;4946130000000000,0;1,1064e+16;;very low;H;4798,0
2936;Nürnberg;;4946730000000000,0;1,10727e+16;;very low;F;4798,0
2937;Nürnberg;;4,94601e+16;1,10776e+16;;very low;G;4798,0
2938;Nürnberg;;4946110000000000,0;1108040000000000,0;;very low;D;4798,0
2939;Nürnberg;;4946000000000000,0;1,10765e+16;;very low;A+;4798,0
2940;Emmering;Landkreis Fürstenfeldbruck;4819140000000000,0;1,13114e+16;;very low;G;7003,0
2941;Emmering;Landkreis Fürstenfeldbruck;4817670000000000,0;1130860000000000,0;;very low;D;7003,0
2942;Alling;Landkreis Fürstenfeldbruck;4814710000000000,0;1127720000000000,0;;very low;F;7003,0
2943;Türkenfeld;Landkreis Fürstenfeldbruck;4811120000000000,0;1,11199e+16;;very low;A;7003,0
2944;Geltendorf;Landkreis Landsberg am Lech;4813980000000000,0;1,09943e+16;;very low;D;5089,0
2945;Germering;Landkreis Fürstenfeldbruck;4811460000000000,0;1136480000000000,0;;very low;B;7003,0
2946;Germering;Landkreis Fürstenfeldbruck;4813050000000000,0;1,1329e+16;;very low;E;7003,0
2947;Germering;Landkreis Fürstenfeldbruck;481449000000000,0;1,13863e+16;;very low;H;7003,0
2948;Germering;Landkreis Fürstenfeldbruck;4812480000000000,0;1,1402e+16;;very low;G;7003,0
2949;Germering;Landkreis Fürstenfeldbruck;4,81423e+16;1,13581e+16;;very low;G;7003,0
2950;Germering;Landkreis Fürstenfeldbruck;481224000000000,0;1,13545e+16;;very low;H;7003,0
2951;Germering;Landkreis Fürstenfeldbruck;4814370000000000,0;1136040000000000,0;;very low;E;7003,0
2952;Germering;Landkreis Fürstenfeldbruck;4,81346e+16;1,13809e+16;;very low;F;7003,0
2953;Germering;Landkreis Fürstenfeldbruck;4812000000000000,0;1,13888e+16;;very low;A;7003,0
2954;Germering;Landkreis Fürstenfeldbruck;4813850000000000,0;1,13511e+16;;very low;C;7003,0
2955;Puchheim;Landkreis Fürstenfeldbruck;4814100000000000,0;1,13305e+16;;very low;F;7003,0
2956;Puchheim;Landkreis Fürstenfeldbruck;4815100000000000,0;1,13564e+16;;very low;E;7003,0
2957;Puchheim;Landkreis Fürstenfeldbruck;4818760000000000,0;1,13544e+16;;very low;A+;7003,0
2958;Puchheim;Landkreis Fürstenfeldbruck;4813980000000000,0;1,13255e+16;;very low;D;7003,0
2959;Puchheim;Landkreis Fürstenfeldbruck;4,81519e+16;113548000000000,0;;very low;H;7003,0
2960;Mammendorf;Landkreis Fürstenfeldbruck;4,81976e+16;1,11533e+16;;very low;E;7003,0
2961;Schöngeising;Landkreis Fürstenfeldbruck;481476000000000,0;1,12146e+16;HQ 100;low;A+;7003,0
2962;Gräfelfing;Landkreis München;4812500000000000,0;1,14343e+16;;very low;D;10155,0
2963;Gräfelfing;Landkreis München;4812730000000000,0;1,14288e+16;;very low;A+;10155,0
2964;Gräfelfing;Landkreis München;4812160000000000,0;1,14556e+16;;very low;C;10155,0
2965;Egenhofen;Landkreis Fürstenfeldbruck;4827050000000000,0;1,11973e+16;;very low;G;7003,0
2966;Maisach;Landkreis Fürstenfeldbruck;4825340000000000,0;1,12958e+16;;very low;F;7003,0
2967;Maisach;Landkreis Fürstenfeldbruck;4820890000000000,0;1,12392e+16;;very low;D;7003,0
2968;Maisach;Landkreis Fürstenfeldbruck;4820940000000000,0;1,12867e+16;;very low;A;7003,0
2969;Grafrath;Landkreis Fürstenfeldbruck;481348000000000,0;1,11401e+16;;very low;C;7003,0
2970;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;481671000000000,0;1,12101e+16;;very low;F;7003,0
2971;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4816730000000000,0;1120630000000000,0;;very low;F;7003,0
2972;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81937e+16;1,12101e+16;;very low;F;7003,0
2973;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4818870000000000,0;1,12003e+16;;very low;G;7003,0
2974;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4815580000000000,0;1,12517e+16;;very low;E;7003,0
2975;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81609e+16;1,12344e+16;HQ 100;low;E;7003,0
2976;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4816170000000000,0;1,12001e+16;;very low;E;7003,0
2977;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4816580000000000,0;1,12344e+16;;very low;A;7003,0
2978;Fürstenfeldbruck;Landkreis Fürstenfeldbruck;4,81981e+16;1,12647e+16;;very low;D;7003,0
2979;Moorenweis;Landkreis Fürstenfeldbruck;4,81295e+16;1,11023e+16;;very low;C;7003,0
2980;Olching;Landkreis Fürstenfeldbruck;4,82296e+16;1,13692e+16;;very low;E;7003,0
2981;Olching;Landkreis Fürstenfeldbruck;4823220000000000,0;1,13718e+16;;very low;B;7003,0
2982;Olching;Landkreis Fürstenfeldbruck;4820640000000000,0;1,13024e+16;;very low;G;7003,0
2983;Olching;Landkreis Fürstenfeldbruck;4821310000000000,0;1,13187e+16;;very low;E;7003,0
2984;Olching;Landkreis Fürstenfeldbruck;4822170000000000,0;1,13538e+16;;very low;F;7003,0
2985;Olching;Landkreis Fürstenfeldbruck;4822130000000000,0;1,13885e+16;;very low;G;7003,0
2986;Olching;Landkreis Fürstenfeldbruck;4819580000000000,0;1,13171e+16;;very low;C;7003,0
2987;Gröbenzell;Landkreis Fürstenfeldbruck;4818270000000000,0;1,13756e+16;;very low;A+;7003,0
2988;Gröbenzell;Landkreis Fürstenfeldbruck;4818970000000000,0;113805000000000,0;;very low;C;7003,0
2989;Gröbenzell;Landkreis Fürstenfeldbruck;4818740000000000,0;1,13636e+16;;very low;A+;7003,0
2990;Gröbenzell;Landkreis Fürstenfeldbruck;4819540000000000,0;1,13877e+16;;very low;E;7003,0
2991;Gröbenzell;Landkreis Fürstenfeldbruck;4819540000000000,0;1,13824e+16;;very low;D;7003,0
2992;Eichenau;Landkreis Fürstenfeldbruck;4817980000000000,0;1,13247e+16;;very low;F;7003,0
2993;Eichenau;Landkreis Fürstenfeldbruck;4816630000000000,0;1,13255e+16;;very low;C;7003,0
2994;Eichenau;Landkreis Fürstenfeldbruck;481553000000000,0;113044000000000,0;;very low;C;7003,0
2995;Wörthsee;Landkreis Starnberg;4808580000000000,0;1119380000000000,0;;very low;D;9367,0
2996;Feldafing;Landkreis Starnberg;4,79382e+16;1,12919e+16;;very low;C;9367,0
2997;Krailling;Landkreis Starnberg;4808200000000000,0;1,14224e+16;;very low;G;9367,0
2998;Krailling;Landkreis Starnberg;4810270000000000,0;1138170000000000,0;;very low;F;9367,0
2999;Krailling;Landkreis Starnberg;4808460000000000,0;1141670000000000,0;;very low;H;9367,0
3000;Krailling;Landkreis Starnberg;4810850000000000,0;1,13959e+16;;very low;C;9367,0
