ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;Immobilienschaden;EAI;EI;Neuer Immobilienwert;Neue LtV;Neue Risikogewicht;Neue RWA;RWA Änderung
Nürnberg;;4,94448E+16;1,11457E+15;;0,0;very low;0,0;0,0;A;4798,0;252,17;1209913,44;0,09;103140,11;0,2;0,0;0,0;0,0;1209913,44;0,08524585857976749;0,2;20628,022;0,0
Nürnberg;;4,94516E+15;1,11357E+16;;0,0;very low;0,0;0,0;G;4798,0;124,13;595557,32;0,2;121051,02;0,2;0,0;0,0;0,0;595557,32;0,2032567075155755;0,2;24210,204;0,0
Nürnberg;;4,94688E+16;1,11375E+16;;0,0;very low;0,0;0,0;H;4798,0;169,33;812429,5;0,28;231387,45;0,2;0,0;0,0;0,0;812429,5;0,28480926652712635;0,2;46277,490000000005;0,0
Nürnberg;;4,94643E+15;1,116E+15;;0,0;very low;0,0;0,0;H;4798,0;136,59;655345,99;0,22;145647,56;0,2;0,0;0,0;0,0;655345,99;0,22224529061358872;0,2;29129,512000000002;0,0
Nürnberg;;4,94654E+16;1,11474E+16;;0,0;very low;0,0;0,0;A+;4798,0;68,84;330305,85;0,5;164849,09;0,2;0,0;0,0;0,0;330305,85;0,4990801404213701;0,2;32969,818;0,0
Nürnberg;;4,94679E+15;1,11324E+16;;0,0;very low;0,0;0,0;H;4798,0;60,0;287880,0;0,41;118011,02;0,2;0,0;0,0;0,0;287880,0;0,40993129081561763;0,2;23602,204;0,0
München;;4,81408E+15;1,15177E+14;;0,0;very low;0,0;0,0;A+;10186,0;60,0;611160,0;0,72;439558,4;0,3;0,0;0,0;0,0;611160,0;0,7192198442306434;0,3;131867,52;0,0
München;;4,81425E+15;1,14848E+15;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,3;182917,3;0,2;0,0;0,0;0,0;611160,0;0,2992952745598534;0,2;36583,46;0,0
München;;4,81429E+15;1,14853E+15;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,63;382451,9;0,3;0,0;0,0;0,0;611160,0;0,6257803193926305;0,3;114735,57;0,0
München;;4,81436E+16;1,14929E+15;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,64;393075,04;0,3;0,0;0,0;0,0;611160,0;0,6431622488382748;0,3;117922,51199999999;0,0
München;;4,81445E+15;1,1509E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,62;379507,41;0,3;0,0;0,0;0,0;611160,0;0,6209624484586688;0,3;113852,22299999998;0,0
München;;4,81436E+15;1,14986E+15;;0,0;very low;0,0;0,0;D;10186,0;186,08;1895435,64;0,13;251748,32;0,2;0,0;0,0;0,0;1895435,64;0,1328181842143688;0,2;50349,664000000004;0,0
München;;4,81733E+16;1,15215E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,55;336500,15;0,25;0,0;0,0;0,0;611160,0;0,5505925616859743;0,25;84125,0375;0,0
München;;4,81733E+15;1,15137E+16;;0,0;very low;0,0;0,0;E;10186,0;60,0;611160,0;0,42;257912,07;0,2;0,0;0,0;0,0;611160,0;0,42200417239348126;0,2;51582,414000000004;0,0
München;;4,81782E+15;1,15348E+16;;0,0;very low;0,0;0,0;A;10186,0;250,49;2551518,29;0,09;219892,34;0,2;0,0;0,0;0,0;2551518,29;0,08618097736622535;0,2;43978,468;0,0
München;;4,81766E+14;1,15393E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,63;383312,08;0,3;0,0;0,0;0,0;611160,0;0,6271877740689836;0,3;114993,624;0,0
München;;4,81782E+14;1,15239E+16;;0,0;very low;0,0;0,0;A;10186,0;60,0;611160,0;0,27;167305,6;0,2;0,0;0,0;0,0;611160,0;0,2737508999280058;0,2;33461,12;0,0
München;;4,81751E+15;1,15025E+15;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,52;318555,05;0,25;0,0;0,0;0,0;611160,0;0,5212302015838732;0,25;79638,7625;0,0
München;;4,81518E+15;1,15271E+16;;0,0;very low;0,0;0,0;G;10186,0;346,61;3530582,49;0,07;245701,01;0,2;0,0;0,0;0,0;3530582,49;0,06959220205048941;0,2;49140,202000000005;0,0
München;;4,81513E+15;1,15222E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,36;220360,4;0,2;0,0;0,0;0,0;611160,0;0,36056090058249884;0,2;44072,08;0,0
München;;4,8152E+15;1,1527E+16;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,43;264767,38;0,2;0,0;0,0;0,0;611160,0;0,4332210550428693;0,2;52953,476;0,0
München;;4,81465E+15;1,15278E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,49;302201,83;0,2;0,0;0,0;0,0;611160,0;0,4944725276523333;0,2;60440,36600000001;0,0
München;;4,81524E+16;1,1536E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,49;296924,72;0,2;0,0;0,0;0,0;611160,0;0,4858379475096537;0,2;59384,943999999996;0,0
München;;4,8165E+15;1,15517E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,37;226775,59;0,2;0,0;0,0;0,0;611160,0;0,37105764447935075;0,2;45355,118;0,0
München;;4,81645E+15;1,15619E+16;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,53;323222,1;0,25;0,0;0,0;0,0;611160,0;0,5288665815825643;0,25;80805,525;0,0
München;;4,81618E+15;1,1554E+16;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,48;292315,49;0,2;0,0;0,0;0,0;611160,0;0,47829617448785916;0,2;58463,098;0,0
München;;4,81709E+15;1,15601E+16;;0,0;very low;0,0;0,0;A+;10186,0;60,0;611160,0;0,5;306492,98;0,25;0,0;0,0;0,0;611160,0;0,501493847764906;0,25;76623,245;0,0
München;;4,81628E+16;1,15518E+16;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,61;370797,58;0,3;0,0;0,0;0,0;611160,0;0,6067111394724786;0,3;111239,274;0,0
Mering;Landkreis Aichach-Friedberg;4,82761E+14;1,09643E+15;;0,0;very low;0,0;0,0;E;4487,0;64,77;290615,92;0,59;171438,08;0,25;0,0;0,0;0,0;290615,92;0,5899128994722657;0,25;42859,52;0,0
Mering;Landkreis Aichach-Friedberg;4,8276E+14;1,09655E+16;;0,0;very low;0,0;0,0;C;4487,0;88,89;398843,96;0,46;183285,23;0,2;0,0;0,0;0,0;398843,96;0,45954119500769175;0,2;36657,046;0,0
Mering;Landkreis Aichach-Friedberg;4,82584E+15;1,10076E+16;;0,0;very low;0,0;0,0;H;4487,0;311,56;1397969,83;0,08;111378,09;0,2;0,0;0,0;0,0;1397969,83;0,07967131164769127;0,2;22275,618000000002;0,0
Mering;Landkreis Aichach-Friedberg;4,82649E+14;1,09896E+16;;0,0;very low;0,0;0,0;D;4487,0;153,3;687864,91;0,14;96235,84;0,2;0,0;0,0;0,0;687864,91;0,13990514503785342;0,2;19247,168;0,0
München;;4,82082E+15;1,16021E+16;;0,0;very low;0,0;0,0;E;10186,0;90,76;924516,7;0,15;141369,89;0,2;0,0;0,0;0,0;924516,7;0,15291220807585199;0,2;28273,978000000003;0,0
München;;4,81921E+14;1,15959E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,51;311871,01;0,25;0,0;0,0;0,0;611160,0;0,5102935565154788;0,25;77967,7525;0,0
München;;4,82192E+14;1,1634E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,47;288102,44;0,2;0,0;0,0;0,0;611160,0;0,4714026441521042;0,2;57620,488000000005;0,0
München;;4,82014E+15;1,16264E+16;;0,0;very low;0,0;0,0;A;10186,0;143,34;1460111,34;0,14;211312,93;0,2;0,0;0,0;0,0;1460111,34;0,14472384688143028;0,2;42262,586;0,0
München;;4,82162E+15;1,16049E+16;;0,0;very low;0,0;0,0;C;10186,0;62,42;635801,12;0,26;167486,68;0,2;0,0;0,0;0,0;635801,12;0,2634262110139095;0,2;33497,336;0,0
München;;4,82069E+16;1,16319E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,62;381855,88;0,3;0,0;0,0;0,0;611160,0;0,6248050919562799;0,3;114556,764;0,0
München;;4,81937E+15;1,16206E+15;;0,0;very low;0,0;0,0;E;10186,0;60,0;611160,0;0,38;229574,29;0,2;0,0;0,0;0,0;611160,0;0,3756369690424766;0,2;45914,85800000001;0,0
München;;4,81639E+15;1,15268E+16;;0,0;very low;0,0;0,0;A+;10186,0;60,0;611160,0;0,35;212382,5;0,2;0,0;0,0;0,0;611160,0;0,34750719942404606;0,2;42476,5;0,0
München;;4,8165E+15;1,15261E+16;;0,0;very low;0,0;0,0;E;10186,0;60,0;611160,0;0,39;238133,12;0,2;0,0;0,0;0,0;611160,0;0,3896412068852674;0,2;47626,624;0,0
München;;4,81563E+15;1,1502E+16;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,23;139813,19;0,2;0,0;0,0;0,0;611160,0;0,22876691864650828;0,2;27962,638000000003;0,0
München;;4,81677E+14;1,15902E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,65;398965,1;0,3;0,0;0,0;0,0;611160,0;0,6527997578375547;0,3;119689,52999999998;0,0
München;;4,818E+16;1,16169E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,47;289660,71;0,2;0,0;0,0;0,0;611160,0;0,4739523365403495;0,2;57932,14200000001;0,0
München;;4,81749E+15;1,1612E+14;;0,0;very low;0,0;0,0;H;10186,0;60,28;613965,67;0,48;291831,74;0,2;0,0;0,0;0,0;613965,67;0,4753225697456341;0,2;58366,348;0,0
München;;4,81677E+15;1,16074E+16;;0,0;very low;0,0;0,0;E;10186,0;60,0;611160,0;0,72;441405,76;0,3;0,0;0,0;0,0;611160,0;0,7222425551410433;0,3;132421,728;0,0
München;;4,81701E+15;1,16026E+15;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,45;272249,5;0,2;0,0;0,0;0,0;611160,0;0,44546354473460303;0,2;54449,9;0,0
München;;4,81369E+16;1,15731E+16;;0,0;very low;0,0;0,0;E;10186,0;60,0;611160,0;0,26;156526,36;0,2;0,0;0,0;0,0;611160,0;0,25611355455199947;0,2;31305,271999999997;0,0
München;;4,81621E+15;1,15321E+16;;0,0;very low;0,0;0,0;F;10186,0;175,46;1787259,82;0,13;240090,1;0,2;0,0;0,0;0,0;1787259,82;0,1343341898661382;0,2;48018,020000000004;0,0
München;;4,81597E+15;1,15404E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,36;217218,9;0,2;0,0;0,0;0,0;611160,0;0,3554206754368741;0,2;43443,78;0,0
München;;4,81682E+15;1,15356E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,65;396235,43;0,3;0,0;0,0;0,0;611160,0;0,6483333824203155;0,3;118870,62899999999;0,0
München;;4,81633E+15;1,15309E+15;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,7;427893,22;0,3;0,0;0,0;0,0;611160,0;0,7001328948229596;0,3;128367,96599999999;0,0
München;;4,81588E+16;1,15309E+14;;0,0;very low;0,0;0,0;B;10186,0;60,0;611160,0;0,53;322120,5;0,25;0,0;0,0;0,0;611160,0;0,5270641075986648;0,25;80530,125;0,0
München;;4,81706E+16;1,15255E+16;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,64;389753,97;0,3;0,0;0,0;0,0;611160,0;0,6377282053799332;0,3;116926,19099999999;0,0
München;;4,81378E+16;1,15444E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,45;276809,45;0,2;0,0;0,0;0,0;611160,0;0,45292468420708165;0,2;55361,89000000001;0,0
München;;4,81404E+15;1,15397E+16;;0,0;very low;0,0;0,0;A+;10186,0;60,0;611160,0;0,58;354356,5;0,25;0,0;0,0;0,0;611160,0;0,5798097061326003;0,25;88589,125;0,0
München;;4,81366E+15;1,1539E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,71;435195,76;0,3;0,0;0,0;0,0;611160,0;0,7120815498396492;0,3;130558,728;0,0
München;;4,81353E+15;1,15345E+16;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,41;248390,97;0,2;0,0;0,0;0,0;611160,0;0,40642543687414096;0,2;49678,194;0,0
München;;4,81364E+15;1,15395E+16;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,36;221053,68;0,2;0,0;0,0;0,0;611160,0;0,3616952680149224;0,2;44210,736000000004;0,0
München;;4,81401E+15;1,15392E+16;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,61;374486,66;0,3;0,0;0,0;0,0;611160,0;0,6127473329406374;0,3;112345,99799999999;0,0
München;;4,81399E+15;1,15427E+16;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,72;438620,91;0,3;0,0;0,0;0,0;611160,0;0,7176858924013352;0,3;131586,273;0,0
München;;4,81287E+14;1,15075E+16;;0,0;very low;0,0;0,0;A+;10186,0;60,0;611160,0;0,53;326248,15;0,25;0,0;0,0;0,0;611160,0;0,5338179036586165;0,25;81562,0375;0,0
München;;4,81295E+15;1,15037E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,41;251971,01;0,2;0,0;0,0;0,0;611160,0;0,41228321552457625;0,2;50394,202000000005;0,0
München;;4,81323E+15;1,15046E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,29;176332,21;0,2;0,0;0,0;0,0;611160,0;0,2885205347208587;0,2;35266,442;0,0
München;;4,81296E+15;1,15137E+15;;0,0;very low;0,0;0,0;B;10186,0;60,0;611160,0;0,41;253206,93;0,2;0,0;0,0;0,0;611160,0;0,4143054682898095;0,2;50641,386;0,0
München;;4,8134E+15;1,15161E+16;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,5;308588,72;0,25;0,0;0,0;0,0;611160,0;0,5049229661627069;0,25;77147,18;0,0
München;;4,81791E+15;1,15544E+15;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,33;202435,21;0,2;0,0;0,0;0,0;611160,0;0,3312311178742064;0,2;40487,042;0,0
München;;4,8176E+15;1,15678E+15;;0,0;very low;0,0;0,0;D;10186,0;100,45;1023137,24;0,5;508290,1;0,2;0,0;0,0;0,0;1023137,24;0,4967956204975981;0,2;101658,02;0,0
München;;4,81807E+15;1,15406E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,71;436308,54;0,3;0,0;0,0;0,0;611160,0;0,7139023169055566;0,3;130892,56199999999;0,0
München;;4,81723E+16;1,1539E+15;;0,0;very low;0,0;0,0;A+;10186,0;60,0;611160,0;0,15;89835,04;0,2;0,0;0,0;0,0;611160,0;0,14699103344459716;0,2;17967,007999999998;0,0
München;;4,81793E+15;1,15529E+15;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,66;403368,61;0,3;0,0;0,0;0,0;611160,0;0,6600049250605405;0,3;121010,58299999998;0,0
München;;4,81808E+15;1,15582E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,43;263976,97;0,2;0,0;0,0;0,0;611160,0;0,43192776032462854;0,2;52795,394;0,0
München;;4,81501E+14;1,15807E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,26;158535,8;0,2;0,0;0,0;0,0;611160,0;0,259401466064533;0,2;31707,16;0,0
München;;4,81568E+15;1,1578E+15;;0,0;very low;0,0;0,0;C;10186,0;63,19;643604,5;0,2;129126,03;0,2;0,0;0,0;0,0;643604,5;0,20062947042787924;0,2;25825,206000000002;0,0
München;;4,81568E+16;1,15719E+15;;0,0;very low;0,0;0,0;C;10186,0;74,04;754168,38;0,35;261836,97;0,2;0,0;0,0;0,0;754168,38;0,3471863537954217;0,2;52367,394;0,0
München;;4,81591E+15;1,15802E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,69;419562,33;0,3;0,0;0,0;0,0;611160,0;0,6865016198704104;0,3;125868,699;0,0
München;;4,8201E+15;1,14399E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,73;444795,89;0,3;0,0;0,0;0,0;611160,0;0,7277895968322534;0,3;133438,767;0,0
München;;4,81811E+16;1,14639E+16;;0,0;very low;0,0;0,0;B;10186,0;60,0;611160,0;0,34;210826,03;0,2;0,0;0,0;0,0;611160,0;0,3449604522547287;0,2;42165,206000000006;0,0
München;;4,81856E+15;1,14366E+16;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,5;306898,75;0,25;0,0;0,0;0,0;611160,0;0,5021577819229007;0,25;76724,6875;0,0
München;;4,81978E+15;1,14647E+16;;0,0;very low;0,0;0,0;F;10186,0;214,87;2188638,0;0,07;155237,52;0,2;0,0;0,0;0,0;2188638,0;0,07092882422767036;0,2;31047,504;0,0
München;;4,8141E+15;1,15856E+16;;0,0;very low;0,0;0,0;E;10186,0;60,0;611160,0;0,48;292140,14;0,2;0,0;0,0;0,0;611160,0;0,47800926107729563;0,2;58428,028000000006;0,0
München;;4,81487E+15;1,15947E+15;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,49;299098,48;0,2;0,0;0,0;0,0;611160,0;0,4893947247856535;0,2;59819,695999999996;0,0
München;;4,81344E+15;1,15875E+16;;0,0;very low;0,0;0,0;H;10186,0;71,44;727649,87;0,17;124898,34;0,2;0,0;0,0;0,0;727649,87;0,17164620671202757;0,2;24979,668;0,0
München;;4,81733E+14;1,15661E+16;;0,0;very low;0,0;0,0;A+;10186,0;60,0;611160,0;0,29;175067,19;0,2;0,0;0,0;0,0;611160,0;0,286450667582957;0,2;35013,438;0,0
München;;4,81737E+15;1,15855E+16;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,41;248540,55;0,2;0,0;0,0;0,0;611160,0;0,4066701845670528;0,2;49708,11;0,0
München;;4,81691E+15;1,15832E+16;;0,0;very low;0,0;0,0;A+;10186,0;60,0;611160,0;0,72;442290,5;0,3;0,0;0,0;0,0;611160,0;0,7236901956934354;0,3;132687,15;0,0
München;;4,81756E+15;1,15725E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,31;191264,02;0,2;0,0;0,0;0,0;611160,0;0,3129524510766411;0,2;38252,804;0,0
München;;4,81869E+15;1,14911E+16;;0,0;very low;0,0;0,0;E;10186,0;60,0;611160,0;0,31;186701,2;0,2;0,0;0,0;0,0;611160,0;0,30548661561620527;0,2;37340,240000000005;0,0
München;;4,81676E+15;1,14899E+15;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,44;270154,31;0,2;0,0;0,0;0,0;611160,0;0,4420353262648079;0,2;54030,862;0,0
München;;4,82008E+15;1,14809E+16;;0,0;very low;0,0;0,0;A;10186,0;60,0;611160,0;0,48;295922,23;0,2;0,0;0,0;0,0;611160,0;0,4841976405523921;0,2;59184,445999999996;0,0
München;;4,81834E+14;1,14859E+15;;0,0;very low;0,0;0,0;E;10186,0;60,0;611160,0;0,59;362367,66;0,25;0,0;0,0;0,0;611160,0;0,5929178283919104;0,25;90591,915;0,0
München;;4,81798E+15;1,15026E+15;;0,0;very low;0,0;0,0;B;10186,0;60,0;611160,0;0,11;65291,3;0,2;0,0;0,0;0,0;611160,0;0,1068317625499051;0,2;13058,260000000002;0,0
München;;4,81933E+15;1,14699E+16;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,49;302079,92;0,2;0,0;0,0;0,0;611160,0;0,4942730545192748;0,2;60415,984;0,0
München;;4,81494E+15;1,15448E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,3;180842,58;0,2;0,0;0,0;0,0;611160,0;0,2959005497741999;0,2;36168,515999999996;0,0
München;;4,81574E+15;1,15507E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,6;365181,34;0,25;0,0;0,0;0,0;611160,0;0,5975216637214478;0,25;91295,335;0,0
München;;4,81507E+16;1,15405E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,44;268566,11;0,2;0,0;0,0;0,0;611160,0;0,4394366614307219;0,2;53713,222;0,0
München;;4,81489E+16;1,15404E+15;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,66;406091,79;0,3;0,0;0,0;0,0;611160,0;0,664460681327312;0,3;121827,53699999998;0,0
München;;4,81564E+15;1,15489E+16;;0,0;very low;0,0;0,0;A+;10186,0;60,0;611160,0;0,69;423600,06;0,3;0,0;0,0;0,0;611160,0;0,6931082858825839;0,3;127080,018;0,0
München;;4,815E+15;1,15416E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,7;429026,37;0,3;0,0;0,0;0,0;611160,0;0,7019869919497349;0,3;128707,911;0,0
München;;4,81671E+16;1,15803E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,66;403951,79;0,3;0,0;0,0;0,0;611160,0;0,6609591432685384;0,3;121185,53699999998;0,0
München;;4,81647E+15;1,1582E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,33;201191,4;0,2;0,0;0,0;0,0;611160,0;0,3291959552326723;0,2;40238,28;0,0
München;;4,81641E+16;1,1575E+15;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,69;421515,56;0,3;0,0;0,0;0,0;611160,0;0,6896975587407553;0,3;126454,66799999999;0,0
München;;4,81244E+15;1,15578E+16;;0,0;very low;0,0;0,0;D;10186,0;73,31;746748,97;0,15;114729,7;0,2;0,0;0,0;0,0;746748,97;0,1536389129535726;0,2;22945,940000000002;0,0
München;;4,81276E+16;1,15591E+16;;0,0;very low;0,0;0,0;A;10186,0;60,0;611160,0;0,68;415455,08;0,3;0,0;0,0;0,0;611160,0;0,6797812029583088;0,3;124636,524;0,0
München;;4,81245E+16;1,15493E+15;;0,0;very low;0,0;0,0;A;10186,0;60,0;611160,0;0,5;307348,58;0,25;0,0;0,0;0,0;611160,0;0,5028938084953204;0,25;76837,145;0,0
München;;4,81306E+15;1,15601E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,23;142430,64;0,2;0,0;0,0;0,0;611160,0;0,23304967602591795;0,2;28486,128000000004;0,0
München;;4,81596E+15;1,1572E+16;;0,0;very low;0,0;0,0;E;10186,0;68,47;697418,25;0,17;119088,96;0,2;0,0;0,0;0,0;697418,25;0,17075687365508432;0,2;23817,792;0,0
München;;4,81653E+15;1,15687E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,48;296191,63;0,2;0,0;0,0;0,0;611160,0;0,4846384416519406;0,2;59238,326;0,0
München;;4,81683E+15;1,15713E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,41;250962,5;0,2;0,0;0,0;0,0;611160,0;0,4106330584462334;0,2;50192,5;0,0
München;;4,81624E+16;1,15665E+16;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,21;128169,21;0,2;0,0;0,0;0,0;611160,0;0,20971465737286474;0,2;25633,842000000004;0,0
München;;4,81815E+16;1,15802E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,48;296252,14;0,2;0,0;0,0;0,0;611160,0;0,48473745009490155;0,2;59250,42800000001;0,0
München;;4,81815E+14;1,15982E+15;;0,0;very low;0,0;0,0;F;10186,0;60,0;611160,0;0,5;303606,69;0,2;0,0;0,0;0,0;611160,0;0,4967712055762812;0,2;60721,338;0,0
München;;4,81892E+15;1,15887E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,54;328973,28;0,25;0,0;0,0;0,0;611160,0;0,5382768505792265;0,25;82243,32;0,0
München;;4,81876E+15;1,15706E+16;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,57;349961,23;0,25;0,0;0,0;0,0;611160,0;0,5726180214673735;0,25;87490,3075;0,0
München;;4,81829E+15;1,1596E+16;;0,0;very low;0,0;0,0;C;10186,0;97,91;997335,43;0,14;143872,47;0,2;0,0;0,0;0,0;997335,43;0,1442568524814164;0,2;28774,494000000002;0,0
München;;4,81775E+15;1,15915E+15;;0,0;very low;0,0;0,0;G;10186,0;148,33;1510843,62;0,18;273572,89;0,2;0,0;0,0;0,0;1510843,62;0,1810729359270154;0,2;54714,57800000001;0,0
München;;4,81823E+14;1,15803E+16;;0,0;very low;0,0;0,0;B;10186,0;60,0;611160,0;0,41;252135,17;0,2;0,0;0,0;0,0;611160,0;0,4125518194908044;0,2;50427,03400000001;0,0
München;;4,81303E+15;1,15483E+16;;0,0;very low;0,0;0,0;A;10186,0;60,0;611160,0;0,5;303973,49;0,2;0,0;0,0;0,0;611160,0;0,49737137574448587;0,2;60794,698000000004;0,0
München;;4,81382E+14;1,15576E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,49;300589,16;0,2;0,0;0,0;0,0;611160,0;0,49183382420315463;0,2;60117,831999999995;0,0
München;;4,81331E+15;1,15795E+16;;0,0;very low;0,0;0,0;G;10186,0;60,0;611160,0;0,45;275466,89;0,2;0,0;0,0;0,0;611160,0;0,45072794358269525;0,2;55093,378000000004;0,0
München;;4,81338E+15;1,15786E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,46;283239,02;0,2;0,0;0,0;0,0;611160,0;0,46344495713070233;0,2;56647,804000000004;0,0
München;;4,81315E+15;1,15702E+15;;0,0;very low;0,0;0,0;D;10186,0;83,0;845458,26;0,27;224349,63;0,2;0,0;0,0;0,0;845458,26;0,265358611553455;0,2;44869,92600000001;0,0
München;;4,81303E+15;1,15802E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,29;175824,04;0,2;0,0;0,0;0,0;611160,0;0,287689050330519;0,2;35164,808000000005;0,0
München;;4,81296E+14;1,15669E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,53;321923,8;0,25;0,0;0,0;0,0;611160,0;0,5267422606191504;0,25;80480,95;0,0
München;;4,81323E+15;1,15674E+16;;0,0;very low;0,0;0,0;E;10186,0;60,0;611160,0;0,44;267040,83;0,2;0,0;0,0;0,0;611160,0;0,4369409483604948;0,2;53408,166000000005;0,0
München;;4,81311E+15;1,15757E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,68;418421,78;0,3;0,0;0,0;0,0;611160,0;0,6846354146213758;0,3;125526,534;0,0
München;;4,82066E+15;1,15417E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,26;156414,35;0,2;0,0;0,0;0,0;611160,0;0,2559302801230447;0,2;31282,870000000003;0,0
München;;4,82342E+15;1,15183E+16;;0,0;very low;0,0;0,0;A;10186,0;60,0;611160,0;0,63;385829,52;0,3;0,0;0,0;0,0;611160,0;0,6313068918122914;0,3;115748,856;0,0
München;;4,82324E+15;1,15041E+16;;0,0;very low;0,0;0,0;C;10186,0;60,0;611160,0;0,49;297378,83;0,2;0,0;0,0;0,0;611160,0;0,486580977158191;0,2;59475,766;0,0
München;;4,82224E+16;1,14927E+16;;0,0;very low;0,0;0,0;D;10186,0;60,0;611160,0;0,61;370061,12;0,3;0,0;0,0;0,0;611160,0;0,6055061195104392;0,3;111018,336;0,0
München;;4,82411E+15;1,14965E+16;;0,0;very low;0,0;0,0;H;10186,0;60,0;611160,0;0,33;198699,96;0,2;0,0;0,0;0,0;611160,0;0,3251193795405458;0,2;39739,992;0,0
