ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;immobilienwert_check;darlehenbetrag_check;ID;Immobilienschaden;EAI;Neuer Immobilienwert;Neue LtV;Risikogewicht;Neue Risikogewicht;Akt. RWA;Neue RWA;RWA Änderung
Aschheim;Landkreis München;4,81899E+15;1,17086E+16;;0.0;very low;0.0;0.0;F;5281.56;117.29;619487.37;0.48;297889.19;0.2;True;True;3600;0.0;0.0;619487.37;0.4808640247177275;0.2;0.2;59577.838;59577.838;0.0
Aschheim;Landkreis München;4,81827E+16;1,17021E+16;;0.0;very low;0.0;0.0;B;5281.56;124.06;655211.94;0.61;400880.27;0.3;True;True;3601;0.0;0.0;655211.94;0.611832974228156;0.3;0.3;120264.081;120264.081;0.0
Unterföhring;Landkreis München;4,81931E+15;1,16651E+16;;0.0;very low;0.0;0.0;C;5281.56;80.0;422524.98;0.55;231113.36;0.25;True;True;3602;0.0;0.0;422524.98;0.5469815299440994;0.25;0.25;57778.34;57778.34;0.0
Unterföhring;Landkreis München;4,81965E+15;1,16578E+16;;0.0;very low;0.0;0.0;D;5281.56;149.85;791425.94;0.44;344971.49;0.2;True;True;3603;0.0;0.0;791425.94;0.43588600343324607;0.2;0.2;68994.298;68994.298;0.0
Unterföhring;Landkreis München;4,81888E+15;1,16646E+16;;0.0;very low;0.0;0.0;C;5281.56;80.0;422524.98;0.63;265525.93;0.3;True;True;3604;0.0;0.0;422524.98;0.628426584387981;0.3;0.3;79657.779;79657.779;0.0
Neubiberg;Landkreis München;4,80835E+15;1,1615E+16;;0.0;very low;0.0;0.0;G;5281.56;112.22;592696.42;0.57;339004.35;0.25;True;True;3605;0.0;0.0;592696.42;0.5719696265416956;0.25;0.25;84751.0875;84751.0875;0.0
Neubiberg;Landkreis München;4,80772E+15;1,16462E+16;;0.0;very low;0.0;0.0;G;5281.56;80.0;422524.98;0.63;266604.87;0.3;True;True;3606;0.0;0.0;422524.98;0.6309801375530507;0.3;0.3;79981.461;79981.461;0.0
Neubiberg;Landkreis München;4,80733E+16;1,16715E+16;;0.0;very low;0.0;0.0;C;5281.56;114.02;602210.29;0.52;310450.31;0.25;True;True;3607;0.0;0.0;602210.29;0.5155181091309482;0.25;0.25;77612.5775;77612.5775;0.0
Neubiberg;Landkreis München;4,80766E+16;1,16816E+16;;0.0;very low;0.0;0.0;B;5281.56;156.25;825248.38;0.46;381794.82;0.2;True;True;3608;0.0;0.0;825248.38;0.4626423138207191;0.2;0.2;76358.964;76358.964;0.0
Hohenbrunn;Landkreis München;4,80542E+15;1,16678E+16;;0.0;very low;0.0;0.0;D;5281.56;162.29;857167.65;0.66;565200.71;0.3;True;True;3609;0.0;0.0;857167.65;0.6593817557160492;0.3;0.3;169560.213;169560.213;0.0
Hohenbrunn;Landkreis München;4,8068E+16;1,16723E+16;;0.0;very low;0.0;0.0;D;5281.56;93.62;494462.91;0.52;258136.52;0.25;True;True;3610;0.0;0.0;494462.91;0.5220543639966848;0.25;0.25;64534.13;64534.13;0.0
Hohenbrunn;Landkreis München;4,80663E+15;1,17001E+16;;0.0;very low;0.0;0.0;H;5281.56;109.99;580930.21;0.67;389345.86;0.3;True;True;3611;0.0;0.0;580930.21;0.6702110740634405;0.3;0.3;116803.75799999999;116803.75799999999;0.0
Hohenbrunn;Landkreis München;4,80638E+15;1,16844E+16;;0.0;very low;0.0;0.0;D;5281.56;80.0;422524.98;0.65;274740.21;0.3;True;True;3612;0.0;0.0;422524.98;0.6502342417719303;0.3;0.3;82422.06300000001;82422.06300000001;0.0
Hohenbrunn;Landkreis München;4,80705E+15;1,16868E+16;;0.0;very low;0.0;0.0;G;5281.56;127.82;675071.21;0.48;325780.58;0.2;True;True;3613;0.0;0.0;675071.21;0.4825869851567215;0.2;0.2;65156.11600000001;65156.11600000001;0.0
Hohenbrunn;Landkreis München;4,80685E+16;1,16643E+16;;0.0;very low;0.0;0.0;H;5281.56;92.72;489728.72;0.64;313155.38;0.3;True;True;3614;0.0;0.0;489728.72;0.6394466307795875;0.3;0.3;93946.614;93946.614;0.0
Hohenbrunn;Landkreis München;4,80623E+14;1,16506E+15;;0.0;very low;0.0;0.0;D;5281.56;127.33;672485.88;0.55;366793.35;0.25;True;True;3615;0.0;0.0;672485.88;0.5454290728007553;0.25;0.25;91698.3375;91698.3375;0.0
Ottobrunn;Landkreis München;4,80447E+16;1,16784E+16;;0.0;very low;0.0;0.0;D;5281.56;125.16;661064.27;0.75;495798.2;0.3;True;True;3616;0.0;0.0;661064.27;0.7499999962182194;0.3;0.3;148739.46;148739.46;0.0
Ottobrunn;Landkreis München;4,80686E+15;1,16607E+16;;0.0;very low;0.0;0.0;G;5281.56;86.67;457758.25;0.65;296146.41;0.3;True;True;3617;0.0;0.0;457758.25;0.6469493668328206;0.3;0.3;88843.923;88843.923;0.0
Ottobrunn;Landkreis München;4,80709E+15;1,16477E+15;;0.0;very low;0.0;0.0;E;5281.56;109.76;579688.7;0.75;433248.52;0.3;True;True;3618;0.0;0.0;579688.7;0.7473813445043866;0.3;0.3;129974.556;129974.556;0.0
Ottobrunn;Landkreis München;4,80626E+15;1,16715E+15;;0.0;very low;0.0;0.0;F;5281.56;80.0;422524.98;0.67;281880.33;0.3;True;True;3619;0.0;0.0;422524.98;0.6671329349568871;0.3;0.3;84564.099;84564.099;0.0
Ottobrunn;Landkreis München;4,80721E+15;1,16539E+16;;0.0;very low;0.0;0.0;G;5281.56;129.32;683033.65;0.64;437551.65;0.3;True;True;3620;0.0;0.0;683033.65;0.6406004301545026;0.3;0.3;131265.495;131265.495;0.0
Ottobrunn;Landkreis München;4,80642E+15;1,16758E+16;;0.0;very low;0.0;0.0;G;5281.56;161.3;851923.8;0.59;502375.38;0.25;True;True;3621;0.0;0.0;851923.8;0.5896952051345437;0.25;0.25;125593.845;125593.845;0.0
Ottobrunn;Landkreis München;4,80544E+16;1,16666E+14;;0.0;very low;0.0;0.0;H;5281.56;80.0;422524.98;0.59;249254.5;0.25;True;True;3622;0.0;0.0;422524.98;0.5899166009072411;0.25;0.25;62313.625;62313.625;0.0
Putzbrunn;Landkreis München;4,80723E+15;1,17074E+15;;0.0;very low;0.0;0.0;C;5281.56;96.65;510457.97;0.75;382843.47;0.3;True;True;3623;0.0;0.0;510457.97;0.7499999853073114;0.3;0.3;114853.04099999998;114853.04099999998;0.0
Putzbrunn;Landkreis München;4,80832E+15;1,17073E+16;;0.0;very low;0.0;0.0;C;5281.56;117.4;620059.55;0.62;385042.67;0.3;True;True;3624;0.0;0.0;620059.55;0.6209769206844729;0.3;0.3;115512.80099999999;115512.80099999999;0.0
Brunnthal;Landkreis München;4,79443E+15;1,17161E+16;;0.0;very low;0.0;0.0;D;5281.56;101.04;533635.51;0.58;311834.03;0.25;True;True;3625;0.0;0.0;533635.51;0.5843577201224859;0.25;0.25;77958.5075;77958.5075;0.0
Unterschleißheim;Landkreis München;4,82799E+15;1,15531E+16;;0.0;very low;0.0;0.0;H;5281.56;80.0;422524.98;0.67;281600.27;0.3;True;True;3626;0.0;0.0;422524.98;0.6664701102405828;0.3;0.3;84480.081;84480.081;0.0
Unterschleißheim;Landkreis München;4,82667E+16;1,15833E+16;;0.0;very low;0.0;0.0;B;5281.56;143.96;760348.05;0.54;411441.34;0.25;True;True;3627;0.0;0.0;760348.05;0.5411223715244617;0.25;0.25;102860.335;102860.335;0.0
Unterschleißheim;Landkreis München;4,82655E+16;1,15768E+16;;0.0;very low;0.0;0.0;F;5281.56;151.4;799607.89;0.58;462403.72;0.25;True;True;3628;0.0;0.0;799607.89;0.5782880906790452;0.25;0.25;115600.93;115600.93;0.0
Unterschleißheim;Landkreis München;4,82851E+15;1,15433E+16;;0.0;very low;0.0;0.0;E;5281.56;80.0;422524.98;0.64;272412.22;0.3;True;True;3629;0.0;0.0;422524.98;0.6447245320264852;0.3;0.3;81723.66599999998;81723.66599999998;0.0
Unterschleißheim;Landkreis München;4,82762E+15;1,15644E+16;;0.0;very low;0.0;0.0;D;5281.56;117.22;619120.51;0.53;330840.55;0.25;True;True;3630;0.0;0.0;619120.51;0.5343718139785096;0.25;0.25;82710.1375;82710.1375;0.0
Unterschleißheim;Landkreis München;4,82717E+16;1,15206E+15;;0.0;very low;0.0;0.0;A+;5281.56;114.81;606385.91;0.69;420529.08;0.3;True;True;3631;0.0;0.0;606385.91;0.6935007444351733;0.3;0.3;126158.724;126158.724;0.0
Unterschleißheim;Landkreis München;4,82805E+16;1,15287E+15;;0.0;very low;0.0;0.0;F;5281.56;80.0;422524.98;0.65;275663.46;0.3;True;True;3632;0.0;0.0;422524.98;0.6524193196814069;0.3;0.3;82699.038;82699.038;0.0
Ismaning;Landkreis München;4,82159E+15;1,16708E+16;;0.0;very low;0.0;0.0;A+;5281.56;125.01;660250.24;0.59;387193.56;0.25;True;True;3633;0.0;0.0;660250.24;0.5864345615383646;0.25;0.25;96798.39;96798.39;0.0
Ismaning;Landkreis München;4,82736E+15;1,17326E+15;;0.0;very low;0.0;0.0;F;5281.56;100.51;530826.7;0.58;306501.51;0.25;True;True;3634;0.0;0.0;530826.7;0.5774040944059522;0.25;0.25;76625.3775;76625.3775;0.0
Ismaning;Landkreis München;4,82542E+15;1,16831E+16;;0.0;very low;0.0;0.0;A+;5281.56;89.52;472813.26;0.75;354609.94;0.3;True;True;3635;0.0;0.0;472813.26;0.7499999894250005;0.3;0.3;106382.982;106382.982;0.0
Ismaning;Landkreis München;4,82542E+15;1,17452E+16;;0.0;very low;0.0;0.0;B;5281.56;81.28;429286.81;0.6;257775.87;0.25;True;True;3636;0.0;0.0;429286.81;0.6004747036136516;0.25;0.3;64443.9675;77332.761;0.19999999999999996
Feldkirchen;Landkreis München;4,81397E+14;1,17299E+16;;0.0;very low;0.0;0.0;E;5281.56;80.0;422524.98;0.45;191239.72;0.2;True;True;3637;0.0;0.0;422524.98;0.4526116302046805;0.2;0.2;38247.944;38247.944;0.0
Feldkirchen;Landkreis München;4,81341E+15;1,17288E+15;;0.0;very low;0.0;0.0;C;5281.56;158.39;836567.84;0.56;466736.96;0.25;True;True;3638;0.0;0.0;836567.84;0.5579188413458496;0.25;0.25;116684.24;116684.24;0.0
Vaterstetten;Landkreis Ebersberg;4,81373E+16;1,17416E+16;;0.0;very low;0.0;0.0;A;3896.03;80.0;311682.39;0.67;207968.28;0.3;True;True;3639;0.0;0.0;311682.39;0.667244241806539;0.3;0.3;62390.484;62390.484;0.0
Vaterstetten;Landkreis Ebersberg;4,81427E+14;1,17658E+15;;0.0;very low;0.0;0.0;C;3896.03;80.0;311682.39;0.53;166354.67;0.25;True;True;3640;0.0;0.0;311682.39;0.5337313731455923;0.25;0.25;41588.6675;41588.6675;0.0
Aying;Landkreis München;4,79321E+15;1,17268E+16;;0.0;very low;0.0;0.0;G;5281.56;148.04;781879.69;0.54;421874.56;0.25;True;True;3641;0.0;0.0;781879.69;0.5395645460492777;0.25;0.25;105468.64;105468.64;0.0
Höhenkirchen-Siegertsbrunn;Landkreis München;4,80136E+15;1,17515E+16;;0.0;very low;0.0;0.0;C;5281.56;100.75;532121.36;0.64;338784.13;0.3;True;True;3642;0.0;0.0;532121.36;0.6366670377599576;0.3;0.3;101635.239;101635.239;0.0
Höhenkirchen-Siegertsbrunn;Landkreis München;4,80204E+15;1,17444E+15;;0.0;very low;0.0;0.0;H;5281.56;163.93;865804.51;0.73;629245.56;0.3;True;True;3643;0.0;0.0;865804.51;0.7267755627653176;0.3;0.3;188773.668;188773.668;0.0
Höhenkirchen-Siegertsbrunn;Landkreis München;4,80295E+15;1,17369E+16;;0.0;very low;0.0;0.0;B;5281.56;153.33;809820.66;0.65;526484.92;0.3;True;True;3644;0.0;0.0;809820.66;0.6501253252788093;0.3;0.3;157945.476;157945.476;0.0
Grasbrunn;Landkreis München;4,80831E+15;1,17528E+16;;0.0;very low;0.0;0.0;D;5281.56;158.99;839713.03;0.58;487246.52;0.25;True;True;3645;0.0;0.0;839713.03;0.5802536135469996;0.25;0.25;121811.63;121811.63;0.0
Grasbrunn;Landkreis München;4,80902E+15;1,17651E+16;;0.0;very low;0.0;0.0;H;5281.56;96.36;508942.79;0.69;349223.89;0.3;True;True;3646;0.0;0.0;508942.79;0.686175139645853;0.3;0.3;104767.167;104767.167;0.0
Kirchheim bei München;Landkreis München;4,8174E+15;1,17572E+15;;0.0;very low;0.0;0.0;C;5281.56;80.0;422524.98;0.75;316893.74;0.3;True;True;3647;0.0;0.0;422524.98;0.7500000118336199;0.3;0.3;95068.12199999999;95068.12199999999;0.0
Kirchheim bei München;Landkreis München;4,81829E+15;1,17478E+16;;0.0;very low;0.0;0.0;E;5281.56;153.5;810745.79;0.5;402843.21;0.2;True;True;3648;0.0;0.0;810745.79;0.49687980495094525;0.2;0.2;80568.642;80568.642;0.0
Kirchheim bei München;Landkreis München;4,82027E+15;1,17364E+16;;0.0;very low;0.0;0.0;E;5281.56;159.51;842470.59;0.47;395499.72;0.2;True;True;3649;0.0;0.0;842470.59;0.4694522570811641;0.2;0.2;79099.944;79099.944;0.0
Hohenbrunn;Landkreis München;4,80425E+15;1,17401E+16;;0.0;very low;0.0;0.0;H;5281.56;110.06;581314.12;0.62;360997.23;0.3;True;True;3650;0.0;0.0;581314.12;0.6210019980247512;0.3;0.3;108299.169;108299.169;0.0
Haar;Landkreis München;4,81133E+16;1,17235E+16;;0.0;very low;0.0;0.0;G;5281.56;92.62;489173.66;0.44;213566.41;0.2;True;True;3651;0.0;0.0;489173.66;0.43658607865354;0.2;0.2;42713.28200000001;42713.28200000001;0.0
Haar;Landkreis München;4,81164E+15;1,17562E+15;;0.0;very low;0.0;0.0;C;5281.56;137.55;726494.24;0.65;468905.09;0.3;True;True;3652;0.0;0.0;726494.24;0.6454353856955563;0.3;0.3;140671.527;140671.527;0.0
Haar;Landkreis München;4,81046E+15;1,17181E+16;;0.0;very low;0.0;0.0;F;5281.56;154.76;817382.91;0.59;479294.46;0.25;True;True;3653;0.0;0.0;817382.91;0.5863769038185542;0.25;0.25;119823.615;119823.615;0.0
Haar;Landkreis München;4,81252E+16;1,17543E+16;;0.0;very low;0.0;0.0;B;5281.56;80.0;422524.98;0.43;183233.96;0.2;True;True;3654;0.0;0.0;422524.98;0.4336642060784193;0.2;0.2;36646.792;36646.792;0.0
Haar;Landkreis München;4,81271E+15;1,1754E+16;;0.0;very low;0.0;0.0;A;5281.56;128.99;681283.09;0.72;492697.58;0.3;True;True;3655;0.0;0.0;681283.09;0.7231906783419504;0.3;0.3;147809.274;147809.274;0.0
München;;4,81206E+16;1,17092E+16;;0.0;very low;0.0;0.0;C;5297.69;140.91;746475.74;0.61;454466.94;0.3;True;True;3656;0.0;0.0;746475.74;0.6088167580636981;0.3;0.3;136340.082;136340.082;0.0
München;;4,81189E+15;1,17124E+15;;0.0;very low;0.0;0.0;G;5297.69;136.28;721954.85;0.64;464518.46;0.3;True;True;3657;0.0;0.0;721954.85;0.6434176043003244;0.3;0.3;139355.538;139355.538;0.0
München;;4,81118E+15;1,17249E+16;;0.0;very low;0.0;0.0;F;5297.69;137.68;729361.15;0.46;332648.5;0.2;True;True;3658;0.0;0.0;729361.15;0.45608201094889683;0.2;0.2;66529.7;66529.7;0.0
München;;4,81286E+16;1,17427E+15;;0.0;very low;0.0;0.0;A;5297.69;80.0;423814.82;0.74;314286.89;0.3;True;True;3659;0.0;0.0;423814.82;0.7415665407830713;0.3;0.3;94286.067;94286.067;0.0
München;;4,81319E+14;1,17464E+16;;0.0;very low;0.0;0.0;G;5297.69;143.49;760153.0;0.52;391570.83;0.25;True;True;3660;0.0;0.0;760153.0;0.5151210743100403;0.25;0.25;97892.7075;97892.7075;0.0
Pförring;Landkreis Eichstätt;4,88117E+14;1,17117E+16;;0.0;very low;0.0;0.0;F;2030.45;133.5;271059.26;0.53;142435.51;0.25;True;True;3661;0.0;0.0;271059.26;0.5254773808502244;0.25;0.25;35608.8775;35608.8775;0.0
Titting;Landkreis Eichstätt;4,90451E+16;1,12299E+16;;0.0;very low;0.0;0.0;H;2030.45;80.0;162436.0;0.65;105889.04;0.3;True;True;3662;0.0;0.0;162436.0;0.6518816026004087;0.3;0.3;31766.711999999996;31766.711999999996;0.0
Eichstätt;Landkreis Eichstätt;4,89028E+15;1,12551E+15;;0.0;very low;0.0;0.0;H;2030.45;134.57;273242.64;0.7;191254.91;0.3;True;True;3663;0.0;0.0;273242.64;0.6999453306409278;0.3;0.3;57376.473;57376.473;0.0
Eichstätt;Landkreis Eichstätt;4,89025E+15;1,12554E+16;;0.0;very low;0.0;0.0;E;2030.45;119.52;242684.71;0.55;134049.81;0.25;True;True;3664;0.0;0.0;242684.71;0.5523619926446952;0.25;0.25;33512.4525;33512.4525;0.0
Eichstätt;Landkreis Eichstätt;4,886E+15;1,11491E+16;;0.0;very low;0.0;0.0;E;2030.45;82.63;167782.02;0.7;118115.67;0.3;True;True;3665;0.0;0.0;167782.02;0.7039828820752069;0.3;0.3;35434.701;35434.701;0.0
Eichstätt;Landkreis Eichstätt;4,88763E+15;1,11497E+16;;0.0;very low;0.0;0.0;B;2030.45;80.0;162436.0;0.68;110801.35;0.3;True;True;3666;0.0;0.0;162436.0;0.6821231131030068;0.3;0.3;33240.405;33240.405;0.0
Denkendorf;Landkreis Eichstätt;4,89146E+15;1,14736E+16;;0.0;very low;0.0;0.0;D;2030.45;145.6;295633.24;0.75;221724.93;0.3;True;True;3667;0.0;0.0;295633.24;0.75;0.3;0.3;66517.47899999999;66517.47899999999;0.0
Walting;Landkreis Eichstätt;4,8922E+15;1,13075E+16;;0.0;very low;0.0;0.0;D;2030.45;142.47;289273.53;0.59;170064.12;0.25;True;True;3668;0.0;0.0;289273.53;0.587900731878233;0.25;0.25;42516.03;42516.03;0.0
Adelschlag;Landkreis Eichstätt;4,88562E+15;1,12449E+15;;0.0;very low;0.0;0.0;E;2030.45;80.97;164412.19;0.51;84475.74;0.25;True;True;3669;0.0;0.0;164412.19;0.513804602931206;0.25;0.25;21118.935;21118.935;0.0
Schernfeld;Landkreis Eichstätt;4,89164E+15;1,10743E+15;;0.0;very low;0.0;0.0;D;2030.45;120.58;244829.28;0.5;122968.72;0.2;True;True;3670;0.0;0.0;244829.28;0.5022631280049511;0.2;0.25;24593.744000000002;30742.18;0.25
Ingolstadt;;4,87933E+14;1,14062E+16;;0.0;very low;0.0;0.0;E;2734.14;103.39;282677.21;0.64;181898.74;0.3;True;True;3671;0.0;0.0;282677.21;0.6434856916834575;0.3;0.3;54569.621999999996;54569.621999999996;0.0
Ingolstadt;;4,87656E+15;1,14773E+16;;0.0;very low;0.0;0.0;E;2734.14;95.9;262192.4;0.65;169763.45;0.3;True;True;3672;0.0;0.0;262192.4;0.6474766240363946;0.3;0.3;50929.035;50929.035;0.0
Ingolstadt;;4,87789E+15;1,14283E+16;;0.0;very low;0.0;0.0;C;2734.14;133.43;364803.91;0.75;273602.94;0.3;True;True;3673;0.0;0.0;364803.91;0.7500000205589902;0.3;0.3;82080.882;82080.882;0.0
Ingolstadt;;4,87708E+15;1,14411E+16;;0.0;very low;0.0;0.0;H;2734.14;130.67;357269.51;0.69;246633.92;0.3;True;True;3674;0.0;0.0;357269.51;0.6903301655940357;0.3;0.3;73990.176;73990.176;0.0
Ingolstadt;;4,87776E+15;1,14811E+16;;0.0;very low;0.0;0.0;B;2734.14;80.0;218731.05;0.71;156237.45;0.3;True;True;3675;0.0;0.0;218731.05;0.7142902207985561;0.3;0.3;46871.235;46871.235;0.0
Ingolstadt;;4,87843E+15;1,14218E+16;;0.0;very low;0.0;0.0;D;2734.14;151.82;415097.48;0.73;302382.17;0.3;True;True;3676;0.0;0.0;415097.48;0.7284606256824301;0.3;0.3;90714.651;90714.651;0.0
Ingolstadt;;4,87886E+14;1,14175E+16;;0.0;very low;0.0;0.0;H;2734.14;80.0;218731.05;0.47;101743.17;0.2;True;True;3677;0.0;0.0;218731.05;0.46515192973288433;0.2;0.2;20348.634000000002;20348.634000000002;0.0
Ingolstadt;;4,87846E+15;1,14645E+16;;0.0;very low;0.0;0.0;A;2734.14;107.93;295109.01;0.46;136783.64;0.2;True;True;3678;0.0;0.0;295109.01;0.46350208012964433;0.2;0.2;27356.728000000003;27356.728000000003;0.0
Ingolstadt;;4,87819E+15;1,14874E+15;;0.0;very low;0.0;0.0;A+;2734.14;128.48;351270.93;0.75;263453.2;0.3;True;True;3679;0.0;0.0;351270.93;0.7500000071170136;0.3;0.3;79035.96;79035.96;0.0
Hitzhofen;Landkreis Eichstätt;4,88833E+15;1,1343E+16;;0.0;very low;0.0;0.0;G;2030.45;105.06;213315.32;0.44;94648.0;0.2;True;True;3680;0.0;0.0;213315.32;0.44369996491578756;0.2;0.2;18929.600000000002;18929.600000000002;0.0
Eitensheim;Landkreis Eichstätt;4,88246E+15;1,13334E+16;;0.0;very low;0.0;0.0;F;2030.45;117.22;238011.06;0.75;178508.29;0.3;True;True;3681;0.0;0.0;238011.06;0.7499999789925729;0.3;0.3;53552.487;53552.487;0.0
Wettstetten;Landkreis Eichstätt;4,8817E+15;1,14077E+15;;0.0;very low;0.0;0.0;C;2030.45;158.01;320822.23;0.47;151122.17;0.2;True;True;3682;0.0;0.0;320822.23;0.47104644213713004;0.2;0.2;30224.434000000005;30224.434000000005;0.0
Gaimersheim;Landkreis Eichstätt;4,8789E+15;1,13863E+16;;0.0;very low;0.0;0.0;H;2030.45;98.79;200589.81;0.56;112887.13;0.25;True;True;3683;0.0;0.0;200589.81;0.5627759954506164;0.25;0.25;28221.7825;28221.7825;0.0
Gaimersheim;Landkreis Eichstätt;4,87908E+15;1,13484E+16;;0.0;very low;0.0;0.0;A+;2030.45;105.82;214858.72;0.75;161144.04;0.3;True;True;3684;0.0;0.0;214858.72;0.75;0.3;0.3;48343.212;48343.212;0.0
Gaimersheim;Landkreis Eichstätt;4,881E+15;1,13434E+16;;0.0;very low;0.0;0.0;D;2030.45;80.87;164198.84;0.72;117748.04;0.3;True;True;3685;0.0;0.0;164198.84;0.7171064058674227;0.3;0.3;35324.412;35324.412;0.0
Nassenfels;Landkreis Eichstätt;4,87961E+16;1,12218E+16;;0.0;very low;0.0;0.0;F;2030.45;82.68;167870.6;0.52;86706.53;0.25;True;True;3686;0.0;0.0;167870.6;0.5165081318587055;0.25;0.25;21676.6325;21676.6325;0.0
Ingolstadt;;4,87722E+15;1,12667E+15;;0.0;very low;0.0;0.0;H;2734.14;80.0;218731.05;0.63;137542.97;0.3;True;True;3687;0.0;0.0;218731.05;0.6288223368378655;0.3;0.3;41262.890999999996;41262.890999999996;0.0
Ingolstadt;;4,87089E+16;1,14237E+16;HQ 40;0.03;medium;0.8;0.04;F;2734.14;147.73;403923.78;0.48;194979.35;0.2;True;True;3688;16156.951200000001;484.70853600000004;387766.8288;0.5028262747574143;0.2;0.25;38995.87;48744.8375;0.25
Ingolstadt;;4,87696E+15;1,13029E+15;;0.0;very low;0.0;0.0;C;2734.14;119.45;326580.57;0.65;212180.13;0.3;True;True;3689;0.0;0.0;326580.57;0.6497022465237292;0.3;0.3;63654.039;63654.039;0.0
Ingolstadt;;4,87633E+15;1,14261E+16;;0.0;very low;0.0;0.0;F;2734.14;142.86;390612.59;0.56;220177.66;0.25;True;True;3690;0.0;0.0;390612.59;0.5636727172567582;0.25;0.25;55044.415;55044.415;0.0
Ingolstadt;;4,87697E+16;1,13439E+16;;0.0;very low;0.0;0.0;F;2734.14;100.63;275141.26;0.58;160947.9;0.25;True;True;3691;0.0;0.0;275141.26;0.5849646105422356;0.25;0.25;40236.975;40236.975;0.0
Ingolstadt;;4,87803E+15;1,13349E+15;;0.0;very low;0.0;0.0;D;2734.14;166.09;454123.64;0.51;230209.19;0.25;True;True;3692;0.0;0.0;454123.64;0.5069306455836564;0.25;0.25;57552.2975;57552.2975;0.0
Ingolstadt;;4,87504E+15;1,13458E+16;;0.0;very low;0.0;0.0;C;2734.14;97.98;267898.72;0.75;200924.04;0.3;True;True;3693;0.0;0.0;267898.72;0.7500000000000001;0.3;0.3;60277.212;60277.212;0.0
Großmehring;Landkreis Eichstätt;4,88068E+15;1,15661E+16;;0.0;very low;0.0;0.0;A;2030.45;80.0;162436.0;0.62;100287.41;0.3;True;True;3694;0.0;0.0;162436.0;0.6173964515255239;0.3;0.3;30086.222999999998;30086.222999999998;0.0
Großmehring;Landkreis Eichstätt;4,87635E+15;1,15068E+16;;0.0;very low;0.0;0.0;A+;2030.45;114.23;231930.88;0.45;103540.99;0.2;True;True;3695;0.0;0.0;231930.88;0.4464303761534471;0.2;0.2;20708.198000000004;20708.198000000004;0.0
Kinding;Landkreis Eichstätt;4,90118E+15;1,1411E+16;;0.0;very low;0.0;0.0;C;2030.45;80.0;162436.0;0.72;117157.78;0.3;True;True;3696;0.0;0.0;162436.0;0.7212550173606835;0.3;0.3;35147.333999999995;35147.333999999995;0.0
Stammham;Landkreis Eichstätt;4,88857E+15;1,14857E+16;;0.0;very low;0.0;0.0;C;2030.45;114.22;231924.63;0.58;134983.71;0.25;True;True;3697;0.0;0.0;231924.63;0.5820154159564682;0.25;0.25;33745.9275;33745.9275;0.0
Hepberg;Landkreis Eichstätt;4,88329E+14;1,14642E+16;;0.0;very low;0.0;0.0;D;2030.45;151.88;308389.1;0.45;138672.19;0.2;True;True;3698;0.0;0.0;308389.1;0.449666314406054;0.2;0.2;27734.438000000002;27734.438000000002;0.0
Ingolstadt;;4,87723E+15;1,14006E+15;;0.0;very low;0.0;0.0;F;2734.14;83.67;228762.66;0.68;155367.01;0.3;True;True;3699;0.0;0.0;228762.66;0.6791624559707428;0.3;0.3;46610.103;46610.103;0.0
Ingolstadt;;4,87742E+16;1,14301E+16;;0.0;very low;0.0;0.0;D;2734.14;80.23;219351.63;0.75;164513.72;0.3;True;True;3700;0.0;0.0;219351.63;0.7499999886027745;0.3;0.3;49354.116;49354.116;0.0
Ingolstadt;;4,87812E+15;1,14123E+16;;0.0;very low;0.0;0.0;E;2734.14;123.85;338633.55;0.72;245028.96;0.3;True;True;3701;0.0;0.0;338633.55;0.7235814643882745;0.3;0.3;73508.688;73508.688;0.0
Ingolstadt;;4,87699E+15;1,13982E+16;;0.0;very low;0.0;0.0;E;2734.14;118.27;323355.75;0.63;204460.2;0.3;True;True;3702;0.0;0.0;323355.75;0.6323072962209579;0.3;0.3;61338.06;61338.06;0.0
Ingolstadt;;4,87797E+14;1,14169E+16;;0.0;very low;0.0;0.0;F;2734.14;134.0;366366.72;0.43;156918.44;0.2;True;True;3703;0.0;0.0;366366.72;0.42830975477248595;0.2;0.2;31383.688000000002;31383.688000000002;0.0
Ingolstadt;;4,87889E+15;1,14017E+16;;0.0;very low;0.0;0.0;B;2734.14;132.38;361940.43;0.74;266857.29;0.3;True;True;3704;0.0;0.0;361940.43;0.7372961622441571;0.3;0.3;80057.18699999999;80057.18699999999;0.0
Kösching;Landkreis Eichstätt;4,88553E+15;1,14984E+16;;0.0;very low;0.0;0.0;C;2030.45;97.38;197723.65;0.46;91025.91;0.2;True;True;3705;0.0;0.0;197723.65;0.46036935895124337;0.2;0.2;18205.182;18205.182;0.0
Kösching;Landkreis Eichstätt;4,88422E+15;1,1515E+16;;0.0;very low;0.0;0.0;E;2030.45;80.0;162436.0;0.5;81215.76;0.2;True;True;3706;0.0;0.0;162436.0;0.49998620995345855;0.2;0.2;16243.152;16243.152;0.0
