ID,ort,landkreis,latitude,longitude,GEB_HQ,flood_risk,Energieklasse,Quadratmeterpreise,aktuelles_LtV,darlehenbetrag,aktueller_immobilienwert,wohnflaeche,Schadensfaktor
3264,München,,48.06393331157477,11.508718870121474,,very low,C,10186,"0,4882","298343,91",611160,60,"0,04"
3265,München,,48.06926189718083,11.514841101201428,,very low,B,10186,"0,6573","401738,66",611160,60,"0,04"
3266,München,,48.07584973707919,11.528180905638706,,very low,G,10186,"0,6414","392012,07",611160,60,"0,04"
3267,München,,48.090091903615246,11.529537962276333,,very low,B,10186,"0,4601","281205,37",611160,60,"0,04"
3268,Neuching,Landkreis Erding,48.24736580038091,11.846514516605914,,very low,G,5049,"0,1773","79378,3","447689,5","88,67","0,04"
3269,Walpertskirchen,Landkreis Erding,48.27715497933066,11.94724041898985,,very low,D,5049,"0,1434","74480,51","519420,35","102,88","0,04"
3270,Moosinning,Landkreis Erding,48.27099234400792,11.843278799783771,,very low,D,5049,"0,401","121464,33",302940,60,"0,04"
3271,Wartenberg,Landkreis Erding,48.403832025731546,12.01072512269819,,very low,H,5049,"0,4513","136731,67",302940,60,"0,04"
3272,Finsing,Landkreis Erding,48.22658512202497,11.789521219034754,,very low,D,5049,"0,271","82107,41",302940,60,"0,04"
3273,Hebertshausen,Landkreis Dachau,48.25435340300368,11.585424596706154,,very low,B,6456,"0,3619","187808,77","518918,91","80,38","0,04"
3274,Hebertshausen,Landkreis Dachau,48.23178721446509,11.539055415934063,,very low,B,6456,"0,2461","101125,21",410967,"63,66","0,04"
3275,Hebertshausen,Landkreis Dachau,48.25442224534813,11.514811479462905,,very low,C,6456,"0,0896","93361,18","1041733,72","161,36","0,04"
3276,Oberschleißheim,Landkreis München,48.23883556025447,11.58218715506094,,very low,A,10155,"0,6076","370226,87",609300,60,"0,04"
3277,Oberschleißheim,Landkreis München,48.251035010839566,11.55859892369308,,very low,A+,10155,"0,1609","285025,74","1771806,91","174,48","0,04"
3278,Oberschleißheim,Landkreis München,48.24909697017286,11.506647083282568,,very low,D,10155,"0,3579","218096,02",609300,60,"0,04"
3279,Buxheim,Landkreis Eichstätt,48.83683688405614,11.268558328980374,,very low,G,3904,"0,1792","216606,07","1208745,32","309,62","0,04"
3280,Apfeltrach,Landkreis Unterallgäu,47.98773365354695,10.460087829655135,,very low,C,3518,"0,6659",140558,211080,60,"0,04"
3281,Dirlewang,Landkreis Unterallgäu,47.96651122732252,10.450025781533396,,very low,C,3518,"0,3311","100531,71","303638,1","86,31","0,04"
3282,Kaltental,Landkreis Ostallgäu,47.92179943835239,10.774106814318763,,very low,C,3907,"0,2204","51663,25",234420,60,"0,04"
3283,Osterzell,Landkreis Ostallgäu,47.87057388527507,10.734766707135506,,very low,A,3907,"0,3254","90570,95","278322,8","71,24","0,04"
3284,Rettenbach a.Auerberg,Landkreis Ostallgäu,47.74616122921436,10.728203428629188,,very low,A,3907,"0,0859","49625,88","577498,91","147,81","0,04"
3285,Stötten a.Auerberg,Landkreis Ostallgäu,47.77242947364161,10.75346295619936,,very low,B,3907,"0,1025","92962,83","907166,67","232,19","0,04"
3286,Aitrang,Landkreis Ostallgäu,47.8275669762536,10.485112362909756,,very low,D,3907,"0,5101","119576,32",234420,60,"0,04"
3287,Kraftisried,Landkreis Ostallgäu,47.74843794408667,10.512969573589382,,very low,G,3907,"0,5263","166824,62","316982,23","81,13","0,04"
3288,Unterthingau,Landkreis Ostallgäu,47.75961210313287,10.503796020792818,,very low,A,3907,"0,1552","115690,67","745525,46","190,82","0,04"
3289,Günzach,Landkreis Ostallgäu,47.86629900102092,10.420137867199308,,very low,E,3907,"0,2335","57197,89","244998,37","62,71","0,04"
3290,Günzach,Landkreis Ostallgäu,47.86735694625668,10.43854956036537,,very low,F,3907,"0,2768","64882,74",234420,60,"0,04"
3291,Obergünzburg,Landkreis Ostallgäu,47.80603389254957,10.416175575741663,,very low,D,3907,"0,1673","71179,93","425509,31","108,91","0,04"
3292,Obergünzburg,Landkreis Ostallgäu,47.83998948560684,10.405776594133926,,very low,D,3907,"0,3339","78261,2",234420,60,"0,04"
3293,Eisenberg,Landkreis Ostallgäu,47.62281577330692,10.584135185217828,,very low,H,3907,"0,5006","117355,78",234420,60,"0,04"
3294,Seeg,Landkreis Ostallgäu,47.68981633278856,10.66466851555118,,very low,G,3907,"0,7086","166108,12",234420,60,"0,04"
3295,Marktoberdorf,Landkreis Ostallgäu,47.78637914212334,10.606972612556357,,very low,H,3907,"0,0756","82156,89","1087415,24","278,32","0,04"
3296,Marktoberdorf,Landkreis Ostallgäu,47.69266945476934,10.570511106832138,,very low,E,3907,"0,5016","135930,14","271009,94","69,37","0,04"
3297,Marktoberdorf,Landkreis Ostallgäu,47.70530196504714,10.638629457645068,,very low,C,3907,"0,1659","147849,73","891239,82","228,11","0,04"
3298,Marktoberdorf,Landkreis Ostallgäu,47.70798980631053,10.557073275820304,,very low,D,3907,"0,4915","174711,88","355467,64","90,98","0,04"
3299,Marktoberdorf,Landkreis Ostallgäu,47.77716103750888,10.675269892310803,,very low,D,3907,"0,5805","136091,54",234420,60,"0,04"
3300,Wald,Landkreis Ostallgäu,47.75556243771682,10.548693434041528,,very low,E,3907,"0,4229","99126,36",234420,60,"0,04"
3301,Wald,Landkreis Ostallgäu,47.78432905268233,10.65971700436373,,very low,D,3907,"0,5166","121097,26",234420,60,"0,04"
3302,Wald,Landkreis Ostallgäu,47.72587070391396,10.554113357440608,,very low,D,3907,"0,3579","83906,48",234420,60,"0,04"
3303,Wald,Landkreis Ostallgäu,47.76796273148725,10.585744490107803,,very low,E,3907,"0,2933","108103,2","368602,2","94,34","0,04"
3304,Wald,Landkreis Ostallgäu,47.78590498831612,10.688953448599351,,very low,E,3907,"0,154","38092,63","247311,45","63,3","0,04"
3305,Bergkirchen,Landkreis Dachau,48.25630795341248,11.331458596696006,,very low,C,6456,"0,6907","267537,6",387360,60,"0,04"
3306,Bergkirchen,Landkreis Dachau,48.24686935649727,11.360767526510664,,very low,C,6456,"0,235","179546,06","764082,55","118,35","0,04"
3307,Nürnberg,,49.45238004827564,11.108458608929284,,very low,G,4798,"0,4566","154818,94","339077,1","70,67","0,04"
3308,Nürnberg,,49.450997453169535,11.072415556063984,,very low,C,4798,"0,4276","123089,66",287880,60,"0,04"
3309,Altomünster,Landkreis Dachau,48.36562222037113,11.25833967015244,,very low,F,6456,"0,6473","250730,36",387360,60,"0,04"
3310,Altomünster,Landkreis Dachau,48.363002502848175,11.205687547522434,,very low,D,6456,"0,4785","185352,21",387360,60,"0,04"
3311,Odelzhausen,Landkreis Dachau,48.29132301189323,11.161252307863618,,very low,G,6456,"0,6743","261212,65",387360,60,"0,04"
3312,Odelzhausen,Landkreis Dachau,48.29167216905972,11.194865192671935,,very low,C,6456,"0,4766","379749,27","796752,89","123,41","0,04"
3313,Pfaffenhofen an der Glonn,Landkreis Dachau,48.29415320311684,11.155360981616855,,very low,E,6456,"0,1216","138279,36","1137050,05","176,12","0,04"
3314,Pfaffenhofen an der Glonn,Landkreis Dachau,48.32670530567426,11.181451973726528,,very low,D,6456,"0,2618","162790,49","621846,06","96,32","0,04"
3315,Haimhausen,Landkreis Dachau,48.31860937147177,11.555977110857269,,very low,B,6456,"0,2896","112195,66",387360,60,"0,04"
3316,Röhrmoos,Landkreis Dachau,48.33166384855891,11.504124439883991,,very low,H,6456,"0,2302","93318,25","405413,16","62,8","0,04"
3317,Röhrmoos,Landkreis Dachau,48.35011544708597,11.46313745015578,,very low,E,6456,"0,3774","185480,03","491437,92","76,12","0,04"
3318,Petershausen,Landkreis Dachau,48.401063941674494,11.452605020477934,,very low,F,6456,"0,4885","189231,49",387360,60,"0,04"
3319,Petershausen,Landkreis Dachau,48.40247729217724,11.503133355779465,,very low,H,6456,"0,5946","230327,84",387360,60,"0,04"
3320,Schwabhausen,Landkreis Dachau,48.284380510984384,11.352059934166263,,very low,E,6456,"0,131","129138,52","985859,51","152,7","0,04"
3321,Schwabhausen,Landkreis Dachau,48.29716883012711,11.388244859743,,very low,E,6456,"0,6259","242435,93",387360,60,"0,04"
3322,Nürnberg,,49.46086066256181,11.105698520797729,,very low,D,4798,"0,4125","118736,86",287880,60,"0,04"
3323,Nürnberg,,49.462737966910495,11.09668141111107,,very low,E,4798,"0,4336","203051,85","468318,76","97,61","0,04"
3324,Nürnberg,,49.45769400154881,11.11163088612748,,very low,E,4798,"0,588","169260,48",287880,60,"0,04"
3325,Nürnberg,,49.45930714064093,11.105460072991292,,very low,E,4798,"0,3903","112368,07",287880,60,"0,04"
3326,Nürnberg,,49.455397582217685,11.089532862134106,,very low,B,4798,"0,1644","102983,17","626573,57","130,59","0,04"
3327,Nürnberg,,49.45242364630123,11.09487800311811,,very low,D,4798,"0,3135","94516,72","301455,74","62,83","0,04"
3328,Weichs,Landkreis Dachau,48.37858003337944,11.411671817421857,,very low,H,6456,"0,5096","197388,69",387360,60,"0,04"
3329,Vierkirchen,Landkreis Dachau,48.36734312435323,11.470544020565905,,very low,C,6456,"0,512","198332,11",387360,60,"0,04"
3330,Markt Indersdorf,Landkreis Dachau,48.41056233846072,11.399243660456149,,very low,A,6456,"0,1203","88836,61","738566,14","114,4","0,04"
3331,Markt Indersdorf,Landkreis Dachau,48.38827996034576,11.337032078829196,,very low,D,6456,"0,1752","71755,18","409556,52","63,44","0,04"
3332,Markt Indersdorf,Landkreis Dachau,48.362291374796406,11.38485154738085,,very low,H,6456,"0,4502","245036,5","544244,04","84,3","0,04"
3333,Erdweg,Landkreis Dachau,48.30528223693842,11.279347113611909,,very low,E,6456,"0,5227","202473,6",387360,60,"0,04"
3334,Nürnberg,,49.46139017340089,11.086153014102893,,very low,F,4798,"0,6077","174943,91",287880,60,"0,04"
3335,Nürnberg,,49.46304150033904,11.093278422471773,,very low,H,4798,"0,1209","180953,8","1496688,94","311,94","0,04"
3336,Nürnberg,,49.464293963179394,11.092455311245606,,very low,A,4798,"0,4968","143018,89",287880,60,"0,04"
3337,Nürnberg,,49.46157108294253,11.089643788761247,,very low,H,4798,"0,4566","131438,04",287880,60,"0,04"
3338,Nürnberg,,49.49343381321291,11.085402130001237,,very low,D,4798,"0,6886","198233,84",287880,60,"0,04"
3339,Nürnberg,,49.50273109129958,11.1006472367488,,very low,A,4798,"0,5158","148477,62",287880,60,"0,04"
3340,Nürnberg,,49.495095110846975,11.093955110382336,,very low,F,4798,"0,1869","92099,58","492831,06","102,72","0,04"
3341,Nürnberg,,49.48842622775226,11.093195458728248,,very low,F,4798,"0,2532","158839,23","627208,87","130,72","0,04"
3342,Pörnbach,Landkreis Pfaffenhofen an der Ilm,48.6196473352801,11.468291916230408,,very low,A+,4620,"0,1404","278072,63","1979958,13","428,56","0,04"
3343,Schweitenkirchen,Landkreis Pfaffenhofen an der Ilm,48.54192991055988,11.623962668154013,,very low,D,4620,"0,6812","188840,94",277200,60,"0,04"
3344,Hettenshausen,Landkreis Pfaffenhofen an der Ilm,48.55254206079014,11.406164316982975,,very low,D,4620,"0,6426","178132,31",277200,60,"0,04"
3345,Hettenshausen,Landkreis Pfaffenhofen an der Ilm,48.57404524427618,11.519197937747208,,very low,C,4620,"0,5278","146316,71",277200,60,"0,04"
3346,Hettenshausen,Landkreis Pfaffenhofen an der Ilm,48.57077055282749,11.506301418580962,,very low,F,4620,"0,4387","121615,15",277200,60,"0,04"
3347,Hettenshausen,Landkreis Pfaffenhofen an der Ilm,48.5802514428528,11.46737916967106,,very low,D,4620,"0,4414","122354,73",277200,60,"0,04"
3348,Hettenshausen,Landkreis Pfaffenhofen an der Ilm,48.54131533030677,11.452129898211789,,very low,C,4620,"0,6328",175413,277200,60,"0,04"
3349,Hettenshausen,Landkreis Pfaffenhofen an der Ilm,48.50300032096252,11.5017949761521,,very low,D,4620,"0,1212","100247,84","827379,89","179,09","0,04"
3350,Hettenshausen,Landkreis Pfaffenhofen an der Ilm,48.51851451071575,11.56921656401023,,very low,C,4620,"0,5089","193338,7","379934,72","82,24","0,04"
3351,Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,48.5370784848156,11.53929604508565,,very low,E,4620,"0,5504","152566,74",277200,60,"0,04"
3352,Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,48.54189994393485,11.540153413255208,,very low,E,4620,"0,4897","195142,56","398501,79","86,26","0,04"
3353,Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,48.57281644180868,11.42985600014546,,very low,B,4620,"0,702","194584,16",277200,60,"0,04"
3354,Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,48.58472486086985,11.516540126429936,,very low,B,4620,"0,4573","143976,45","314862,03","68,15","0,04"
3355,Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,48.54661404790589,11.501448402028158,,very low,A,4620,"0,3095","85790,97",277200,60,"0,04"
3356,Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,48.58330078791556,11.513429207330889,,very low,C,4620,"0,494","136944,97",277200,60,"0,04"
3357,Pfaffenhofen an der Ilm,Landkreis Pfaffenhofen an der Ilm,48.54526228571419,11.518662686021893,HQ 100,low,C,4620,"0,5042","139772,78",277200,60,"0,1"
3358,Vohburg an der Donau,Landkreis Pfaffenhofen an der Ilm,48.7386638168465,11.605734178429152,HQ 100,low,D,4620,"0,5628","163758,87","290946,02","62,98","0,1"
3359,Vohburg an der Donau,Landkreis Pfaffenhofen an der Ilm,48.774885863999096,11.613690373478702,HQ 40,medium,A,4620,"0,2515","69722,64",277200,60,"0,19"
3360,Geisenfeld,Landkreis Pfaffenhofen an der Ilm,48.68508882440859,11.649236051655745,,very low,B,4620,"0,307","85105,26",277200,60,"0,04"
3361,Geisenfeld,Landkreis Pfaffenhofen an der Ilm,48.68281866430665,11.566377845049557,,very low,C,4620,"0,4236","117424,5",277200,60,"0,04"
3362,Geisenfeld,Landkreis Pfaffenhofen an der Ilm,48.70593131256495,11.608916337909346,,very low,A+,4620,"0,4551","126149,1",277200,60,"0,04"
3363,Manching,Landkreis Pfaffenhofen an der Ilm,48.70564705285943,11.486511001805374,,very low,D,4620,"0,4141","161374,42","389680,61","84,35","0,04"
3364,Manching,Landkreis Pfaffenhofen an der Ilm,48.71800192241318,11.514238849233328,,very low,F,4620,"0,162","98996,96","610936,44","132,24","0,04"
3365,Manching,Landkreis Pfaffenhofen an der Ilm,48.701418137034565,11.452522030182248,,very low,A+,4620,"0,4828","133845,91",277200,60,"0,04"
3366,Freising,Landkreis Freising,48.44150945788712,11.720564558251953,,very low,G,5305,"0,2024","119878,86","592394,74","111,67","0,04"
3367,Freising,Landkreis Freising,48.352905433471136,11.69642300115319,,very low,D,5305,"0,6974","221972,24",318300,60,"0,04"
3368,Freising,Landkreis Freising,48.42280812533296,11.743755064347026,,very low,H,5305,"0,4697","175378,41","373355,94","70,38","0,04"
3369,Freising,Landkreis Freising,48.3907047703858,11.746474920648186,HQ 50,medium,G,5305,"0,1454","202695,96","1394093,7","262,79","0,19"
3370,Freising,Landkreis Freising,48.40798552347286,11.723396798907968,,very low,A,5305,"0,5169","164518,15",318300,60,"0,04"
3371,Freising,Landkreis Freising,48.38053784033913,11.73343381873801,,very low,C,5305,"0,6351","202140,59",318300,60,"0,04"
3372,Freising,Landkreis Freising,48.37329673811037,11.667868999900362,,very low,F,5305,"0,2284","159721,75","699285,26","131,82","0,04"
3373,Nandlstadt,Landkreis Freising,48.53428734735113,11.830016340835648,,very low,G,5305,"0,7297","245326,56","336196,23","63,37","0,04"
3374,Zolling,Landkreis Freising,48.46048999107656,11.795497478434765,,very low,D,5305,"0,4887","155553,18",318300,60,"0,04"
3375,Marzling,Landkreis Freising,48.37324103689732,11.797048224602756,,very low,C,5305,"0,3762","119743,77",318300,60,"0,04"
3376,Haag an der Amper,Landkreis Freising,48.46327075852167,11.875082552281812,HQ 20,high,D,5305,"0,3441","109527,71",318300,60,"0,45"
3377,Nürnberg,,49.475756690642775,11.128016506369546,,very low,D,4798,"0,3263","128724,21","394477,93","82,22","0,04"
3378,Nürnberg,,49.48415681059051,11.139677991338951,,very low,D,4798,"0,4267","122851,79",287880,60,"0,04"
3379,Nürnberg,,49.47525441295007,11.148748979943342,,very low,E,4798,"0,2626","120290,18","458138,19","95,49","0,04"
3380,Nürnberg,,49.47402001712307,11.10982466381025,,very low,A+,4798,"0,5542","159537,41",287880,60,"0,04"
3381,Nürnberg,,49.47531955090578,11.149054550693108,,very low,H,4798,"0,4443","181027,95","407482,33","84,93","0,04"
3382,Nürnberg,,49.474262327340455,11.126351890866529,,very low,E,4798,"0,4339","124904,31",287880,60,"0,04"
3383,Freising,Landkreis Freising,48.35439624521623,11.778010000356767,,very low,C,5305,"0,1409","388807,41","2760229,2","520,31","0,04"
3384,Freising,Landkreis Freising,48.40654293453984,11.789400078361863,,very low,B,5305,"0,7065","224892,06",318300,60,"0,04"
3385,Freising,Landkreis Freising,48.37049028362307,11.759791052924118,,very low,H,5305,"0,6511","207258,14",318300,60,"0,04"
3386,Freising,Landkreis Freising,48.35422586907014,11.728503777555256,,very low,C,5305,"0,5319","373887,02","702977,7","132,51","0,04"
3387,Freising,Landkreis Freising,48.363783126159866,11.750227838490956,,very low,B,5305,"0,6856","218232,76",318300,60,"0,04"
3388,Langenbach,Landkreis Freising,48.45637425964187,11.866356898341856,,very low,D,5305,"0,1649","141731,91","859652,26","162,05","0,04"
3389,Hallbergmoos,Landkreis Freising,48.33481857813986,11.736823195763373,,very low,E,5305,"0,461","146727,79",318300,60,"0,04"
3390,Hallbergmoos,Landkreis Freising,48.3193604203098,11.72974122785234,,very low,G,5305,"0,6797","216335,27",318300,60,"0,04"
3391,Hallbergmoos,Landkreis Freising,48.2832434891276,11.70145076428655,,very low,H,5305,"0,1645","81622,23","496095,97","93,51","0,04"
3392,Hohenkammer,Landkreis Freising,48.41970736633808,11.546070213878115,,very low,H,5305,"0,6927","220498,75",318300,60,"0,04"
3393,Kranzberg,Landkreis Freising,48.40340511947412,11.661224506036875,,very low,F,5305,"0,4666","148519,69",318300,60,"0,04"
3394,Allershausen,Landkreis Freising,48.44246572427663,11.614027080022112,,very low,H,5305,"0,4914","156399,46",318300,60,"0,04"
3395,Nürnberg,,49.44428943439167,11.131182034172808,,very low,B,4798,"0,116","163860,48","1412736,82","294,44","0,04"
3396,Nürnberg,,49.43078742570344,11.132485964381322,,very low,G,4798,"0,4829","139020,09",287880,60,"0,04"
3397,Nürnberg,,49.44589742514977,11.109576567838705,,very low,H,4798,"0,4043","217852,17","538901,55","112,32","0,04"
3398,Nürnberg,,49.444804332955066,11.14569787409011,,very low,A,4798,"0,0852","103140,11","1209913,44","252,17","0,04"
3399,Nürnberg,,49.45155239339572,11.135703524718094,,very low,G,4798,"0,2033","121051,02","595557,32","124,13","0,04"
3400,Nürnberg,,49.468791239953006,11.137540971418998,,very low,H,4798,"0,2848","231387,45","812429,5","169,33","0,04"
3401,Nürnberg,,49.46425912958077,11.16000974580076,,very low,H,4798,"0,2222","145647,56","655345,99","136,59","0,04"
3402,Nürnberg,,49.465352361968925,11.147386855650035,,very low,A+,4798,"0,4991","164849,09","330305,85","68,84","0,04"
3403,Nürnberg,,49.46789769334996,11.132361570920642,,very low,H,4798,"0,4099","118011,02",287880,60,"0,04"
3404,München,,48.14076305723933,11.5176511279816,,very low,A+,10186,"0,7192","439558,4",611160,60,"0,04"
3405,München,,48.14248008546844,11.48483627843049,,very low,C,10186,"0,2993","182917,3",611160,60,"0,04"
3406,München,,48.14291269558589,11.48532617359708,,very low,D,10186,"0,6258","382451,9",611160,60,"0,04"
3407,München,,48.143619670459074,11.49288023329009,,very low,G,10186,"0,6432","393075,04",611160,60,"0,04"
3408,München,,48.14450208545535,11.508974550332946,,very low,H,10186,"0,621","379507,41",611160,60,"0,04"
3409,München,,48.14363599562905,11.49858723126317,,very low,D,10186,"0,1328","251748,32","1895435,64","186,08","0,04"
3410,München,,48.173260324312906,11.521478116677915,,very low,D,10186,"0,5506","336500,15",611160,60,"0,04"
3411,München,,48.17325424562172,11.513693651713451,,very low,E,10186,"0,422","257912,07",611160,60,"0,04"
3412,München,,48.17815408019271,11.534848331038509,,very low,A,10186,"0,0862","219892,34","2551518,29","250,49","0,04"
3413,München,,48.1766486525791,11.539319680914392,,very low,C,10186,"0,6272","383312,08",611160,60,"0,04"
3414,München,,48.1781692898154,11.523907831450895,,very low,A,10186,"0,2738","167305,6",611160,60,"0,04"
3415,München,,48.17512693612867,11.50253695391386,,very low,C,10186,"0,5212","318555,05",611160,60,"0,04"
3416,München,,48.15184750842876,11.527126613337678,,very low,G,10186,"0,0696","245701,01","3530582,49","346,61","0,04"
3417,München,,48.15126907075594,11.522249751536323,,very low,C,10186,"0,3606","220360,4",611160,60,"0,04"
3418,München,,48.15201162243272,11.527002854246202,,very low,G,10186,"0,4332","264767,38",611160,60,"0,04"
3419,München,,48.14654635015727,11.527826769954787,,very low,C,10186,"0,4945","302201,83",611160,60,"0,04"
3420,München,,48.152381932402186,11.536028537185462,,very low,D,10186,"0,4858","296924,72",611160,60,"0,04"
3421,München,,48.16499171345965,11.551715045572012,,very low,D,10186,"0,3711","226775,59",611160,60,"0,04"
3422,München,,48.16454279433619,11.561908406214906,,very low,G,10186,"0,5289","323222,1",611160,60,"0,04"
3423,München,,48.16184727213181,11.554036406021432,,very low,G,10186,"0,4783","292315,49",611160,60,"0,04"
3424,München,,48.17086578510386,11.560141471960025,,very low,A+,10186,"0,5015","306492,98",611160,60,"0,04"
3425,München,,48.162783323207655,11.551784899865632,,very low,G,10186,"0,6067","370797,58",611160,60,"0,04"
3426,Mering,Landkreis Aichach-Friedberg,48.2761200079453,10.96428330475964,,very low,E,4487,"0,5899","171438,08","290615,92","64,77","0,04"
3427,Mering,Landkreis Aichach-Friedberg,48.2759905138548,10.965517714584156,,very low,C,4487,"0,4595","183285,23","398843,96","88,89","0,04"
3428,Mering,Landkreis Aichach-Friedberg,48.25839873272721,11.007601299058468,,very low,H,4487,"0,0797","111378,09","1397969,83","311,56","0,04"
3429,Mering,Landkreis Aichach-Friedberg,48.2648599941905,10.989605286487643,,very low,D,4487,"0,1399","96235,84","687864,91","153,3","0,04"
3430,München,,48.20817706977152,11.602053314621996,,very low,E,10186,"0,1529","141369,89","924516,7","90,76","0,04"
3431,München,,48.1921159294966,11.595934108978806,,very low,C,10186,"0,5103","311871,01",611160,60,"0,04"
3432,München,,48.2192258595987,11.634040009338342,,very low,D,10186,"0,4714","288102,44",611160,60,"0,04"
3433,München,,48.20141587232651,11.626376826045671,,very low,A,10186,"0,1447","211312,93","1460111,34","143,34","0,04"
3434,München,,48.21624409889084,11.604897537605847,,very low,C,10186,"0,2634","167486,68","635801,12","62,42","0,04"
3435,München,,48.206887240938784,11.631864893038248,,very low,D,10186,"0,6248","381855,88",611160,60,"0,04"
3436,München,,48.19370330766507,11.62055766715638,,very low,E,10186,"0,3756","229574,29",611160,60,"0,04"
3437,München,,48.16385296866018,11.526777821917683,,very low,A+,10186,"0,3475","212382,5",611160,60,"0,04"
3438,München,,48.16503524116728,11.526057958931332,,very low,E,10186,"0,3896","238133,12",611160,60,"0,04"
3439,München,,48.15633009968404,11.501957210792185,,very low,F,10186,"0,2288","139813,19",611160,60,"0,04"
3440,München,,48.1676509942265,11.590206568878926,,very low,H,10186,"0,6528","398965,1",611160,60,"0,04"
3441,München,,48.179957594734766,11.616859920043694,,very low,H,10186,"0,474","289660,71",611160,60,"0,04"
3442,München,,48.17486045866258,11.6120133495014,,very low,H,10186,"0,4753","291831,74","613965,67","60,28","0,04"
3443,München,,48.16773700438366,11.607402520022395,,very low,E,10186,"0,7222","441405,76",611160,60,"0,04"
3444,München,,48.17008488284571,11.60261228045118,,very low,D,10186,"0,4455","272249,5",611160,60,"0,04"
3445,München,,48.136908891967686,11.573097406362455,,very low,E,10186,"0,2561","156526,36",611160,60,"0,04"
3446,München,,48.16208510871189,11.532073179237956,,very low,F,10186,"0,1343","240090,1","1787259,82","175,46","0,04"
3447,München,,48.15965781276575,11.540432319633124,,very low,H,10186,"0,3554","217218,9",611160,60,"0,04"
3448,München,,48.16823674305223,11.535550863705078,,very low,D,10186,"0,6483","396235,43",611160,60,"0,04"
3449,München,,48.16326594296618,11.53091534679976,,very low,F,10186,"0,7001","427893,22",611160,60,"0,04"
3450,München,,48.158791776374976,11.5308726429935,,very low,B,10186,"0,5271","322120,5",611160,60,"0,04"
3451,München,,48.170601164392814,11.525525675014212,,very low,F,10186,"0,6377","389753,97",611160,60,"0,04"
3452,München,,48.137828607232166,11.544390597906125,,very low,D,10186,"0,4529","276809,45",611160,60,"0,04"
3453,München,,48.14040113496304,11.539734885459255,,very low,A+,10186,"0,5798","354356,5",611160,60,"0,04"
3454,München,,48.13659376478088,11.538978162793656,,very low,C,10186,"0,7121","435195,76",611160,60,"0,04"
3455,München,,48.13533403098731,11.534480677988896,,very low,F,10186,"0,4064","248390,97",611160,60,"0,04"
3456,München,,48.13642007857391,11.539538230764144,,very low,F,10186,"0,3617","221053,68",611160,60,"0,04"
3457,München,,48.14013600751942,11.539219743656004,,very low,G,10186,"0,6127","374486,66",611160,60,"0,04"
3458,München,,48.13993173105367,11.542685263128766,,very low,F,10186,"0,7177","438620,91",611160,60,"0,04"
3459,München,,48.1286580072809,11.507494130017369,,very low,A+,10186,"0,5338","326248,15",611160,60,"0,04"
3460,München,,48.12947253218052,11.503673766892684,,very low,C,10186,"0,4123","251971,01",611160,60,"0,04"
3461,München,,48.13226266779962,11.504630044368705,,very low,C,10186,"0,2885","176332,21",611160,60,"0,04"
3462,München,,48.12962915496053,11.51367931601846,,very low,B,10186,"0,4143","253206,93",611160,60,"0,04"
3463,München,,48.13403180880598,11.516112352978872,,very low,F,10186,"0,5049","308588,72",611160,60,"0,04"
3464,München,,48.17913909186218,11.55444240682119,,very low,F,10186,"0,3312","202435,21",611160,60,"0,04"
3465,München,,48.17602587742407,11.56782385968461,,very low,D,10186,"0,4968","508290,1","1023137,24","100,45","0,04"
3466,München,,48.18073791199998,11.540589424816076,,very low,D,10186,"0,7139","436308,54",611160,60,"0,04"
3467,München,,48.172256838479925,11.53895463188361,,very low,A+,10186,"0,147","89835,04",611160,60,"0,04"
3468,München,,48.17929767782862,11.55290743291977,,very low,D,10186,"0,66","403368,61",611160,60,"0,04"
3469,München,,48.18078005320101,11.558235821498096,,very low,C,10186,"0,4319","263976,97",611160,60,"0,04"
3470,München,,48.1501414543229,11.580700552764092,,very low,H,10186,"0,2594","158535,8",611160,60,"0,04"
3471,München,,48.15678943882547,11.57800184838846,,very low,C,10186,"0,2006","129126,03","643604,5","63,19","0,04"
3472,München,,48.156815828106645,11.57191794797929,,very low,C,10186,"0,3472","261836,97","754168,38","74,04","0,04"
3473,München,,48.15911867464392,11.580236911566994,,very low,C,10186,"0,6865","419562,33",611160,60,"0,04"
3474,München,,48.20099952394354,11.439947309172588,,very low,D,10186,"0,7278","444795,89",611160,60,"0,04"
3475,München,,48.181125350192566,11.463863467439682,,very low,B,10186,"0,345","210826,03",611160,60,"0,04"
3476,München,,48.18559528952474,11.436554084492752,,very low,F,10186,"0,5022","306898,75",611160,60,"0,04"
3477,München,,48.19781839089816,11.464696472710626,,very low,F,10186,"0,0709","155237,52",2188638,"214,87","0,04"
3478,München,,48.14096481116284,11.585564362280197,,very low,E,10186,"0,478","292140,14",611160,60,"0,04"
3479,München,,48.14874232617884,11.59470417128112,,very low,G,10186,"0,4894","299098,48",611160,60,"0,04"
3480,München,,48.13437413326268,11.587466802851525,,very low,H,10186,"0,1716","124898,34","727649,87","71,44","0,04"
